policy_id,scenario_id,branch_id,from_bus,to_bus,line_loading_pu,P_L,P1,P2,P3,P_flow,P_HF_L,assumption_status,note
slack_only_balance,wind_speed_12_00,1,1,2,0.698779576779804,0.001536124438,0.000437124438,0.001099,0,0.000438,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,2,1,39,0.343573864327281,0.001679836582,0.000580836582,0.001099,0,0.000582,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,3,2,3,1.80995922797317,1,0.998001,0.05005,0,1,0.05,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,4,2,25,1.36713632687121,1,0.998001,0.0460282258416819,0,1,0.0459742000417236,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,5,2,30,0.843954684609183,0.001575046477,0.000476046477,0.001099,0,0.000477,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,6,3,4,1.93374740746107,1,0.998001,0.05005,0,1,0.05,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,7,3,18,0.920038967193374,0.201434430147194,0.200335430147194,0.001099,0,0.200736702816124,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,8,4,5,1.4322828144032,1,0.998001,0.05005,0,1,0.05,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,9,4,14,0.954809357873835,0.548374757559616,0.547275757559616,0.001099,0,0.548371953093851,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,10,5,6,0.56998643883456,0.001679836582,0.000580836582,0.001099,0,0.000582,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,11,5,8,0.199891057443232,0.001662870565,0.000563870565,0.001099,0,0.000565,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,12,6,7,0.12505343665783,0.001361474263,0.000262474263,0.001099,0,0.000263,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,13,6,11,2.67261220556137,1,0.998001,0.05005,0,1,0.05,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,14,6,31,1.33599988586031,1,0.998001,0.0422178260318706,0,1,0.0421599860178885,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,15,7,8,0.153521523512981,0.001121954023,2.2954023e-05,0.001099,0,2.3e-05,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,16,8,9,0.655766432397633,0.001121954023,2.2954023e-05,0.001099,0,2.3e-05,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,17,9,39,0.623390744036473,0.001782630685,0.000683630685,0.001099,0,0.000685,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,18,10,11,2.1045804332717,1,0.998001,0.05005,0,1,0.05,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,19,10,13,0.649521515355705,0.001782630685,0.000683630685,0.001099,0,0.000685,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,20,10,32,1.62972091210596,1,0.998001,0.05005,0,1,0.05,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,21,12,11,0.152302988189815,0.001525146427,0.000426146427,0.001099,0,0.000427,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,22,12,13,0.182777907401065,0.001512172414,0.000413172414,0.001099,0,0.000414,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,23,13,14,0.671933255652982,0.001532132434,0.000433132434,0.001099,0,0.000434,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,24,14,15,1.34611390014786,1,0.998001,0.0434555538153446,0,1,0.0433989527681128,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,25,15,16,2.01529650989711,1,0.998001,0.05005,0,1,0.05,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,26,16,17,0.838968991729402,0.001404388306,0.000305388306,0.001099,0,0.000306,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,27,16,19,1.95645477314708,1,0.998001,0.05005,0,1,0.05,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,28,16,21,1.13330298993649,1,0.998001,0.0174122866509533,0,1,0.0173296162672205,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,29,16,24,0.502808629417026,0.0016978006,0.0005988006,0.001099,0,0.0006,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,30,17,18,1.0451997858489,1,0.998001,0.00663043679272411,0,1,0.0065369737664906,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,31,17,27,0.29239949522163,0.001679836582,0.000580836582,0.001099,0,0.000582,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,32,19,20,0.191445961587795,0.001612970515,0.000513970515,0.001099,0,0.000515,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,33,19,33,1.22633099310292,1,0.998001,0.0287968211084521,0,1,0.0287255466551072,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
slack_only_balance,wind_speed_12_00,34,20,34,0.986319553056899,0.862572415978318,0.861473415978318,0.001099,0,0.863198950680729,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
