initial_branch,trial_id,stage_id,bus_id,voltage_pu,voltage_deviation_component,voltage_severity_component,severity_valid,replay_source
19,14,2,33,1,0,0,1,replayed_pf_result
19,14,2,34,1,0,0,1,replayed_pf_result
19,14,2,35,1,0,0,1,replayed_pf_result
19,14,2,36,1,0,0,1,replayed_pf_result
19,14,2,37,1,0,0,1,replayed_pf_result
19,14,2,38,1,0,0,1,replayed_pf_result
19,14,2,39,1,0,0,1,replayed_pf_result
19,14,3,1,1.00293146905704,0,0,1,replayed_pf_result
19,14,3,2,1.00527341964998,0,0,1,replayed_pf_result
19,14,3,3,0.983675597050068,0,0,1,replayed_pf_result
19,14,3,4,0.948864776210102,0,0,1,replayed_pf_result
19,14,3,5,0.946852630471294,0,0,1,replayed_pf_result
19,14,3,6,0.949143449265946,0,0,1,replayed_pf_result
19,14,3,7,0.939282992309623,0,0,1,replayed_pf_result
19,14,3,8,0.939312298202678,0,0,1,replayed_pf_result
19,14,3,9,0.995333037751211,0,0,1,replayed_pf_result
19,14,3,10,1.0178431,0,0,1,replayed_pf_result
19,14,3,11,1.0133858,0,0,1,replayed_pf_result
19,14,3,12,1.000815,0,0,1,replayed_pf_result
19,14,3,13,1.014923,0,0,1,replayed_pf_result
19,14,3,14,0.958792101827098,0,0,1,replayed_pf_result
19,14,3,15,0.970174845160263,0,0,1,replayed_pf_result
19,14,3,16,0.990807762358221,0,0,1,replayed_pf_result
19,14,3,17,0.991524654649077,0,0,1,replayed_pf_result
19,14,3,18,0.987129195848884,0,0,1,replayed_pf_result
19,14,3,19,1.03352272560789,0,0,1,replayed_pf_result
19,14,3,20,0.97640651670945,0,0,1,replayed_pf_result
19,14,3,21,0.98542165294635,0,0,1,replayed_pf_result
19,14,3,22,0.999279083130673,0,0,1,replayed_pf_result
19,14,3,23,0.991913642920339,0,0,1,replayed_pf_result
19,14,3,24,0.994630891094834,0,0,1,replayed_pf_result
19,14,3,25,1.01663272946007,0,0,1,replayed_pf_result
19,14,3,26,1.01382843258418,0,0,1,replayed_pf_result
19,14,3,27,0.997406229996345,0,0,1,replayed_pf_result
19,14,3,28,1.0176977072441,0,0,1,replayed_pf_result
19,14,3,29,1.01938959294163,0,0,1,replayed_pf_result
19,14,3,30,1,0,0,1,replayed_pf_result
19,14,3,31,1,0,0,1,replayed_pf_result
19,14,3,32,0.9841,0,0,1,replayed_pf_result
19,14,3,33,1,0,0,1,replayed_pf_result
19,14,3,34,1,0,0,1,replayed_pf_result
19,14,3,35,1,0,0,1,replayed_pf_result
19,14,3,36,1,0,0,1,replayed_pf_result
19,14,3,37,1,0,0,1,replayed_pf_result
19,14,3,38,1,0,0,1,replayed_pf_result
19,14,3,39,1,0,0,1,replayed_pf_result
19,15,1,1,1.00503191863515,0,0,1,replayed_pf_result
19,15,1,2,1.01126866225772,0,0,1,replayed_pf_result
19,15,1,3,0.998337171036362,0,0,1,replayed_pf_result
19,15,1,4,0.980071853546216,0,0,1,replayed_pf_result
19,15,1,5,0.992320950183979,0,0,1,replayed_pf_result
19,15,1,6,0.997495092764573,0,0,1,replayed_pf_result
19,15,1,7,0.984756926042877,0,0,1,replayed_pf_result
19,15,1,8,0.98297172116247,0,0,1,replayed_pf_result
19,15,1,9,1.01343896736055,0,0,1,replayed_pf_result
19,15,1,10,1.01892197300281,0,0,1,replayed_pf_result
19,15,1,11,1.00878454209088,0,0,1,replayed_pf_result
19,15,1,12,0.980726713214587,0,0,1,replayed_pf_result
19,15,1,13,0.982751533257348,0,0,1,replayed_pf_result
19,15,1,14,0.9834828632459,0,0,1,replayed_pf_result
19,15,1,15,0.98425812813813,0,0,1,replayed_pf_result
19,15,1,16,0.999947031805162,0,0,1,replayed_pf_result
19,15,1,17,1.00151562859737,0,0,1,replayed_pf_result
19,15,1,18,0.998931675200353,0,0,1,replayed_pf_result
