initial_branch,trial_id,stage_id,candidate_branch,from_bus,to_bus,loading_pu,outage_probability,random_u,trip_selected
1,1,1,3,2,3,1.11378700057911,0.612041502606017,0.167770970289712,1
1,1,2,40,25,26,1.23534810840191,1,0.865074693263921,1
1,1,2,42,26,27,1.3001732065106,1,0.706729635488238,1
1,1,3,14,6,31,1.13463463350224,0.705855850760075,0.554921050936025,1
1,1,4,27,16,19,0.984423171379079,0.0922193741038498,0.0139308013021382,1
1,2,1,3,2,3,1.11378700057911,0.612041502606017,0.230907086463152,1
1,2,2,40,25,26,1.23534810840191,1,0.750286777536657,1
1,2,2,42,26,27,1.3001732065106,1,0.722669668937774,1
1,2,3,14,6,31,1.13463463350224,0.705855850760075,0.351076986678293,1
1,2,4,17,9,39,1.08150560389198,0.466775217513904,0.108073706314171,1
1,6,1,3,2,3,1.11378700057911,0.612041502606017,0.599632809115631,1
1,6,2,40,25,26,1.23534810840191,1,0.307039865502615,1
1,6,2,42,26,27,1.3001732065106,1,0.633418146699896,1
1,6,3,14,6,31,1.13463463350224,0.705855850760075,0.69238495750385,1
1,7,1,3,2,3,1.11378700057911,0.612041502606017,0.536398756943612,1
1,7,2,40,25,26,1.23534810840191,1,0.975291556905513,1
1,7,2,42,26,27,1.3001732065106,1,0.188343396495446,1
1,7,3,10,5,6,0.920965604496061,0.0605223194457825,0.0140497580134751,1
1,7,4,9,4,14,1.21219088334645,1,0.9295344301773,1
1,7,4,12,6,7,1.6327938316238,1,0.00220124039046432,1
1,7,4,14,6,31,1.21238962851345,1,0.113476928474139,1
1,7,4,15,7,8,1.31554065600394,1,0.211572387281337,1
1,7,4,19,10,13,1.55711266282369,1,0.548994227995173,1
1,7,4,23,13,14,1.60765283152138,1,0.719410119258444,1
1,8,1,3,2,3,1.11378700057911,0.612041502606017,0.241879805806805,1
1,8,2,40,25,26,1.23534810840191,1,0.693710039475158,1
1,8,2,42,26,27,1.3001732065106,1,0.2130523779884,1
1,9,1,3,2,3,1.11378700057911,0.612041502606017,0.564927119272967,1
1,9,2,40,25,26,1.23534810840191,1,0.941416383952966,1
1,9,2,42,26,27,1.3001732065106,1,0.154142176939325,1
1,9,3,19,10,13,0.942459665730525,0.0712586030323973,0.0202129759410953,1
1,9,4,8,4,5,1.60062427167543,1,0.0318303040410673,1
1,9,4,10,5,6,1.20833342571226,1,0.686777458327212,1
1,9,4,14,6,31,1.17627809178742,0.893251413043409,0.142847423151137,1
1,9,4,18,10,11,1.2576056895792,1,0.217430221591722,1
1,14,1,3,2,3,1.11378700057911,0.612041502606017,0.601239613065503,1
1,14,2,40,25,26,1.23534810840191,1,0.820342947221183,1
1,14,2,42,26,27,1.3001732065106,1,0.709762512472953,1
1,14,3,20,10,32,0.921100991823972,0.060589945416074,0.0567896093457242,1
1,14,4,14,6,31,1.26378359027922,1,0.18289863372358,1
1,14,4,27,16,19,1.06162689471686,0.37732102622585,0.124688202223521,1
1,15,1,3,2,3,1.11378700057911,0.612041502606017,0.0642806894558638,1
1,15,2,40,25,26,1.23534810840191,1,0.228399050710953,1
1,15,2,42,26,27,1.3001732065106,1,0.329363495693812,1
1,15,3,14,6,31,1.13463463350224,0.705855850760075,0.125017964652677,1
1,15,4,17,9,39,1.08150560389198,0.466775217513904,0.276496493628714,1
1,16,1,3,2,3,1.11378700057911,0.612041502606017,0.306211762132528,1
1,16,2,40,25,26,1.23534810840191,1,0.136797692381686,1
1,16,2,42,26,27,1.3001732065106,1,0.947729731553713,1
1,16,3,14,6,31,1.13463463350224,0.705855850760075,0.34015054622454,1
1,16,3,20,10,32,0.921100991823972,0.060589945416074,0.035457354288845,1
1,17,1,3,2,3,1.11378700057911,0.612041502606017,0.58956406337663,1
