initial_branch,trial_id,stage_id,new_outaged_branches,all_outaged_branches,island_count,disconnected_load_mw,new_slack_bus,converged,load_shed_mw,num_overloaded_lines,max_line_loading_pu,num_voltage_violations,max_voltage_deviation_pu,num_candidate_lines,num_selected_trips
1,1,1,"3","1",1,0,31,1,0,1,1.18985039120529,0,0,45,1
1,1,2,"40,42","1,3",1,0,31,1,0,2,1.36370606451297,0,0,44,2
1,1,3,"14","1,3,40,42",3,852.5,31,1,852.5,1,1.27782642969177,5,0.0207523736187963,35,1
1,1,4,"16,27","1,3,14,40,42",10,9.2,39,1,1400.953,2,1.15714224143696,4,0.0264876445705183,34,2
1,1,5,"","1,3,14,16,27,40,42",12,1699.29,32,1,3573.34105,5,2.32544616412707,18,0.121219686178719,27,0
1,2,1,"3","1",1,0,31,1,0,1,1.18985039120529,0,0,45,1
1,2,2,"40,42","1,3",1,0,31,1,0,2,1.36370606451297,0,0,44,2
1,2,3,"14","1,3,40,42",3,852.5,31,1,852.5,1,1.27782642969177,5,0.0207523736187963,35,1
1,2,4,"16,17","1,3,14,40,42",10,9.2,39,1,1400.953,2,1.15714224143696,4,0.0264876445705183,34,2
1,2,5,"","1,3,14,16,17,40,42",12,1087.29,32,1,2488.243,6,2.15173049724665,13,0.0850663863677105,31,0
1,3,1,"3","1",1,0,31,1,0,1,1.18985039120529,0,0,45,1
1,3,2,"4,40,42","1,3",1,0,31,1,0,2,1.36370606451297,0,0,44,3
1,3,3,"14","1,3,4,40,42",4,852.5,31,1,852.5,1,1.27782642969177,5,0.0207523736187963,35,1
1,3,4,"16,17","1,3,4,14,40,42",10,9.2,39,1,1400.953,2,1.15714224143696,4,0.0264876445705183,34,2
1,3,5,"","1,3,4,14,16,17,40,42",12,1087.29,32,1,2488.243,6,2.15173049724665,13,0.0850663863677105,31,0
1,4,1,"3","1",1,0,31,1,0,1,1.18985039120529,0,0,45,1
1,4,2,"40,42","1,3",1,0,31,1,0,2,1.36370606451297,0,0,44,2
1,4,3,"14,23","1,3,40,42",3,852.5,31,1,852.5,1,1.27782642969177,5,0.0207523736187963,35,2
1,4,4,"8,13,16,17,18","1,3,14,23,40,42",10,9.2,39,1,1400.953,7,1.49241429322521,8,0.0620257844979428,33,5
1,4,5,"","1,3,8,13,14,16,17,18,23,40,42",14,1775.187,35,1,3176.14,7,1.97260251333918,10,0.193603119739675,19,0
