initial_branch,trial_id,stage_id,branch_index,from_bus,to_bus,PF,PT,active_flow_mw,active_limit_mw,P_li_pu,P_li_max_pu,line_overlimit_component,line_severity_component,severity_valid,replay_source
10,2,2,23,13,14,1823.81225548653,-1778.70529319501,1823.81225548653,600,3.03968709247755,1,2.03968709247755,389.237843006535,1,replayed_pf_result
10,4,2,23,13,14,1823.81225548653,-1778.70529319501,1823.81225548653,600,3.03968709247755,1,2.03968709247755,389.237843006535,1,replayed_pf_result
10,5,2,23,13,14,1823.81225548653,-1778.70529319501,1823.81225548653,600,3.03968709247755,1,2.03968709247755,389.237843006535,1,replayed_pf_result
10,7,2,23,13,14,1823.81225548653,-1778.70529319501,1823.81225548653,600,3.03968709247755,1,2.03968709247755,389.237843006535,1,replayed_pf_result
10,8,2,23,13,14,1823.81225548653,-1778.70529319501,1823.81225548653,600,3.03968709247755,1,2.03968709247755,389.237843006535,1,replayed_pf_result
10,14,2,23,13,14,1823.81225548653,-1778.70529319501,1823.81225548653,600,3.03968709247755,1,2.03968709247755,389.237843006535,1,replayed_pf_result
10,16,2,23,13,14,1823.81225548653,-1778.70529319501,1823.81225548653,600,3.03968709247755,1,2.03968709247755,389.237843006535,1,replayed_pf_result
10,17,2,23,13,14,1823.81225548653,-1778.70529319501,1823.81225548653,600,3.03968709247755,1,2.03968709247755,389.237843006535,1,replayed_pf_result
12,1,2,23,13,14,1823.81225548653,-1778.70529319501,1823.81225548653,600,3.03968709247755,1,2.03968709247755,389.237843006535,1,replayed_pf_result
12,5,2,23,13,14,1823.81225548653,-1778.70529319501,1823.81225548653,600,3.03968709247755,1,2.03968709247755,389.237843006535,1,replayed_pf_result
12,7,2,23,13,14,1823.81225548653,-1778.70529319501,1823.81225548653,600,3.03968709247755,1,2.03968709247755,389.237843006535,1,replayed_pf_result
12,9,2,23,13,14,1823.81225548653,-1778.70529319501,1823.81225548653,600,3.03968709247755,1,2.03968709247755,389.237843006535,1,replayed_pf_result
12,14,2,23,13,14,1823.81225548653,-1778.70529319501,1823.81225548653,600,3.03968709247755,1,2.03968709247755,389.237843006535,1,replayed_pf_result
12,16,2,23,13,14,1823.81225548653,-1778.70529319501,1823.81225548653,600,3.03968709247755,1,2.03968709247755,389.237843006535,1,replayed_pf_result
35,2,3,3,2,3,1428.35220112039,-1390.59292458695,1428.35220112039,500,2.85670440224078,1,1.85670440224078,314.418826710378,1,replayed_after_load_shedding
35,3,3,3,2,3,1428.35220112039,-1390.59292458695,1428.35220112039,500,2.85670440224078,1,1.85670440224078,314.418826710378,1,replayed_after_load_shedding
35,4,3,3,2,3,1428.35220112039,-1390.59292458695,1428.35220112039,500,2.85670440224078,1,1.85670440224078,314.418826710378,1,replayed_after_load_shedding
35,9,3,3,2,3,1428.35220112039,-1390.59292458695,1428.35220112039,500,2.85670440224078,1,1.85670440224078,314.418826710378,1,replayed_after_load_shedding
35,10,3,3,2,3,1428.35220112039,-1390.59292458695,1428.35220112039,500,2.85670440224078,1,1.85670440224078,314.418826710378,1,replayed_after_load_shedding
35,11,3,3,2,3,1428.35220112039,-1390.59292458695,1428.35220112039,500,2.85670440224078,1,1.85670440224078,314.418826710378,1,replayed_after_load_shedding
35,12,3,3,2,3,1428.35220112039,-1390.59292458695,1428.35220112039,500,2.85670440224078,1,1.85670440224078,314.418826710378,1,replayed_after_load_shedding
35,13,3,3,2,3,1428.35220112039,-1390.59292458695,1428.35220112039,500,2.85670440224078,1,1.85670440224078,314.418826710378,1,replayed_after_load_shedding
35,14,3,3,2,3,1428.35220112039,-1390.59292458695,1428.35220112039,500,2.85670440224078,1,1.85670440224078,314.418826710378,1,replayed_after_load_shedding
35,19,3,3,2,3,1428.35220112039,-1390.59292458695,1428.35220112039,500,2.85670440224078,1,1.85670440224078,314.418826710378,1,replayed_after_load_shedding
10,2,2,19,10,13,1712.58984027113,-1695.05188726168,1712.58984027113,600,2.85431640045189,1,1.85431640045189,313.530079435407,1,replayed_pf_result
10,4,2,19,10,13,1712.58984027113,-1695.05188726168,1712.58984027113,600,2.85431640045189,1,1.85431640045189,313.530079435407,1,replayed_pf_result
