branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,new_slack_bus,main_island_load_mw,main_island_load_share,main_island_generation_mw,main_island_gen_share,original_slack_island_id,original_slack_island_load_mw,original_slack_island_load_share,original_slack_island_generation_mw,main_island_selection_reason
1,1,2,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
2,1,39,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
3,2,3,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
4,2,25,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
5,2,30,2,1,0,533.306569861993,500.3384,31,6254.23,1,5797.95463934789,0.915766140072343,1,6254.23,1,5797.95463934789,original_slack_island_has_sufficient_load
6,3,4,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
7,3,18,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
8,4,5,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
9,4,14,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
10,5,6,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
11,5,8,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
12,6,7,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
13,6,11,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
14,6,31,2,1,9.2,1178.2094,500.3384,39,6245.03,0.998528995575794,5153.05180920988,0.813906051090406,2,9.2,0.0014710044242057,1178.2094,largest_load_island_selected
15,7,8,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
16,8,9,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
17,9,39,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
18,10,11,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
19,10,13,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
20,10,32,2,1,0,575.230761681738,500.3384,31,6254.23,1,5756.03044752814,0.909144364341663,1,6254.23,1,5756.03044752814,original_slack_island_has_sufficient_load
21,12,11,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
22,12,13,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
23,13,14,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
24,14,15,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
25,15,16,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
26,16,17,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
27,16,19,2,1,680,1131.4163791959,1000.6768,31,5574.23,0.89127358603697,5199.84483001398,0.821296840896398,1,5574.23,0.89127358603697,5199.84483001398,original_slack_island_has_sufficient_load
28,16,21,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
29,16,24,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
30,17,18,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
31,17,27,1,1,0,0,0,31,6254.23,1,6331.26120920988,1,1,6254.23,1,6331.26120920988,original_slack_island_has_sufficient_load
32,19,20,2,1,680,558.549042381755,500.3384,31,5574.23,0.89127358603697,5772.71216682813,0.911779182073668,1,5574.23,0.89127358603697,5772.71216682813,original_slack_island_has_sufficient_load
