initial_branch,sigma,sample_count,initial_branch_weight,SLLR,SLFOR,SNVOR,CRI
10,0.95,20,NaN,0.00172400890036061,0.166318274746258,0.0111963305265853,0.0365373263947851
12,0.95,20,NaN,0.00121865890723067,0.039614449605817,0.00269548736335573,0.00919318273817294
35,0.95,20,NaN,0.00209927680960658,0.0342006366725772,0.000959287893602658,0.00829155099899992
20,0.95,20,NaN,0.00310879669724091,0.0185477311437876,0.0111391033544313,0.00780264491798831
14,0.95,20,NaN,0.00306696106230695,0.0251977361251828,0.000722374237265252,0.00702419870987378
1,0.95,20,NaN,0.00288903142237172,0.0205255612196477,0.00127270169383921,0.00609307143612041
11,0.95,20,NaN,0.00526294440723195,0.0105015812581221,0.00406744823613769,0.00607157254319114
37,0.95,20,NaN,0.00222156290259452,0.0163792117788477,0.00146145645681394,0.00490107138868904
23,0.95,20,NaN,0.00157687529499452,0.0106063913312649,0.00136584856438041,0.00334057315612578
46,0.95,20,NaN,0.000822063479781472,0.0122800569447174,0.00192990079237443,0.00333522963528725
39,0.95,20,NaN,3.68686944261852e-05,0.0152493902787021,0.000868404647128286,0.00324568020182179
32,0.95,20,NaN,0.00506253460638824,0,0,0.00303752076383295
17,0.95,20,NaN,0.00267653696689586,0.00286960516095647,0,0.00217984321232881
2,0.95,20,NaN,0.000412488935925513,0.00665577111990028,7.79078508434567e-05,0.00159422915570405
41,0.95,20,NaN,5.68988045845229e-05,0.00495657868430078,6.80163123108224e-05,0.00103905828207303
33,0.95,20,NaN,0.000162833105134885,0.00098830881929221,0.000109951127044015,0.000317351852348176
18,0.95,20,NaN,0.000108316425620314,0.000847422234556305,0.000394188997333758,0.000313312101750201
34,0.95,20,NaN,0.000107511488610015,0.000785928933560382,5.07609430605031e-05,0.000231844868490186
19,0.95,20,NaN,9.96012000729254e-05,0.000312005927612328,0.000263220237183757,0.000174805953002972
42,0.95,20,NaN,1.52523679587089e-05,0.000631754269024879,1.01946550682252e-05,0.000137541205593846
16,0.95,20,NaN,0.000157234928272062,0.000182842189338995,0,0.000130909394831036
38,0.95,20,NaN,7.08830345278843e-05,0.000394905158753959,9.53862633621443e-06,0.000123418577734765
5,0.95,20,NaN,3.09314263806429e-05,0.000496842879185871,2.03134917627041e-05,0.000121990130018101
28,0.95,20,NaN,0,0.00053152138118127,0,0.000106304276236254
13,0.95,20,NaN,6.72819478469253e-05,0.000242637755697675,5.94566916170943e-05,0.000100788058171109
27,0.95,20,NaN,8.94590593843832e-05,4.11023561359167e-05,2.90725145526389e-07,6.19540518869185e-05
15,0.95,20,NaN,1.27898553843103e-06,0.000272625932317165,3.29679127819814e-06,5.59519360421313e-05
8,0.95,20,NaN,1.68440344638667e-05,0.000218212554768362,1.03036729957334e-05,5.58096662311391e-05
3,0.95,20,NaN,0,0,0,0
4,0.95,20,NaN,0,0,0,0
6,0.95,20,NaN,0,0,0,0
7,0.95,20,NaN,0,0,0,0
9,0.95,20,NaN,0,0,0,0
21,0.95,20,NaN,0,0,0,0
22,0.95,20,NaN,0,0,0,0
24,0.95,20,NaN,0,0,0,0
25,0.95,20,NaN,0,0,0,0
26,0.95,20,NaN,0,0,0,0
29,0.95,20,NaN,0,0,0,0
30,0.95,20,NaN,0,0,0,0
31,0.95,20,NaN,0,0,0,0
36,0.95,20,NaN,0,0,0,0
40,0.95,20,NaN,0,0,0,0
43,0.95,20,NaN,0,0,0,0
44,0.95,20,NaN,0,0,0,0
45,0.95,20,NaN,0,0,0,0
