parameter_set_id,scenario_id,initial_branch,trial_id,stage_id,candidate_branch,line_loading_pu,P_flow,P_HF_D,P_HF_L,P_mis_r,P1,P2,P3,P_L,candidate_probability,selected,random_u,formula_status,parameter_status,calibration_status,note
high_hidden_failure,wind_speed_11_28,1,1,1,2,0.107141961901021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00656119455,0.00656119455,0,0.947077509664361,component_fields_missing_in_existing_trace,diagnostic_not_recomputed,benchmark_calibrated_not_original_paper_or_diagnostic,Existing trace exposes candidate_probability but not P_flow/P_HF_L/P1/P2 components.
high_hidden_failure,wind_speed_11_28,1,1,1,3,1.08619497297673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,0.167770970289712,component_fields_missing_in_existing_trace,diagnostic_not_recomputed,benchmark_calibrated_not_original_paper_or_diagnostic,Existing trace exposes candidate_probability but not P_flow/P_HF_L/P1/P2 components.
high_hidden_failure,wind_speed_11_28,1,1,1,4,0.297907850556406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006425561125,0.006425561125,0,0.21974637570249,component_fields_missing_in_existing_trace,diagnostic_not_recomputed,benchmark_calibrated_not_original_paper_or_diagnostic,Existing trace exposes candidate_probability but not P_flow/P_HF_L/P1/P2 components.
high_hidden_failure,wind_speed_11_28,1,1,1,5,0.452325695805974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006457241925,0.006457241925,0,0.287252781494014,component_fields_missing_in_existing_trace,diagnostic_not_recomputed,benchmark_calibrated_not_original_paper_or_diagnostic,Existing trace exposes candidate_probability but not P_flow/P_HF_L/P1/P2 components.
high_hidden_failure,wind_speed_11_28,1,1,1,6,0.389241741294285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0065275337,0.0065275337,0,0.104141867102996,component_fields_missing_in_existing_trace,diagnostic_not_recomputed,benchmark_calibrated_not_original_paper_or_diagnostic,Existing trace exposes candidate_probability but not P_flow/P_HF_L/P1/P2 components.
high_hidden_failure,wind_speed_11_28,1,1,1,7,0.0835954425896956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00641467085,0.00641467085,0,0.0711452267337908,component_fields_missing_in_existing_trace,diagnostic_not_recomputed,benchmark_calibrated_not_original_paper_or_diagnostic,Existing trace exposes candidate_probability but not P_flow/P_HF_L/P1/P2 components.
high_hidden_failure,wind_speed_11_28,1,1,1,8,0.140699001894697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00601866085,0.00601866085,0,0.501642818670789,component_fields_missing_in_existing_trace,diagnostic_not_recomputed,benchmark_calibrated_not_original_paper_or_diagnostic,Existing trace exposes candidate_probability but not P_flow/P_HF_L/P1/P2 components.
high_hidden_failure,wind_speed_11_28,1,1,1,9,0.510138843600603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0065948554,0.0065948554,0,0.808429241105173,component_fields_missing_in_existing_trace,diagnostic_not_recomputed,benchmark_calibrated_not_original_paper_or_diagnostic,Existing trace exposes candidate_probability but not P_flow/P_HF_L/P1/P2 components.
high_hidden_failure,wind_speed_11_28,1,1,1,10,0.51923566205108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00656119455,0.00656119455,0,0.0643687105025803,component_fields_missing_in_existing_trace,diagnostic_not_recomputed,benchmark_calibrated_not_original_paper_or_diagnostic,Existing trace exposes candidate_probability but not P_flow/P_HF_L/P1/P2 components.
high_hidden_failure,wind_speed_11_28,1,1,1,11,0.603663072264828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006544364125,0.006544364125,0,0.269723873384041,component_fields_missing_in_existing_trace,diagnostic_not_recomputed,benchmark_calibrated_not_original_paper_or_diagnostic,Existing trace exposes candidate_probability but not P_flow/P_HF_L/P1/P2 components.
high_hidden_failure,wind_speed_11_28,1,1,1,12,0.713351540277933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006245376575,0.006245376575,0,0.259281127130561,component_fields_missing_in_existing_trace,diagnostic_not_recomputed,benchmark_calibrated_not_original_paper_or_diagnostic,Existing trace exposes candidate_probability but not P_flow/P_HF_L/P1/P2 components.
high_hidden_failure,wind_speed_11_28,1,1,1,13,0.747792567683895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00648199255,0.00648199255,0,0.462935764514544,component_fields_missing_in_existing_trace,diagnostic_not_recomputed,benchmark_calibrated_not_original_paper_or_diagnostic,Existing trace exposes candidate_probability but not P_flow/P_HF_L/P1/P2 components.
high_hidden_failure,wind_speed_11_28,1,1,1,14,0.543939820516747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006358239425,0.006358239425,0,0.879286300246613,component_fields_missing_in_existing_trace,diagnostic_not_recomputed,benchmark_calibrated_not_original_paper_or_diagnostic,Existing trace exposes candidate_probability but not P_flow/P_HF_L/P1/P2 components.
