reproduction_scenario_id,source_final_table,metric_family,metric_name,confidence_level,reproduction_value_raw,reproduction_value_unit_note,paper_result_status,overall_status,can_use_for_comparison,note
no_renewable_base,final_topology_comparison.csv,basic,CRI,0.95,0.370073350294529,current final_summary raw value; unit alignment with paper 10^-4 pending,valid,success_all_valid,true_for_CRI_only,final_summary contains CRI at sigma=0.95; SLLR/SLFOR/SNVOR are not available in these summary tables
no_renewable_base,final_topology_comparison.csv,weighted,CRI,0.95,0.392365209923748,current final_summary raw value; unit alignment with paper 10^-4 pending,valid,success_all_valid,true_for_CRI_only,final_summary contains CRI at sigma=0.95; SLLR/SLFOR/SNVOR are not available in these summary tables
no_renewable_base,final_topology_comparison.csv,paper_formula,CRI,0.95,0.00125300878784826,current final_summary raw value; unit alignment with paper 10^-4 pending,valid,success_all_valid,true_for_CRI_only,final_summary contains CRI at sigma=0.95; SLLR/SLFOR/SNVOR are not available in these summary tables
distributed_wind_3000mw_base,final_topology_comparison.csv,basic,CRI,0.95,0.606777481661994,current final_summary raw value; unit alignment with paper 10^-4 pending,valid,success_all_valid,true_for_CRI_only,final_summary contains CRI at sigma=0.95; SLLR/SLFOR/SNVOR are not available in these summary tables
distributed_wind_3000mw_base,final_topology_comparison.csv,weighted,CRI,0.95,0.616438348328113,current final_summary raw value; unit alignment with paper 10^-4 pending,valid,success_all_valid,true_for_CRI_only,final_summary contains CRI at sigma=0.95; SLLR/SLFOR/SNVOR are not available in these summary tables
distributed_wind_3000mw_base,final_topology_comparison.csv,paper_formula,CRI,0.95,0.00219600110468604,current final_summary raw value; unit alignment with paper 10^-4 pending,valid,success_all_valid,true_for_CRI_only,final_summary contains CRI at sigma=0.95; SLLR/SLFOR/SNVOR are not available in these summary tables
centralized_wind_40pct,final_topology_comparison.csv,basic,CRI,0.95,0.745854650526823,current final_summary raw value; unit alignment with paper 10^-4 pending,diagnostic_only,success_with_diagnostic_paper,true_for_CRI_only,final_summary contains CRI at sigma=0.95; SLLR/SLFOR/SNVOR are not available in these summary tables
centralized_wind_40pct,final_topology_comparison.csv,weighted,CRI,0.95,0.749573448987336,current final_summary raw value; unit alignment with paper 10^-4 pending,diagnostic_only,success_with_diagnostic_paper,true_for_CRI_only,final_summary contains CRI at sigma=0.95; SLLR/SLFOR/SNVOR are not available in these summary tables
centralized_wind_40pct,final_topology_comparison.csv,paper_formula,CRI,0.95,NaN,current final_summary raw value; unit alignment with paper 10^-4 pending,diagnostic_only,success_with_diagnostic_paper,true_for_CRI_only,final_summary contains CRI at sigma=0.95; SLLR/SLFOR/SNVOR are not available in these summary tables
distributed_wind_penetration_40pct,final_penetration_scan.csv,basic,CRI,0.95,0.588694719554403,current final_summary raw value; unit alignment with paper 10^-4 pending,valid,success_all_valid,true_for_CRI_only,final_summary contains CRI at sigma=0.95; SLLR/SLFOR/SNVOR are not available in these summary tables
distributed_wind_penetration_40pct,final_penetration_scan.csv,weighted,CRI,0.95,0.586825849027037,current final_summary raw value; unit alignment with paper 10^-4 pending,valid,success_all_valid,true_for_CRI_only,final_summary contains CRI at sigma=0.95; SLLR/SLFOR/SNVOR are not available in these summary tables
