initial_branch,trial_id,stage_id,terminated_reason,stage_probability_mode,candidate_count,selected_candidate_count,unselected_candidate_count,selected_probability_product,unselected_probability_product,stage_transition_probability,probability_status,terminal_stage_flag,should_multiply_candidate_complements,missing_reason,selected_branch_ids,random_u_selected,candidate_probability_basis,note
1,1,1,continue,bernoulli_full_event,45,1,44,1,0.935538700449752,0.935538700449752,full_event_available,0,1,,"3","0.16777",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,1,2,continue,bernoulli_full_event,44,3,41,1,0.940073760859413,0.940073760859413,full_event_available,0,1,,"4,40,42","0.84134,0.86507,0.70673",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,1,3,continue,bernoulli_full_event,35,3,32,0.629146034758753,0.00868202135780183,0.00546225931095183,full_event_available,0,1,,"8,14,19","0.18445,0.55492,0.31452",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,1,4,load_loss_threshold,bernoulli_full_event,32,0,32,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,2,1,continue,bernoulli_full_event,45,1,44,1,0.935538700449752,0.935538700449752,full_event_available,0,1,,"3","0.63933",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,2,2,continue,bernoulli_full_event,44,3,41,1,0.940073760859413,0.940073760859413,full_event_available,0,1,,"4,40,42","0.97115,0.92201,0.45724",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,2,3,continue,bernoulli_full_event,35,5,30,0.405550517497763,0.231225880338518,0.0937737754301617,full_event_available,0,1,,"8,10,14,19,20","0.28448,0.79493,0.58236,0.33504,0.55021",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,2,4,load_loss_threshold,bernoulli_full_event,30,0,30,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,3,1,continue,bernoulli_full_event,45,1,44,1,0.935538700449752,0.935538700449752,full_event_available,0,1,,"3","0.84347",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,3,2,continue,bernoulli_full_event,44,3,41,1,0.940073760859413,0.940073760859413,full_event_available,0,1,,"4,40,42","0.69536,0.58399,0.61202",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,3,3,continue,bernoulli_full_event,35,6,29,0.290701563664496,0.816496557437507,0.237356825973761,full_event_available,0,1,,"8,10,14,19,20,23","0.42732,0.83059,0.34143,0.30605,0.22312,0.35658",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,3,4,load_loss_threshold,bernoulli_full_event,19,0,19,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,4,1,continue,bernoulli_full_event,45,1,44,1,0.935538700449752,0.935538700449752,full_event_available,0,1,,"3","0.60817",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,4,2,continue,bernoulli_full_event,44,3,41,1,0.940073760859413,0.940073760859413,full_event_available,0,1,,"4,40,42","0.49993,0.032152,0.61979",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,4,3,continue,bernoulli_full_event,35,5,30,0.461737918072145,0.302445584615572,0.139650594570507,full_event_available,0,1,,"8,10,14,20,23","0.9968,0.27291,0.077461,0.47414,0.141",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,4,4,load_loss_threshold,bernoulli_full_event,19,0,19,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,5,1,continue,bernoulli_full_event,45,1,44,1,0.935538700449752,0.935538700449752,full_event_available,0,1,,"3","0.63342",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,5,2,continue,bernoulli_full_event,44,3,41,1,0.940073760859413,0.940073760859413,full_event_available,0,1,,"4,40,42","0.52712,0.42755,0.6103",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,5,3,continue,bernoulli_full_event,35,6,29,0.290701563664496,0.816496557437507,0.237356825973761,full_event_available,0,1,,"8,10,14,19,20,23","0.26234,0.012836,0.26401,0.091893,0.41696,0.13198",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,5,4,load_loss_threshold,bernoulli_full_event,19,0,19,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,6,1,continue,bernoulli_full_event,45,1,44,1,0.935538700449752,0.935538700449752,full_event_available,0,1,,"3","0.9289",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,6,2,continue,bernoulli_full_event,44,3,41,1,0.940073760859413,0.940073760859413,full_event_available,0,1,,"4,40,42","0.75921,0.21909,0.85218",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,6,3,continue,bernoulli_full_event,35,6,29,0.290701563664496,0.816496557437507,0.237356825973761,full_event_available,0,1,,"8,10,14,19,20,23","0.50915,0.43746,0.67557,0.137,0.034073,0.54622",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,6,4,load_loss_threshold,bernoulli_full_event,19,0,19,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,7,1,continue,bernoulli_full_event,45,1,44,1,0.935538700449752,0.935538700449752,full_event_available,0,1,,"3","0.60317",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,7,2,continue,bernoulli_full_event,44,3,41,1,0.940073760859413,0.940073760859413,full_event_available,0,1,,"4,40,42","0.97382,0.91912,0.14203",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,7,3,continue,bernoulli_full_event,35,5,30,0.461737918072145,0.302445584615572,0.139650594570507,full_event_available,0,1,,"8,10,14,20,23","0.97103,0.63336,0.69314,0.5406,0.42723",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,7,4,load_loss_threshold,bernoulli_full_event,19,0,19,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,8,1,continue,bernoulli_full_event,45,1,44,1,0.935538700449752,0.935538700449752,full_event_available,0,1,,"3","0.078751",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,8,2,continue,bernoulli_full_event,44,3,41,1,0.940073760859413,0.940073760859413,full_event_available,0,1,,"4,40,42","0.48501,0.88234,0.14285",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,8,3,continue,bernoulli_full_event,35,6,29,0.000536595665600482,0.134126645742518,7.19717767469664e-05,full_event_available,0,1,,"8,14,19,20,23,39","0.59867,0.89722,0.5685,0.22411,0.52063,0.00042019",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,8,4,load_loss_threshold,bernoulli_full_event,18,0,18,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,9,1,continue,bernoulli_full_event,45,1,44,1,0.935538700449752,0.935538700449752,full_event_available,0,1,,"3","0.28319",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,9,2,continue,bernoulli_full_event,44,3,41,1,0.940073760859413,0.940073760859413,full_event_available,0,1,,"4,40,42","0.81592,0.25584,0.34727",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,9,3,continue,bernoulli_full_event,35,5,30,0.347736396535429,0.13391967351452,0.0465687446931402,full_event_available,0,1,,"8,14,19,20,23","0.38264,0.061091,0.038221,0.29426,0.018197",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,9,4,load_loss_threshold,bernoulli_full_event,19,0,19,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,10,1,continue,bernoulli_full_event,45,1,44,1,0.935538700449752,0.935538700449752,full_event_available,0,1,,"3","0.60941",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,10,2,continue,bernoulli_full_event,44,3,41,1,0.940073760859413,0.940073760859413,full_event_available,0,1,,"4,40,42","0.10026,0.36016,0.79361",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,10,3,continue,bernoulli_full_event,35,4,31,0.644159079373292,0.0856503875248559,0.0551724747759769,full_event_available,0,1,,"8,10,14,20","0.064545,0.4258,0.73534,0.097867",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
