branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,original_slack_in_main_island,new_slack_bus,pf_converged_before_shedding,pf_converged_after_shedding,corrective_load_shed_mw,load_shed_mw,num_overloaded_lines,max_line_loading_pu,num_voltage_violations,max_voltage_deviation_pu,SLLR,SLFOR,SNVOR,CRI,main_island_load_share,original_slack_island_load_share,main_island_selection_reason
1,1,2,1,1,0,0,0,1,31,1,1,0,0,1,1.12071404942997,0,0,0,0.120714049429969,0,0.0241428098859937,1,1,original_slack_island_has_sufficient_load
2,1,39,1,1,0,0,0,1,31,1,1,0,0,0,0.961953696998435,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
3,2,3,1,1,0,0,0,1,31,1,1,0,0,0,0.802586246169114,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
4,2,25,1,1,0,0,0,1,31,1,1,0,0,0,0.791397245839313,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
5,2,30,2,1,0,430.570636121812,312.7115,1,31,1,1,0,0,0,0.844956391463351,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
6,3,4,1,1,0,0,0,1,31,1,1,0,0,0,0.789211867049599,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
7,3,18,1,1,0,0,0,1,31,1,1,0,0,0,0.790333204996975,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
8,4,5,1,1,0,0,0,1,31,1,1,0,0,0,0.958520177461356,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
9,4,14,1,1,0,0,0,1,31,1,1,0,0,0,0.874803444275688,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
10,5,6,1,1,0,0,0,1,31,1,1,0,0,1,1.10933388455053,0,0,0,0.109333884550525,0,0.021866776910105,1,1,original_slack_island_has_sufficient_load
11,5,8,1,1,0,0,0,1,31,1,1,0,0,1,1.02047775674998,0,0,0,0.0204777567499801,0,0.00409555134999602,1,1,original_slack_island_has_sufficient_load
12,6,7,1,1,0,0,0,1,31,1,1,0,0,1,1.01499356411054,0,0,0,0.014993564110537,0,0.0029987128221074,1,1,original_slack_island_has_sufficient_load
13,6,11,1,1,0,0,0,1,31,1,1,0,0,1,1.00461532221322,0,0,0,0.00461532221321592,0,0.000923064442643185,1,1,original_slack_island_has_sufficient_load
