initial_branch,trial_id,chain_depth,terminated_reason,total_load_shed_mw,total_load_shed_frac,max_line_loading_pu,max_voltage_deviation_pu,num_total_outaged_branches,final_converged,basic_LLR,basic_LFOR,basic_NVOR,basic_CRI
1,1,5,max_depth_reached,2649.14455,0.423576451457653,1.30138760413249,0.039015577813203,6,1,0.423576451457653,0.517854354386029,0.312124622505624,0.420141666252923
1,2,5,max_depth_reached,2482.393,0.396914248436658,2.03821631395574,0.0396558017822065,6,1,0.396914248436658,6.22929788373446,0.396558017822065,1.5633197293733
1,3,1,no_new_outage,0,0,1.12071404942997,0,1,1,0,0.120714049429969,0,0.0241428098859937
1,4,3,no_new_outage,852.5,0.136307746916887,1.30138760413249,0,4,1,0.136307746916887,0.146848796804057,0,0.111154407510943
1,5,5,max_depth_reached,3176.14,0.507838694771379,1.96785517110139,0.192764879730222,10,1,0.507838694771379,6.7749861977097,1.92764879730222,2.04523021586521
1,6,5,max_depth_reached,2649.14455,0.423576451457653,1.30138760413249,0.039015577813203,6,1,0.423576451457653,0.517854354386029,0.312124622505624,0.420141666252923
1,7,1,no_new_outage,0,0,1.12071404942997,0,1,1,0,0.120714049429969,0,0.0241428098859937
1,8,5,max_depth_reached,2488.243,0.397849615380311,2.1131088548752,0.0808645693205094,7,1,0.397849615380311,6.67865312925119,1.05123940116662,1.78468827531175
1,9,1,no_new_outage,0,0,1.12071404942997,0,1,1,0,0.120714049429969,0,0.0241428098859937
1,10,4,no_new_outage,1400.953,0.224000876206983,1.30138760413249,0.0152617143177021,5,1,0.224000876206983,0.176418081205696,0.0305234286354041,0.17578882769241
1,11,1,no_new_outage,0,0,1.12071404942997,0,1,1,0,0.120714049429969,0,0.0241428098859937
1,12,1,no_new_outage,0,0,1.12071404942997,0,1,1,0,0.120714049429969,0,0.0241428098859937
1,13,1,no_new_outage,0,0,1.12071404942997,0,1,1,0,0.120714049429969,0,0.0241428098859937
1,14,1,no_new_outage,0,0,1.12071404942997,0,1,1,0,0.120714049429969,0,0.0241428098859937
1,15,5,max_depth_reached,3860.16,0.617207873711072,1.97822261755521,0.144291744473115,11,1,0.617207873711072,2.70835980604676,0.721458722365576,1.05628842990911
1,16,1,no_new_outage,0,0,1.12071404942997,0,1,1,0,0.120714049429969,0,0.0241428098859937
1,17,5,max_depth_reached,3176.14,0.507838694771379,1.96785517110139,0.192764879730222,10,1,0.507838694771379,6.7749861977097,1.92764879730222,2.04523021586521
1,18,1,no_new_outage,0,0,1.12071404942997,0,1,1,0,0.120714049429969,0,0.0241428098859937
1,19,4,load_loss_threshold,1932.846,0.309046197533509,1.30138760413249,0.021060756463101,6,1,0.309046197533509,0.377092780127112,0.063182269389303,0.273482728423388
1,20,1,no_new_outage,0,0,1.12071404942997,0,1,1,0,0.120714049429969,0,0.0241428098859937
2,1,1,no_new_outage,0,0,0.961953696998435,0,1,1,0,0,0,0
2,2,1,no_new_outage,0,0,0.961953696998435,0,1,1,0,0,0,0
2,3,1,no_new_outage,0,0,0.961953696998435,0,1,1,0,0,0,0
2,4,1,no_new_outage,0,0,0.961953696998435,0,1,1,0,0,0,0
2,5,1,no_new_outage,0,0,0.961953696998435,0,1,1,0,0,0,0
2,6,1,no_new_outage,0,0,0.961953696998435,0,1,1,0,0,0,0
2,7,1,no_new_outage,0,0,0.961953696998435,0,1,1,0,0,0,0
2,8,1,no_new_outage,0,0,0.961953696998435,0,1,1,0,0,0,0
2,9,3,no_new_outage,950.1,0.151913185156286,1.15496090528867,0,3,1,0.151913185156286,0.0623224693833573,0,0.103612404970443
2,10,1,no_new_outage,0,0,0.961953696998435,0,1,1,0,0,0,0
