initial_branch,trial_id,stage_id,new_outaged_branches,all_outaged_branches,island_count,disconnected_load_mw,new_slack_bus,converged,load_shed_mw,num_overloaded_lines,max_line_loading_pu,num_voltage_violations,max_voltage_deviation_pu,num_candidate_lines,num_selected_trips
1,1,1,"3","1",1,0,31,1,0,1,1.11378700057911,0,0,45,1
1,1,2,"40,42","1,3",1,0,31,1,0,2,1.3001732065106,0,0,44,2
1,1,3,"14","1,3,40,42",3,852.5,31,1,852.5,1,1.13463463350224,0,0,35,1
1,1,4,"27","1,3,14,40,42",10,9.2,39,1,1400.953,2,1.08150560389198,2,0.0142331145136021,34,1
1,1,5,"","1,3,14,27,40,42",11,612,39,1,2649.14455,3,1.16533887689793,8,0.0375849796053709,30,0
1,2,1,"3","1",1,0,31,1,0,1,1.11378700057911,0,0,45,1
1,2,2,"40,42","1,3",1,0,31,1,0,2,1.3001732065106,0,0,44,2
1,2,3,"14","1,3,40,42",3,852.5,31,1,852.5,1,1.13463463350224,0,0,35,1
1,2,4,"17","1,3,14,40,42",10,9.2,39,1,1400.953,2,1.08150560389198,2,0.0142331145136021,34,1
1,2,5,"","1,3,14,17,40,42",11,1081.44,32,1,2482.393,6,2.03463053642409,10,0.0393162888172491,32,0
1,3,1,"","1",1,0,31,1,0,1,1.11378700057911,0,0,45,0
1,4,1,"","1",1,0,31,1,0,1,1.11378700057911,0,0,45,0
1,5,1,"","1",1,0,31,1,0,1,1.11378700057911,0,0,45,0
1,6,1,"3","1",1,0,31,1,0,1,1.11378700057911,0,0,45,1
1,6,2,"40,42","1,3",1,0,31,1,0,2,1.3001732065106,0,0,44,2
1,6,3,"14","1,3,40,42",3,852.5,31,1,852.5,1,1.13463463350224,0,0,35,1
1,6,4,"","1,3,14,40,42",10,9.2,39,1,1400.953,2,1.08150560389198,2,0.0142331145136021,34,0
1,7,1,"3","1",1,0,31,1,0,1,1.11378700057911,0,0,45,1
1,7,2,"40,42","1,3",1,0,31,1,0,2,1.3001732065106,0,0,44,2
1,7,3,"10","1,3,40,42",3,852.5,31,1,852.5,1,1.13463463350224,0,0,35,1
1,7,4,"9,12,14,15,19,23","1,3,10,40,42",9,0,31,1,852.5,7,1.6327938316238,10,0.0517829781317954,34,6
1,7,5,"","1,3,9,10,12,14,15,19,23,40,42",12,251.53,39,1,2391.58,2,1.22724715949956,5,0.104321880635934,23,0
1,8,1,"3","1",1,0,31,1,0,1,1.11378700057911,0,0,45,1
1,8,2,"40,42","1,3",1,0,31,1,0,2,1.3001732065106,0,0,44,2
1,8,3,"","1,3,40,42",3,852.5,31,1,852.5,1,1.13463463350224,0,0,35,0
1,9,1,"3","1",1,0,31,1,0,1,1.11378700057911,0,0,45,1
1,9,2,"40,42","1,3",1,0,31,1,0,2,1.3001732065106,0,0,44,2
1,9,3,"19","1,3,40,42",3,852.5,31,1,852.5,1,1.13463463350224,0,0,35,1
1,9,4,"8,10,14,18","1,3,19,40,42",9,0,31,1,852.5,5,1.60062427167543,9,0.0266238711003833,34,4
1,9,5,"","1,3,8,10,14,18,19,40,42",11,9.2,39,1,2479.459,2,1.24908931843773,11,0.140981100975422,29,0
1,10,1,"","1",1,0,31,1,0,1,1.11378700057911,0,0,45,0
1,11,1,"","1",1,0,31,1,0,1,1.11378700057911,0,0,45,0
1,12,1,"","1",1,0,31,1,0,1,1.11378700057911,0,0,45,0
1,13,1,"","1",1,0,31,1,0,1,1.11378700057911,0,0,45,0
1,14,1,"3","1",1,0,31,1,0,1,1.11378700057911,0,0,45,1
1,14,2,"40,42","1,3",1,0,31,1,0,2,1.3001732065106,0,0,44,2
1,14,3,"20","1,3,40,42",3,852.5,31,1,852.5,1,1.13463463350224,0,0,35,1
1,14,4,"14,27","1,3,20,40,42",10,0,31,1,1392.673,2,1.26378359027922,13,0.0561130801106728,34,2
1,14,5,"","1,3,14,20,27,40,42",12,620.28,39,0,3285.3361,NaN,NaN,NaN,NaN,0,0
1,15,1,"3","1",1,0,31,1,0,1,1.11378700057911,0,0,45,1
1,15,2,"40,42","1,3",1,0,31,1,0,2,1.3001732065106,0,0,44,2
1,15,3,"14","1,3,40,42",3,852.5,31,1,852.5,1,1.13463463350224,0,0,35,1
1,15,4,"17","1,3,14,40,42",10,9.2,39,1,1400.953,2,1.08150560389198,2,0.0142331145136021,34,1
1,15,5,"","1,3,14,17,40,42",11,1081.44,32,1,2482.393,6,2.03463053642409,10,0.0393162888172491,32,0
1,16,1,"3","1",1,0,31,1,0,1,1.11378700057911,0,0,45,1
1,16,2,"40,42","1,3",1,0,31,1,0,2,1.3001732065106,0,0,44,2
1,16,3,"14,20","1,3,40,42",3,852.5,31,1,852.5,1,1.13463463350224,0,0,35,2
1,16,4,"","1,3,14,20,40,42",11,9.2,39,1,2479.459,1,1.23801695696563,11,0.0436541634358439,33,0
1,17,1,"3","1",1,0,31,1,0,1,1.11378700057911,0,0,45,1
1,17,2,"40,42","1,3",1,0,31,1,0,2,1.3001732065106,0,0,44,2
1,17,3,"14","1,3,40,42",3,852.5,31,1,852.5,1,1.13463463350224,0,0,35,1
1,17,4,"","1,3,14,40,42",10,9.2,39,1,1400.953,2,1.08150560389198,2,0.0142331145136021,34,0
1,18,1,"","1",1,0,31,1,0,1,1.11378700057911,0,0,45,0
1,19,1,"3","1",1,0,31,1,0,1,1.11378700057911,0,0,45,1
