policy_id,scenario_id,branch_id,from_bus,to_bus,line_loading_pu,P_L,P1,P2,P3,P_flow,P_HF_L,assumption_status,note
designated_generator_redispatch,wind_speed_12_00,1,1,2,1.02340988518803,1,0.998001,0.00396384322459811,0,1,0.00386771093553365,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,2,1,39,0.515798533023762,0.001679836582,0.000580836582,0.001099,0,0.000582,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,3,2,3,0.622395577516405,0.001476244378,0.000377244378,0.001099,0,0.000378,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,4,2,25,0.75065401202004,0.001543110445,0.000444110445,0.001099,0,0.000445,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,5,2,30,0.663878612745333,0.001575046477,0.000476046477,0.001099,0,0.000477,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,6,3,4,0.597050345058053,0.001645904548,0.000546904548,0.001099,0,0.000548,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,7,3,18,0.672046206979279,0.001532132434,0.000433132434,0.001099,0,0.000434,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,8,4,5,0.346955318440562,0.001132932034,3.3932034e-05,0.001099,0,3.4e-05,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,9,4,14,0.728049167704094,0.001713768616,0.000614768616,0.001099,0,0.000616,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,10,5,6,0.336328489794147,0.001679836582,0.000580836582,0.001099,0,0.000582,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,11,5,8,0.573829950711327,0.001662870565,0.000563870565,0.001099,0,0.000565,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,12,6,7,0.639088985052923,0.001361474263,0.000262474263,0.001099,0,0.000263,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,13,6,11,0.808703709292499,0.001599996502,0.000500996502,0.001099,0,0.000502,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,14,6,31,0.359489601907293,0.001475246377,0.000376246377,0.001099,0,0.000377,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,15,7,8,0.363043950428497,0.001121954023,2.2954023e-05,0.001099,0,2.3e-05,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,16,8,9,0.371309541808644,0.001121954023,2.2954023e-05,0.001099,0,2.3e-05,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,17,9,39,0.343960786367872,0.001782630685,0.000683630685,0.001099,0,0.000685,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,18,10,11,0.636156818836053,0.001321554223,0.000222554223,0.001099,0,0.000223,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,19,10,13,0.382835267826473,0.001782630685,0.000683630685,0.001099,0,0.000685,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,20,10,32,0.518787086487659,0.001650894553,0.000551894553,0.001099,0,0.000553,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,21,12,11,0.10508034449152,0.001525146427,0.000426146427,0.001099,0,0.000427,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,22,12,13,0.0959179612355343,0.001512172414,0.000413172414,0.001099,0,0.000414,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,23,13,14,0.354631694001522,0.001532132434,0.000433132434,0.001099,0,0.000434,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,24,14,15,0.803879615617442,0.001475246377,0.000376246377,0.001099,0,0.000377,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,25,15,16,1.3177437200608,1,0.998001,0.0399836821017406,0,1,0.0399236057074481,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,26,16,17,1.45530430557425,1,0.998001,0.05005,0,1,0.05,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,27,16,19,1.81165626925088,1,0.998001,0.05005,0,1,0.05,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,28,16,21,1.13403737862026,1,0.998001,0.0175021593021011,0,1,0.0174195788809821,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,29,16,24,0.47317184631537,0.0016978006,0.0005988006,0.001099,0,0.0006,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,30,17,18,0.812678745646591,0.00174770065,0.00064870065,0.001099,0,0.00065,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,31,17,27,0.649359545544758,0.001679836582,0.000580836582,0.001099,0,0.000582,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,32,19,20,0.143790658890079,0.001612970515,0.000513970515,0.001099,0,0.000515,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,33,19,33,1.12647783434894,1,0.998001,0.0165770411730371,0,1,0.0164935347077448,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,34,20,34,0.949910470340463,0.499218490452696,0.498119490452696,0.001099,0,0.499117225787044,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,35,21,22,1.08124092894762,1,0.998001,0.0110410617822878,0,1,0.0109520137960839,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,36,22,23,0.181270659205863,0.001679836582,0.000580836582,0.001099,0,0.000582,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,37,22,35,1.15252583820845,1,0.998001,0.0197647307653541,0,1,0.0196844151805346,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,38,23,24,1.00199281521157,0.999343875743553,0.998001,0.00134287574355342,0,1,0.00124411986341684,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,39,23,36,0.986657604552694,0.866002014983727,0.864903014983727,0.001099,0,0.866635419186681,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,40,25,26,0.40358595003477,0.00158802049,0.00048902049,0.001099,0,0.00049,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,41,25,37,0.945463819132064,0.455077101711294,0.453978101711294,0.001099,0,0.454887421667206,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,42,26,27,0.33843450182112,0.001700794603,0.000601794603,0.001099,0,0.000603,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,43,26,28,0.237902872396925,0.001575046477,0.000476046477,0.001099,0,0.000477,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,44,26,29,0.185974165320166,0.001123950025,2.4950025e-05,0.001099,0,2.5e-05,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,45,28,29,0.153929245283255,0.001550096452,0.000451096452,0.001099,0,0.000452,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
designated_generator_redispatch,wind_speed_12_00,46,29,38,0.251662783920464,0.001512172414,0.000413172414,0.001099,0,0.000414,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
