branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,original_slack_in_main_island,new_slack_bus,pf_converged_before_shedding,pf_converged_after_shedding,corrective_load_shed_mw,load_shed_mw,num_overloaded_lines,max_line_loading_pu,num_voltage_violations,max_voltage_deviation_pu,SLLR,SLFOR,SNVOR,CRI,main_island_load_share,original_slack_island_load_share,main_island_selection_reason
1,1,2,1,1,0,0,0,1,31,0,0,1876.269,1876.269,NaN,NaN,NaN,NaN,1,1,1,1,1,1,original_slack_island_has_sufficient_load
2,1,39,1,1,0,0,0,1,31,0,0,1876.269,1876.269,NaN,NaN,NaN,NaN,1,1,1,1,1,1,original_slack_island_has_sufficient_load
3,2,3,1,1,0,0,0,1,31,1,1,0,0,11,2.25386481577784,10,0.0965206303133508,0,13.7925129735562,0.965206303133508,2.95154385533795,1,1,original_slack_island_has_sufficient_load
4,2,25,1,1,0,0,0,1,31,1,1,0,0,10,2.42007212601408,3,0.0313310651383001,0,14.2007212601408,0.0939931954149003,2.85894289111115,1,1,original_slack_island_has_sufficient_load
5,2,30,2,1,0,160.461158460749,0,1,31,1,1,0,0,11,1.99257336836382,4,0.0274842895735061,0,10.918307052002,0.109937158294025,2.20564884205921,1,1,original_slack_island_has_sufficient_load
6,3,4,1,1,0,0,0,1,31,1,1,0,0,9,2.12645913542624,2,0.0112046261964905,0,10.1381322188361,0.0224092523929811,2.03210829424582,1,1,original_slack_island_has_sufficient_load
7,3,18,1,1,0,0,0,1,31,1,1,0,0,12,2.00965477914421,2,0.0144643021586957,0,12.1158573497305,0.0289286043173913,2.42895719080958,1,1,original_slack_island_has_sufficient_load
8,4,5,1,1,0,0,0,1,31,1,1,0,0,12,2.25901782916838,2,0.0101405317871577,0,15.1082139500206,0.0202810635743154,3.02569900271899,1,1,original_slack_island_has_sufficient_load
9,4,14,1,1,0,0,0,1,31,1,1,0,0,10,2.0291696960451,1,0.0057549853875557,0,10.291696960451,0.0057549853875557,2.05949038916771,1,1,original_slack_island_has_sufficient_load
10,5,6,1,1,0,0,0,1,31,1,1,0,0,10,2.05049238120343,2,0.0157027334241707,0,10.5049238120343,0.0314054668483414,2.10726585577652,1,1,original_slack_island_has_sufficient_load
11,5,8,1,1,0,0,0,1,31,1,1,0,0,9,2.10759601188444,3,0.0377590472518312,0,9.96836410696,0.113277141755494,2.0163282497431,1,1,original_slack_island_has_sufficient_load
12,6,7,1,1,0,0,0,1,31,1,1,0,0,9,2.07546631757517,3,0.0453120740331894,0,9.67919685817655,0.135936222099568,1.96302661605522,1,1,original_slack_island_has_sufficient_load
13,6,11,1,1,0,0,0,1,31,1,1,0,0,8,2.10182158989305,3,0.0282257677660518,0,8.81457271914442,0.0846773032981554,1.77985000448851,1,1,original_slack_island_has_sufficient_load
14,6,31,2,1,9.2,677.871,0,0,39,0,1,624.503,633.703,7,2.19022637760118,8,0.0832064313584385,0.101323903981785,8.33158464320827,0.665651450867508,1.86024156120423,0.998528995575794,0.0014710044242057,largest_load_island_selected
15,7,8,1,1,0,0,0,1,31,1,1,0,0,9,2.09087195629145,2,0.0267517089258499,0,9.81784760662309,0.0535034178516998,1.97427020489496,1,1,original_slack_island_has_sufficient_load
16,8,9,1,1,0,0,0,1,31,0,0,1876.269,1876.269,NaN,NaN,NaN,NaN,1,1,1,1,1,1,original_slack_island_has_sufficient_load
17,9,39,1,1,0,0,0,1,31,0,0,1876.269,1876.269,NaN,NaN,NaN,NaN,1,1,1,1,1,1,original_slack_island_has_sufficient_load
18,10,11,1,1,0,0,0,1,31,1,1,0,0,9,2.07736054506333,2,0.0239680159090687,0,9.69624490556994,0.0479360318181374,1.94883618747761,1,1,original_slack_island_has_sufficient_load
19,10,13,1,1,0,0,0,1,31,1,1,0,0,8,2.09672017341248,1,0.00876079739676716,0,8.77376138729981,0.00876079739676716,1.75650443693932,1,1,original_slack_island_has_sufficient_load
20,10,32,2,1,0,323.091186036006,0,1,31,1,1,0,0,10,2.11661789873841,11,0.0740646452626853,0,11.1661789873841,0.814711097889538,2.39617801705473,1,1,original_slack_island_has_sufficient_load
21,12,11,1,1,0,0,0,1,31,1,1,0,0,9,2.02901705261556,0,0,0,9.26115347354006,0,1.85223069470801,1,1,original_slack_island_has_sufficient_load
22,12,13,1,1,0,0,0,1,31,1,1,0,0,9,2.03030366644603,1,0.000851855254458744,0,9.27273299801426,0.000851855254458744,1.85471697065374,1,1,original_slack_island_has_sufficient_load
23,13,14,1,1,0,0,0,1,31,1,1,0,0,9,2.13905564203063,2,0.0137388647996075,0,10.2515007782757,0.027477729599215,2.05579570157498,1,1,original_slack_island_has_sufficient_load
24,14,15,1,1,0,0,0,1,31,1,1,0,0,12,2.22677874202011,3,0.0139392749542865,0,14.7213449042413,0.0418178248628595,2.95263254582084,1,1,original_slack_island_has_sufficient_load
25,15,16,1,1,0,0,0,1,31,1,1,0,0,10,2.12977690482691,3,0.0393740137574702,0,11.2977690482691,0.118122041272411,2.2831782179083,1,1,original_slack_island_has_sufficient_load
26,16,17,1,1,0,0,0,1,31,1,1,0,0,10,1.93969781118334,3,0.0235221660065404,0,9.39697811183336,0.0705664980196213,1.8935089219706,1,1,original_slack_island_has_sufficient_load
27,16,19,2,1,680,561.34822076896,0,1,31,1,1,0,680,8,2.00334356648012,1,0.00311119324081122,0.10872641396303,8.02674853184097,0.00311119324081122,1.67120779339417,0.89127358603697,0.89127358603697,original_slack_island_has_sufficient_load
28,16,21,1,1,0,0,0,1,31,1,1,0,0,9,2.02838754721329,1,0.00288039987716859,0,9.2554879249196,0.00288039987716859,1.85167366495935,1,1,original_slack_island_has_sufficient_load
29,16,24,1,1,0,0,0,1,31,1,1,0,0,9,2.0289139990493,1,0.0043397585522128,0,9.26022599144373,0.0043397585522128,1.85291314999919,1,1,original_slack_island_has_sufficient_load
30,17,18,1,1,0,0,0,1,31,1,1,0,0,12,2.01139763631188,1,0.00988343584339835,0,12.1367716357426,0.00988343584339835,2.42933101431719,1,1,original_slack_island_has_sufficient_load
