initial_branch,trial_id,paper_LLR,paper_LFOR,paper_NVOR,paper_CRI,paper_valid_stage_count,paper_invalid_stage_count,paper_lfor_nvor_complete
1,1,0.01314,NaN,NaN,NaN,0,1,0
1,2,0.01314,NaN,NaN,NaN,0,1,0
1,3,0.01314,NaN,NaN,NaN,0,1,0
1,4,0.01314,NaN,NaN,NaN,0,1,0
1,5,0.01314,NaN,NaN,NaN,0,1,0
2,1,0.01746,NaN,NaN,NaN,0,1,0
2,2,0.01746,NaN,NaN,NaN,0,1,0
2,3,0.01746,NaN,NaN,NaN,0,1,0
2,4,0.01746,NaN,NaN,NaN,0,1,0
2,5,0.01746,NaN,NaN,NaN,0,1,0
3,1,0.000881677370432332,0.00657518226544018,0.00042337780945917,0.00192871843723927,1,1,1
3,2,0,0.0115434807589794,0.000743287927234913,0.00245735373724287,2,0,1
3,3,0,0.000166658913936093,1.07312136851288e-05,3.54780255242444e-05,2,0,1
3,4,0.000310464969351502,0.00231531831141298,0.000149083988141142,0.000679159441521726,1,1,1
3,5,0,0.0327818812617481,0.00211083442530553,0.00697854313741072,2,0,1
4,1,0,0.0323956602653509,0.000306639364843274,0.00654045992603883,2,0,1
4,2,0,0.00765097907771227,7.24199274100968e-05,0.00154467980102447,2,0,1
4,3,0,0.0961144605294482,0.000909766212128311,0.0194048453483153,2,0,1
4,4,0,0.0190206916013829,0.000180039324519218,0.00384014618518042,2,0,1
4,5,0,0.0103435327566745,9.7906148192776e-05,0.00208828778097346,2,0,1
5,1,0,0.0300115943081621,0.00059852484348387,0.00612202383032919,2,0,1
5,2,0,0.0343268804926384,0.000684585116111551,0.00700229312174999,2,0,1
5,3,0.000182898251375641,0.000721586625966849,1.43906890761016e-05,0.000256934413833975,1,1,1
5,4,0,0.0300115943081621,0.00059852484348387,0.00612202383032919,2,0,1
5,5,0,0.0300115943081621,0.00059852484348387,0.00612202383032919,2,0,1
6,1,0,0.0226566972986387,8.13323364970083e-05,0.00454760592702714,2,0,1
6,2,0,0.0012872256667044,4.62084432218981e-06,0.000258369302205317,2,0,1
6,3,0,0.000955547077734599,3.43019441186218e-06,0.000191795454429292,2,0,1
6,4,0,0.0226566972986387,8.13323364970083e-05,0.00454760592702714,2,0,1
6,5,0,0.00436968896146004,1.56861791600175e-05,0.000877075028124011,2,0,1
7,1,0,0.00686839557319452,2.99169818069412e-05,0.00137966251100029,2,0,1
7,2,0,0.000286089576248789,1.24613333005946e-06,5.74671419157697e-05,2,0,1
7,3,0,0.00772975168813015,3.36688296650344e-05,0.00155268410355904,2,0,1
7,4,0,0.00772975168813015,3.36688296650344e-05,0.00155268410355904,2,0,1
7,5,0,0.0141112426537758,6.14649790111015e-05,0.00283454152655738,2,0,1
8,1,0,0.00231969469179403,3.30635243294238e-06,0.000464600208845395,2,0,1
8,2,0,0.00367899200881444,5.24381256815811e-06,0.00073684716427652,2,0,1
8,3,0,0.00367899200881444,5.24381256815811e-06,0.00073684716427652,2,0,1
8,4,0.000103421400791658,0.00101006175088443,1.43968089390072e-06,0.000264353126830661,1,1,1
8,5,6.52097296921341e-05,0.000636868706509055,9.07754112935673e-07,0.000166681129939679,1,1,1
9,1,0,0.016364312531348,2.73004401041122e-05,0.00327832259429042,2,0,1
9,2,0,0.016364312531348,2.73004401041122e-05,0.00327832259429042,2,0,1
9,3,0,0.000613142435905105,1.02290018689456e-06,0.0001228330672184,2,0,1
9,4,0,0.016364312531348,2.73004401041122e-05,0.00327832259429042,2,0,1
9,5,0,0.00116565300129819,1.94464875216474e-06,0.00023351953001007,2,0,1
10,1,0,0.0214086961994089,0.000101656708041641,0.00430207058149011,2,0,1
10,2,0.00045106938844684,0.00229737668291453,1.09088264199463e-05,0.000732298734935,1,1,1
10,3,0,0.0296245913539263,0.000140668932197849,0.00595305205722484,2,0,1
10,4,0,0.0020559582006185,9.76247878896346e-06,0.000413144135881492,2,0,1
10,5,0.00388116021071136,0.0197674397756095,9.38633924869903e-05,0.00630095676004612,1,1,1
11,1,0,0.010815930396348,0.000178415841433654,0.00219886924755633,2,0,1
11,2,0,0.0177419662951744,0.000292665330604371,0.00360692632515574,2,0,1
11,3,0,0.00835737079308419,0.000137860293805572,0.00169904621737795,2,0,1
11,4,0,0.00929799331166707,0.000153376477062546,0.00189027395774592,2,0,1
11,5,0,0.0159471174001726,0.000263058124925965,0.00324203510501972,2,0,1
12,1,0,0.0130099335665049,0.000344040518180223,0.00267079481693702,2,0,1
12,2,0.000115289628462225,0.000556677563891398,1.47210311691048e-05,0.000183453496089435,1,1,1
12,3,0,0.0130099335665049,0.000344040518180223,0.00267079481693702,2,0,1
12,4,0,0.00416352523832242,0.000110102128740824,0.000854725473412649,2,0,1
12,5,0,0.0130099335665049,0.000344040518180223,0.00267079481693702,2,0,1
13,1,0,0.00653780208991775,7.46466035765107e-05,0.00132248973869885,2,0,1
13,2,0,0.0617603857349672,0.000705160995589036,0.0124931093461112,2,0,1
13,3,0,0.0617603857349672,0.000705160995589036,0.0124931093461112,2,0,1
13,4,0,0.0617603857349672,0.000705160995589036,0.0124931093461112,2,0,1
13,5,0,0.0617603857349672,0.000705160995589036,0.0124931093461112,2,0,1
14,1,0.00142152526637212,0.0346934040183457,0.00256485675662931,0.00830456731481828,2,0,1
14,2,0.001198891806116,0.0292598652924531,0.00216315940499027,0.00700394002315827,2,0,1
14,3,0.001198891806116,0.0292598652924531,0.00216315940499027,0.00700394002315827,2,0,1
14,4,0.00142152526637212,0.0346934040183457,0.00256485675662931,0.00830456731481828,2,0,1
14,5,0.000168144495944856,0.00070006900459615,5.17555647060662e-05,0.000251251611427357,1,1,1
15,1,0,0.000289296463295971,2.15313536826984e-06,5.82899197328481e-05,2,0,1
15,2,0,0.000556727193734699,4.14353150968677e-06,0.000112174145048877,2,0,1
15,3,0,0.000649121195424413,4.83118869908898e-06,0.0001307904768247,2,0,1
15,4,0,0.000649121195424413,4.83118869908898e-06,0.0001307904768247,2,0,1
15,5,0,0.0012585410065322,9.36689347221671e-06,0.000253581580000884,2,0,1
16,1,0.00069,NaN,NaN,NaN,0,1,0
16,2,0.00069,NaN,NaN,NaN,0,1,0
16,3,0.00069,NaN,NaN,NaN,0,1,0
16,4,0.00069,NaN,NaN,NaN,0,1,0
16,5,0.00069,NaN,NaN,NaN,0,1,0
17,1,0.02055,NaN,NaN,NaN,0,1,0
17,2,0.02055,NaN,NaN,NaN,0,1,0
17,3,0.02055,NaN,NaN,NaN,0,1,0
17,4,0.02055,NaN,NaN,NaN,0,1,0
17,5,0.02055,NaN,NaN,NaN,0,1,0
18,1,0.00382303920113165,0.0199272645443639,0.000202729389458954,0.00631982230744357,1,1,1
18,2,0.00375091004782908,0.0195512975077728,0.000198904500818813,0.00620058643041578,1,1,1
18,3,0.00375091004782908,0.0195512975077728,0.000198904500818813,0.00620058643041578,1,1,1
18,4,0.00382303920113165,0.0199272645443639,0.000202729389458954,0.00631982230744357,1,1,1
18,5,0,0.00522127870691899,5.31185121817486e-05,0.00105487944382015,2,0,1
19,1,0.00963007776365455,0.0595013208895226,0.000113312615935124,0.0177009733592843,1,1,1
19,2,0.0160969286389553,0.099458025136315,0.000189405022198786,0.0295876432150759,1,1,1
19,3,0.0160969286389553,0.099458025136315,0.000189405022198786,0.0295876432150759,1,1,1
