initial_branch,trial_id,stage_id,new_outaged_branches,all_outaged_branches,island_count,disconnected_load_mw,new_slack_bus,converged,load_shed_mw,num_overloaded_lines,max_line_loading_pu,num_voltage_violations,max_voltage_deviation_pu,num_candidate_lines,num_selected_trips
1,1,1,"","1",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
1,2,1,"","1",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
1,3,1,"","1",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
1,4,1,"","1",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
1,5,1,"","1",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
1,6,1,"","1",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
1,7,1,"","1",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
1,8,1,"","1",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
1,9,1,"","1",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
1,10,1,"","1",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
1,11,1,"","1",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
1,12,1,"","1",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
1,13,1,"","1",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
1,14,1,"","1",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
1,15,1,"","1",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
1,16,1,"","1",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
1,17,1,"","1",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
1,18,1,"","1",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
1,19,1,"","1",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
1,20,1,"","1",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
2,1,1,"","2",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
2,2,1,"","2",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
2,3,1,"","2",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
2,4,1,"","2",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
2,5,1,"","2",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
2,6,1,"","2",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
2,7,1,"","2",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
2,8,1,"","2",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
2,9,1,"","2",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
2,10,1,"","2",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
2,11,1,"","2",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
2,12,1,"","2",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
2,13,1,"","2",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
2,14,1,"","2",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
2,15,1,"","2",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
2,16,1,"","2",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
2,17,1,"","2",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
2,18,1,"","2",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
2,19,1,"","2",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
2,20,1,"","2",1,0,31,0,1876.269,NaN,NaN,NaN,NaN,0,0
3,1,1,"1,2,4,8,16,17,24,40,42","3",1,0,31,1,0,11,2.25386481577784,10,0.0965206303133508,45,9
3,1,2,"","1,2,3,4,8,16,17,24,40,42",7,2060.6,31,0,3318.689,NaN,NaN,NaN,NaN,0,0
3,2,1,"1,4,8,16,17,40,42","3",1,0,31,1,0,11,2.25386481577784,10,0.0965206303133508,45,7
3,2,2,"","1,3,4,8,16,17,40,42",6,2060.6,31,1,3109.0075,8,2.51482268531131,11,0.0618428189535943,31,0
3,3,1,"1,4,8,16,17,24,26,40,42","3",1,0,31,1,0,11,2.25386481577784,10,0.0965206303133508,45,9
3,3,2,"","1,3,4,8,16,17,24,26,40,42",7,4095.13,35,1,4095.13,3,1.55709277765519,0,0,12,0
3,4,1,"1,4,8,16,17,24,40,42","3",1,0,31,1,0,11,2.25386481577784,10,0.0965206303133508,45,8
3,4,2,"","1,3,4,8,16,17,24,40,42",6,2060.6,31,0,3318.689,NaN,NaN,NaN,NaN,0,0
3,5,1,"1,2,4,8,16,17,40,42","3",1,0,31,1,0,11,2.25386481577784,10,0.0965206303133508,45,8
3,5,2,"","1,2,3,4,8,16,17,40,42",7,2060.6,31,1,3109.0075,8,2.51482268531131,11,0.0618428189535943,31,0
3,6,1,"1,2,4,8,16,17,23,40,42","3",1,0,31,1,0,11,2.25386481577784,10,0.0965206303133508,45,9
3,6,2,"","1,2,3,4,8,16,17,23,40,42",8,2834.13,35,1,3347.145,8,2.92897732491709,10,0.171863272401365,19,0
3,7,1,"1,2,4,8,16,17,40,42","3",1,0,31,1,0,11,2.25386481577784,10,0.0965206303133508,45,8
3,7,2,"","1,2,3,4,8,16,17,40,42",7,2060.6,31,1,3109.0075,8,2.51482268531131,11,0.0618428189535943,31,0
3,8,1,"1,2,4,8,16,17,40,42","3",1,0,31,1,0,11,2.25386481577784,10,0.0965206303133508,45,8
3,8,2,"","1,2,3,4,8,16,17,40,42",7,2060.6,31,1,3109.0075,8,2.51482268531131,11,0.0618428189535943,31,0
3,9,1,"1,2,4,8,16,17,23,31,40,42","3",1,0,31,1,0,11,2.25386481577784,10,0.0965206303133508,45,10
