branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,new_slack_bus,main_island_load_mw,main_island_load_share,main_island_generation_mw,main_island_gen_share,original_slack_island_id,original_slack_island_load_mw,original_slack_island_load_share,original_slack_island_generation_mw,main_island_selection_reason
1,1,2,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
2,1,39,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
3,2,3,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
4,2,25,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
5,2,30,2,1,0,160.461158460749,0,31,6254.23,1,6332.42560418196,0.975286622988102,1,6254.23,1,6332.42560418196,original_slack_island_has_sufficient_load
6,3,4,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
7,3,18,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
8,4,5,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
9,4,14,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
10,5,6,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
11,5,8,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
12,6,7,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
13,6,11,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
14,6,31,2,1,9.2,677.871,0,39,6245.03,0.998528995575794,5815.01576264271,0.895597902014836,2,9.2,0.0014710044242057,677.871,largest_load_island_selected
15,7,8,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
16,8,9,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
17,9,39,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
18,10,11,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
19,10,13,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
20,10,32,2,1,0,323.091186036006,0,31,6254.23,1,6169.7955766067,0.950239208252493,1,6254.23,1,6169.7955766067,original_slack_island_has_sufficient_load
21,12,11,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
22,12,13,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
23,13,14,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
24,14,15,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
25,15,16,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
26,16,17,1,1,0,0,0,31,6254.23,1,6492.88676264271,1,1,6254.23,1,6492.88676264271,original_slack_island_has_sufficient_load
27,16,19,2,1,680,561.34822076896,0,31,5574.23,0.89127358603697,5931.53854187375,0.913544122777758,1,5574.23,0.89127358603697,5931.53854187375,original_slack_island_has_sufficient_load
