initial_branch,trial_id,stage_id,candidate_branch,loading_pu,candidate_probability,prob_model,engineering_probability,paper_formula_probability,paper_formula_status,paper_formula_missing_parameters,paper_formula_used_fallback,random_u,selected
1,1,1,2,0.107141961901021,0.00069187360582,paper_formula,0.0001,0.00069187360582,computed_full_formula_3_1_to_3_6,,0,0.947077509664361,0
1,1,1,3,1.40813524304126,1,paper_formula,1,1,computed_full_formula_3_1_to_3_6,,0,0.167770970289712,1
1,1,1,4,0.200873099607466,0.00055490100445,paper_formula,0.0001,0.00055490100445,computed_full_formula_3_1_to_3_6,,0,0.21974637570249,0
1,1,1,5,0.684101353097121,0.00058689460477,paper_formula,0.0001,0.00058689460477,computed_full_formula_3_1_to_3_6,,0,0.287252781494014,0
1,1,1,6,0.654440779833658,0.00065788040548,paper_formula,0.0001,0.00065788040548,computed_full_formula_3_1_to_3_6,,0,0.104141867102996,0
1,1,1,7,0.130392988138803,0.00054390320434,paper_formula,0.0001,0.00054390320434,computed_full_formula_3_1_to_3_6,,0,0.0711452267337908,0
1,1,1,8,0.118199883782838,0.00014398320034,paper_formula,0.0001,0.00014398320034,computed_full_formula_3_1_to_3_6,,0,0.501642818670789,0
1,1,1,9,0.524181084624218,0.00072586680616,paper_formula,0.0001,0.00072586680616,computed_full_formula_3_1_to_3_6,,0,0.808429241105173,0
1,1,1,10,0.511620338579253,0.00069187360582,paper_formula,0.0001,0.00069187360582,computed_full_formula_3_1_to_3_6,,0,0.0643687105025803,0
1,1,1,11,0.746290035038168,0.00067487700565,paper_formula,0.0001,0.00067487700565,computed_full_formula_3_1_to_3_6,,0,0.269723873384041,0
1,1,1,12,0.828755869269158,0.00037293740263,paper_formula,0.0144635566999443,0.00037293740263,computed_full_formula_3_1_to_3_6,,0,0.259281127130561,0
1,1,1,13,0.894515442830553,0.00061188960502,paper_formula,0.047310463693861,0.00061188960502,computed_full_formula_3_1_to_3_6,,0,0.462935764514544,0
1,1,1,14,0.567582920602046,0.00048691460377,paper_formula,0.0001,0.00048691460377,computed_full_formula_3_1_to_3_6,,0,0.879286300246613,0
1,1,1,15,0.545186447206612,0.00013298540023,paper_formula,0.0001,0.00013298540023,computed_full_formula_3_1_to_3_6,,0,0.816301472305733,0
1,1,1,16,0.706434624714946,0.00013298540023,paper_formula,0.0001,0.00013298540023,computed_full_formula_3_1_to_3_6,,0,0.206821647288256,0
1,1,1,17,0.682960596118715,0.00079485300685,paper_formula,0.0001,0.00079485300685,computed_full_formula_3_1_to_3_6,,0,0.207799682383354,0
1,1,1,18,0.730586507900412,0.00033294540223,paper_formula,0.0001,0.00033294540223,computed_full_formula_3_1_to_3_6,,0,0.711922651806709,0
1,1,1,19,0.375819426269327,0.00079485300685,paper_formula,0.0001,0.00079485300685,computed_full_formula_3_1_to_3_6,,0,0.28443379458984,0
1,1,1,20,0.785699214430089,0.00066287940553,paper_formula,0.0001,0.00066287940553,computed_full_formula_3_1_to_3_6,,0,0.696500198808592,0
1,1,1,21,0.0848905238090256,0.00053690460427,paper_formula,0.0001,0.00053690460427,computed_full_formula_3_1_to_3_6,,0,0.503733882592069,0
1,1,1,22,0.100112023354383,0.00052390720414,paper_formula,0.0001,0.00052390720414,computed_full_formula_3_1_to_3_6,,0,0.655614841147796,0
1,1,1,23,0.326230802594637,0.00054390320434,paper_formula,0.0001,0.00054390320434,computed_full_formula_3_1_to_3_6,,0,0.623374882083086,0
1,1,1,24,0.12716861934495,0.00048691460377,paper_formula,0.0001,0.00048691460377,computed_full_formula_3_1_to_3_6,,0,0.155317707442154,0
1,1,1,25,0.682461309502345,0.00057789640468,paper_formula,0.0001,0.00057789640468,computed_full_formula_3_1_to_3_6,,0,0.52894515397785,0
1,1,1,26,0.251955999432333,0.00041592880306,paper_formula,0.0001,0.00041592880306,computed_full_formula_3_1_to_3_6,,0,0.246451107974866,0
1,1,1,27,0.902538032944394,0.025495962304176,paper_formula,0.0513177474557249,0.025495962304176,computed_full_formula_3_1_to_3_6,,0,0.116488994240136,0
1,1,1,28,0.546959989095732,0.00058289540473,paper_formula,0.0001,0.00058289540473,computed_full_formula_3_1_to_3_6,,0,0.651304258664072,0
1,1,1,29,0.117030215106567,0.000709870006,paper_formula,0.0001,0.000709870006,computed_full_formula_3_1_to_3_6,,0,0.89726864228207,0
1,1,1,30,0.196595018028205,0.0007598600065,paper_formula,0.0001,0.0007598600065,computed_full_formula_3_1_to_3_6,,0,0.224642804451432,0
1,1,1,31,0.100532401416929,0.00069187360582,paper_formula,0.0001,0.00069187360582,computed_full_formula_3_1_to_3_6,,0,0.27873012227652,0
1,1,1,32,0.0930666643546107,0.00062488700515,paper_formula,0.0001,0.00062488700515,computed_full_formula_3_1_to_3_6,,0,0.344351526922499,0
1,1,1,33,0.711978714468127,0.00013498500025,paper_formula,0.0001,0.00013498500025,computed_full_formula_3_1_to_3_6,,0,0.846418109204633,0
1,1,1,34,0.695959589370935,0.00013498500025,paper_formula,0.0001,0.00013498500025,computed_full_formula_3_1_to_3_6,,0,0.637035251917216,0
1,1,1,35,0.666000778044396,0.00062388720514,paper_formula,0.0001,0.00062388720514,computed_full_formula_3_1_to_3_6,,0,0.807883947108997,0
1,1,1,36,0.145141321457525,0.00069187360582,paper_formula,0.0001,0.00069187360582,computed_full_formula_3_1_to_3_6,,0,0.725160674369531,0
1,1,1,37,0.699089891511823,0.00061188960502,paper_formula,0.0001,0.00061188960502,computed_full_formula_3_1_to_3_6,,0,0.29893111856515,0
