initial_branch,trial_id,stage_id,terminated_reason,stage_probability_mode,candidate_count,selected_candidate_count,unselected_candidate_count,selected_probability_product,unselected_probability_product,stage_transition_probability,probability_status,terminal_stage_flag,should_multiply_candidate_complements,missing_reason,selected_branch_ids,random_u_selected,candidate_probability_basis,note
1,1,1,continue,bernoulli_full_event,45,1,44,1,0.952361642578537,0.952361642578537,full_event_available,0,1,,"3","0.16777",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,1,2,continue,bernoulli_full_event,44,6,38,0.698599582012386,0.747649577411612,0.522307682271489,full_event_available,0,1,,"4,27,30,31,40,42","0.84134,0.27314,0.6967,0.55205,0.86507,0.70673",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,1,3,load_loss_threshold,bernoulli_full_event,29,0,29,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,2,1,continue,bernoulli_full_event,45,1,44,1,0.952361642578537,0.952361642578537,full_event_available,0,1,,"3","0.93983",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,2,2,continue,bernoulli_full_event,44,6,38,0.237970230628115,0.295712719105271,0.0703708239651483,full_event_available,0,1,,"4,13,30,31,40,42","0.82327,0.013527,0.90109,0.93675,0.14321,0.97115",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,2,3,continue,bernoulli_full_event,32,7,25,0.452587056165635,0.987774940597524,0.447054152519219,full_event_available,0,1,,"6,9,14,19,23,25,27","0.62647,0.69676,0.93435,0.21985,0.18892,0.37659,0.39695",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,2,4,load_loss_threshold,bernoulli_full_event,0,0,0,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,3,1,continue,bernoulli_full_event,45,1,44,1,0.952361642578537,0.952361642578537,full_event_available,0,1,,"3","0.45724",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,3,2,continue,bernoulli_full_event,44,7,37,0.166245903648192,0.981129094245063,0.163108692868303,full_event_available,0,1,,"4,13,27,30,31,40,42","0.50023,0.05718,0.68635,0.84347,0.58433,0.74591,0.10807",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,3,3,load_loss_threshold,bernoulli_full_event,28,0,28,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,4,1,continue,bernoulli_full_event,45,1,44,1,0.952361642578537,0.952361642578537,full_event_available,0,1,,"3","0.86934",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,4,2,continue,bernoulli_full_event,44,6,38,0.698599582012386,0.747649577411612,0.522307682271489,full_event_available,0,1,,"4,27,30,31,40,42","0.42732,0.38653,0.69126,0.37318,0.50411,0.38354",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,4,3,load_loss_threshold,bernoulli_full_event,29,0,29,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,5,1,continue,bernoulli_full_event,45,1,44,1,0.952361642578537,0.952361642578537,full_event_available,0,1,,"3","0.51732",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,5,2,continue,bernoulli_full_event,44,7,37,0.166245903648192,0.981129094245063,0.163108692868303,full_event_available,0,1,,"4,13,27,30,31,40,42","0.2308,0.18314,0.40717,0.19208,0.27291,0.82384,0.4048",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,5,3,load_loss_threshold,bernoulli_full_event,28,0,28,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,6,1,continue,bernoulli_full_event,45,1,44,1,0.952361642578537,0.952361642578537,full_event_available,0,1,,"3","0.99656",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,6,2,continue,bernoulli_full_event,44,5,39,1,0.225341895140123,0.225341895140123,full_event_available,0,1,,"4,30,31,40,42","0.54503,0.59231,0.64104,0.33935,0.9078",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,6,3,continue,bernoulli_full_event,33,4,29,0.759173467844701,0.244032302850043,0.185262849620796,full_event_available,0,1,,"6,9,14,25","0.67779,0.072538,0.17774,0.41696",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,6,4,load_loss_threshold,bernoulli_full_event,16,0,16,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,7,1,continue,bernoulli_full_event,45,1,44,1,0.952361642578537,0.952361642578537,full_event_available,0,1,,"3","0.26688",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,7,2,continue,bernoulli_full_event,44,6,38,0.698599582012386,0.747649577411612,0.522307682271489,full_event_available,0,1,,"4,27,30,31,40,42","0.23399,0.56539,0.0022012,0.78287,0.45324,0.3803",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,7,3,load_loss_threshold,bernoulli_full_event,29,0,29,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,8,1,continue,bernoulli_full_event,45,1,44,1,0.952361642578537,0.952361642578537,full_event_available,0,1,,"3","0.75199",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,8,2,continue,bernoulli_full_event,44,7,37,0.166245903648192,0.981129094245063,0.163108692868303,full_event_available,0,1,,"4,13,27,30,31,40,42","0.17179,0.17114,0.43141,0.87883,0.44138,0.88751,0.34509",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,8,3,load_loss_threshold,bernoulli_full_event,28,0,28,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,9,1,continue,bernoulli_full_event,45,1,44,1,0.952361642578537,0.952361642578537,full_event_available,0,1,,"3","0.5518",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,9,2,continue,bernoulli_full_event,44,5,39,1,0.225341895140123,0.225341895140123,full_event_available,0,1,,"4,30,31,40,42","0.89674,0.16809,0.47886,0.22834,0.78673",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,9,3,continue,bernoulli_full_event,33,4,29,0.759173467844701,0.244032302850043,0.185262849620796,full_event_available,0,1,,"6,9,14,25","0.62997,0.70562,0.36163,0.29033",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,9,4,load_loss_threshold,bernoulli_full_event,16,0,16,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,10,1,continue,bernoulli_full_event,45,1,44,1,0.952361642578537,0.952361642578537,full_event_available,0,1,,"3","0.03183",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,10,2,continue,bernoulli_full_event,44,6,38,0.698599582012386,0.747649577411612,0.522307682271489,full_event_available,0,1,,"4,27,30,31,40,42","0.00042019,0.30984,0.184,0.52761,0.50001,0.88577",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,10,3,load_loss_threshold,bernoulli_full_event,29,0,29,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
2,1,1,continue,bernoulli_full_event,45,1,44,1,0.977300834658533,0.977300834658533,full_event_available,0,1,,"3","0.066979",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
2,1,2,continue,bernoulli_full_event,44,4,40,0.449819646084431,0.509277924882646,0.229083215929325,full_event_available,0,1,,"4,30,40,42","0.21591,0.2243,0.7005,0.42991",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
2,1,3,continue,bernoulli_full_event,33,5,28,0.211594231940966,0.0857359753286805,0.0181412378493817,full_event_available,0,1,,"6,8,10,14,27","0.45955,0.60941,0.34582,0.54677,0.59665",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
2,1,4,load_loss_threshold,bernoulli_full_event,24,0,24,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
2,2,1,continue,bernoulli_full_event,45,1,44,1,0.977300834658533,0.977300834658533,full_event_available,0,1,,"3","0.86461",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
2,2,2,continue,bernoulli_full_event,44,4,40,0.449819646084431,0.509277924882646,0.229083215929325,full_event_available,0,1,,"4,30,40,42","0.9999,0.41074,0.38592,0.25115",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
2,2,3,continue,bernoulli_full_event,33,6,27,0.1251992085351,0.282898225057235,0.0354186338731506,full_event_available,0,1,,"6,9,10,14,20,27","0.27538,0.15862,0.15204,0.70706,0.44866,0.1829",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
2,2,4,load_loss_threshold,bernoulli_full_event,0,0,0,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
2,3,1,continue,bernoulli_full_event,45,1,44,1,0.977300834658533,0.977300834658533,full_event_available,0,1,,"3","0.62729",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
2,3,2,continue,bernoulli_full_event,44,4,40,0.449819646084431,0.509277924882646,0.229083215929325,full_event_available,0,1,,"4,30,40,42","0.17012,0.13548,0.69241,0.97859",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
2,3,3,continue,bernoulli_full_event,33,6,27,0.167674705825907,0.461200549891798,0.077331666529854,full_event_available,0,1,,"6,8,9,14,20,27","0.22082,0.26872,0.44846,0.32936,0.58731,0.32612",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
