initial_branch,trial_id,stage_id,pf_converged,severity_valid,invalid_reason,replay_source,stage_load_shed_mw,base_load_mw,stage_cumulative_probability,max_P_li_pu_if_available,min_voltage_pu_if_available,max_voltage_pu_if_available
1,5,4,0,0,nonconverged_power_flow,invalid_nonconverged,3450.27465,6254.23,3.73697208747788e-07,0.995361449474821,0.0743969231916753,1.0576827
1,20,5,0,0,nonconverged_power_flow,invalid_nonconverged,4527.967,6254.23,4.96960050273944e-07,2.24051153947121,0.179697426772482,1.0576827
8,9,4,0,0,nonconverged_power_flow,invalid_nonconverged,4099.567,6254.23,1.45159514791082e-09,33.2603766656099,0.0290937932689579,1.49634055246055
8,13,4,0,0,nonconverged_power_flow,invalid_nonconverged,4618.9285,6254.23,6.77093340876652e-09,1.25268754096286,0.0191330721717299,1.0576827
8,19,4,0,0,nonconverged_power_flow,invalid_nonconverged,4618.9285,6254.23,4.71463258130451e-08,1.25268754096286,0.0191330721717299,1.0576827
10,2,4,0,0,nonconverged_power_flow,invalid_nonconverged,3326.62,6254.23,5.22610373910243e-07,8.33099569529167,0.946739228868053,1.88726957508001
10,8,4,0,0,nonconverged_power_flow,invalid_nonconverged,3619.318,6254.23,2.47848368305472e-06,53.1466401961183,0.0344859693375204,2.28413959266748
10,9,4,0,0,nonconverged_power_flow,invalid_nonconverged,4059.366,6254.23,3.13890238705108e-06,28.3885638891338,0.223409110644705,1.85283640543273
10,11,4,0,0,nonconverged_power_flow,invalid_nonconverged,3149.59,6254.23,1.15532124008316e-05,246.052493390216,0.0182947832013395,3.56333142021727
10,13,3,0,0,nonconverged_power_flow,invalid_nonconverged,1888.68,6254.23,5.07082455516557e-06,7.2510575000115,0.982,1.63968023943913
10,14,4,0,0,nonconverged_power_flow,invalid_nonconverged,3149.59,6254.23,1.39258285862829e-05,1.53684974064128,0.531922351976877,1.0525613
10,16,4,0,0,nonconverged_power_flow,invalid_nonconverged,4156.393,6254.23,7.58450292569543e-07,1.53684974064128,0.140520021443786,1.0636
10,19,4,0,0,nonconverged_power_flow,invalid_nonconverged,4464.5295,6254.23,1.57980978083621e-06,1.54916791193336,0.121019168265875,1.0636
10,20,4,0,0,nonconverged_power_flow,invalid_nonconverged,4047.718,6254.23,7.72278927143874e-07,8.57558568421804,0.0132262803147638,1.36489249935528
14,1,4,0,0,nonconverged_power_flow,invalid_nonconverged,4046.4391,6254.23,1.08164560424277e-06,3203.72648101969,0.223063966748144,10.7304853643134
14,4,4,0,0,nonconverged_power_flow,invalid_nonconverged,4694.126,6254.23,1.61784206271219e-07,0.840223602548172,0.0634104294361054,1.0636
14,10,4,0,0,nonconverged_power_flow,invalid_nonconverged,4694.126,6254.23,2.99970518156797e-08,0.840223602548172,0.0634104294361054,1.0636
18,6,5,0,0,nonconverged_power_flow,invalid_nonconverged,3144.2161,6254.23,2.25259064832582e-06,75.3981515141529,0.0351824649934993,1.63924593052467
18,9,5,0,0,nonconverged_power_flow,invalid_nonconverged,3144.2161,6254.23,4.19943262528503e-07,1.53684974064128,0.00143930058231201,1.0525613
18,20,5,0,0,nonconverged_power_flow,invalid_nonconverged,4093.581825,6254.23,2.5826489073463e-08,6.68221599838368,0.0658225394331293,1.0576827
19,1,5,0,0,nonconverged_power_flow,invalid_nonconverged,4042.3441,6254.23,3.83365070905975e-06,109.492733739382,0.00273298516467156,5.33191992114903
19,3,5,0,0,nonconverged_power_flow,invalid_nonconverged,3144.2161,6254.23,8.75083900622678e-06,75.3981515141529,0.0351824649934993,1.63924593052467
19,5,4,0,0,nonconverged_power_flow,invalid_nonconverged,1882.709,6254.23,2.54598466860642e-06,1.21741553275593,0.617607974145253,1.0178431
19,10,5,0,0,nonconverged_power_flow,invalid_nonconverged,3144.2161,6254.23,8.75083900622678e-06,75.3981515141529,0.0351824649934993,1.63924593052467
20,2,4,0,0,nonconverged_power_flow,invalid_nonconverged,4459.45415,6254.23,1.03471030633014e-05,1.54916791193336,0.0026679395800128,1.0636
20,7,4,0,0,nonconverged_power_flow,invalid_nonconverged,4046.4391,6254.23,5.24294936938104e-07,167.835727359189,0.000712710581383802,11.770370134417
20,8,3,0,0,nonconverged_power_flow,invalid_nonconverged,1882.709,6254.23,1.24502971496386e-05,1.7850663008582,0.676652255142384,1.0155847047825
20,9,4,0,0,nonconverged_power_flow,invalid_nonconverged,4051.4791,6254.23,1.42689105172808e-05,6380.96631751481,0.940823212324853,21.9561079530248
20,11,4,0,0,nonconverged_power_flow,invalid_nonconverged,3144.2161,6254.23,4.61591600946453e-05,1.53684974064128,0.112037531623526,1.0525613
20,12,3,0,0,nonconverged_power_flow,invalid_nonconverged,1882.709,6254.23,1.24502971496386e-05,1.7850663008582,0.676652255142384,1.0155847047825
20,13,4,0,0,nonconverged_power_flow,invalid_nonconverged,2715.8161,6254.23,1.74011378894881e-05,91.8022974003412,0.946739228868053,3.30000537019194
20,16,4,0,0,nonconverged_power_flow,invalid_nonconverged,4085.49665,6254.23,1.61732270708652e-05,1.90126716220451,0.0026679395800128,1.0636
