initial_branch,trial_id,stage_id,candidate_branch,loading_pu,candidate_probability,prob_model,engineering_probability,paper_formula_probability,paper_formula_status,paper_formula_missing_parameters,paper_formula_used_fallback,random_u,selected
1,1,1,2,0.107141961901022,0.00069187360582,paper_formula,0.0001,0.00069187360582,computed_full_formula_3_1_to_3_6,,0,0.947077509664361,0
1,1,1,3,1.11378700057911,1,paper_formula,0.612041502606017,1,computed_full_formula_3_1_to_3_6,,0,0.167770970289712,1
1,1,1,4,0.267838831496499,0.00055490100445,paper_formula,0.0001,0.00055490100445,computed_full_formula_3_1_to_3_6,,0,0.21974637570249,0
1,1,1,5,0.482914678460808,0.00058689460477,paper_formula,0.0001,0.00058689460477,computed_full_formula_3_1_to_3_6,,0,0.287252781494014,0
1,1,1,6,0.39674700688889,0.00065788040548,paper_formula,0.0001,0.00065788040548,computed_full_formula_3_1_to_3_6,,0,0.104141867102996,0
1,1,1,7,0.104218014580565,0.00054390320434,paper_formula,0.0001,0.00054390320434,computed_full_formula_3_1_to_3_6,,0,0.0711452267337908,0
1,1,1,8,0.137527894345013,0.00014398320034,paper_formula,0.0001,0.00014398320034,computed_full_formula_3_1_to_3_6,,0,0.501642818670789,0
1,1,1,9,0.50463775915523,0.00072586680616,paper_formula,0.0001,0.00072586680616,computed_full_formula_3_1_to_3_6,,0,0.808429241105173,0
1,1,1,10,0.537152108248599,0.00069187360582,paper_formula,0.0001,0.00069187360582,computed_full_formula_3_1_to_3_6,,0,0.0643687105025803,0
1,1,1,11,0.627234853611359,0.00067487700565,paper_formula,0.0001,0.00067487700565,computed_full_formula_3_1_to_3_6,,0,0.269723873384041,0
1,1,1,12,0.737152881895511,0.00037293740263,paper_formula,0.0001,0.00037293740263,computed_full_formula_3_1_to_3_6,,0,0.259281127130561,0
1,1,1,13,0.734174240617,0.00061188960502,paper_formula,0.0001,0.00061188960502,computed_full_formula_3_1_to_3_6,,0,0.462935764514544,0
1,1,1,14,0.575823630467119,0.00048691460377,paper_formula,0.0001,0.00048691460377,computed_full_formula_3_1_to_3_6,,0,0.879286300246613,0
1,1,1,15,0.458968339840337,0.00013298540023,paper_formula,0.0001,0.00013298540023,computed_full_formula_3_1_to_3_6,,0,0.816301472305733,0
1,1,1,16,0.507278949136806,0.00013298540023,paper_formula,0.0001,0.00013298540023,computed_full_formula_3_1_to_3_6,,0,0.206821647288256,0
1,1,1,17,0.484962406130411,0.00079485300685,paper_formula,0.0001,0.00079485300685,computed_full_formula_3_1_to_3_6,,0,0.207799682383354,0
1,1,1,18,0.611890035610778,0.00033294540223,paper_formula,0.0001,0.00033294540223,computed_full_formula_3_1_to_3_6,,0,0.711922651806709,0
1,1,1,19,0.47774524987524,0.00079485300685,paper_formula,0.0001,0.00079485300685,computed_full_formula_3_1_to_3_6,,0,0.28443379458984,0
1,1,1,20,0.771087909656627,0.00066287940553,paper_formula,0.0001,0.00066287940553,computed_full_formula_3_1_to_3_6,,0,0.696500198808592,0
1,1,1,21,0.0860202090901181,0.00053690460427,paper_formula,0.0001,0.00053690460427,computed_full_formula_3_1_to_3_6,,0,0.503733882592069,0
1,1,1,22,0.094856682643936,0.00052390720414,paper_formula,0.0001,0.00052390720414,computed_full_formula_3_1_to_3_6,,0,0.655614841147796,0
1,1,1,23,0.444670939232582,0.00054390320434,paper_formula,0.0001,0.00054390320434,computed_full_formula_3_1_to_3_6,,0,0.623374882083086,0
1,1,1,24,0.062387825189925,0.00048691460377,paper_formula,0.0001,0.00048691460377,computed_full_formula_3_1_to_3_6,,0,0.155317707442154,0
1,1,1,25,0.543255785126875,0.00057789640468,paper_formula,0.0001,0.00057789640468,computed_full_formula_3_1_to_3_6,,0,0.52894515397785,0
1,1,1,26,0.245031769577868,0.00041592880306,paper_formula,0.0001,0.00041592880306,computed_full_formula_3_1_to_3_6,,0,0.246451107974866,0
1,1,1,27,0.794636237069276,0.00012098780011,paper_formula,0.0001,0.00012098780011,computed_full_formula_3_1_to_3_6,,0,0.116488994240136,0
1,1,1,28,0.52656528710417,0.00058289540473,paper_formula,0.0001,0.00058289540473,computed_full_formula_3_1_to_3_6,,0,0.651304258664072,0
1,1,1,29,0.0986688794782505,0.000709870006,paper_formula,0.0001,0.000709870006,computed_full_formula_3_1_to_3_6,,0,0.89726864228207,0
1,1,1,30,0.201516671852419,0.0007598600065,paper_formula,0.0001,0.0007598600065,computed_full_formula_3_1_to_3_6,,0,0.224642804451432,0
1,1,1,31,0.0778465694844079,0.00069187360582,paper_formula,0.0001,0.00069187360582,computed_full_formula_3_1_to_3_6,,0,0.27873012227652,0
1,1,1,32,0.160159718595333,0.00062488700515,paper_formula,0.0001,0.00062488700515,computed_full_formula_3_1_to_3_6,,0,0.344351526922499,0
1,1,1,33,0.703342439809034,0.00013498500025,paper_formula,0.0001,0.00013498500025,computed_full_formula_3_1_to_3_6,,0,0.846418109204633,0
1,1,1,34,0.626887933877084,0.00013498500025,paper_formula,0.0001,0.00013498500025,computed_full_formula_3_1_to_3_6,,0,0.637035251917216,0
1,1,1,35,0.647940868524712,0.00062388720514,paper_formula,0.0001,0.00062388720514,computed_full_formula_3_1_to_3_6,,0,0.807883947108997,0
1,1,1,36,0.144127335056424,0.00069187360582,paper_formula,0.0001,0.00069187360582,computed_full_formula_3_1_to_3_6,,0,0.725160674369531,0
1,1,1,37,0.700264119215055,0.00061188960502,paper_formula,0.0001,0.00061188960502,computed_full_formula_3_1_to_3_6,,0,0.29893111856515,0
1,1,1,38,0.570202106468439,0.00048691460377,paper_formula,0.0001,0.00048691460377,computed_full_formula_3_1_to_3_6,,0,0.862056806291439,0
1,1,1,39,0.628288134439689,0.00055490100445,paper_formula,0.0001,0.00055490100445,computed_full_formula_3_1_to_3_6,,0,0.291938793150478,0
1,1,1,40,0.335397523006565,0.0005998920049,paper_formula,0.0001,0.0005998920049,computed_full_formula_3_1_to_3_6,,0,0.620604819523615,0
1,1,1,41,0.618433852927876,0.00056689860457,paper_formula,0.0001,0.00056689860457,computed_full_formula_3_1_to_3_6,,0,0.163290239030076,0
1,1,1,42,0.437620486435816,0.00071286940603,paper_formula,0.0001,0.00071286940603,computed_full_formula_3_1_to_3_6,,0,0.461904997768522,0
1,1,1,43,0.13919853258174,0.00058689460477,paper_formula,0.0001,0.00058689460477,computed_full_formula_3_1_to_3_6,,0,0.901782380542035,0
1,1,1,44,0.224546523838002,0.00013498500025,paper_formula,0.0001,0.00013498500025,computed_full_formula_3_1_to_3_6,,0,0.933878854174965,0
1,1,1,45,0.469176013124275,0.00056189960452,paper_formula,0.0001,0.00056189960452,computed_full_formula_3_1_to_3_6,,0,0.82062212247485,0
1,1,1,46,0.575752181726442,0.00052390720414,paper_formula,0.0001,0.00052390720414,computed_full_formula_3_1_to_3_6,,0,0.260715083597364,0
1,1,2,2,0.107141961901022,0.00069187360582,paper_formula,0.0001,0.00069187360582,computed_full_formula_3_1_to_3_6,,0,0.721014733829682,0
