initial_branch,trial_id,stage_id,pf_converged,severity_valid,invalid_reason,replay_source,stage_load_shed_mw,base_load_mw,stage_cumulative_probability,max_P_li_pu_if_available,min_voltage_pu_if_available,max_voltage_pu_if_available
1,4,5,0,0,nonconverged_power_flow,invalid_nonconverged,3613.9441,6254.23,3.67536872126309e-06,1.20353794344402,0.493375479954369,1.0576827
10,3,3,0,0,nonconverged_power_flow,invalid_nonconverged,1893.23,6254.23,6.2685257421962e-09,64.087979652655,0.0196433095623311,2.05975323688129
10,11,5,0,0,nonconverged_power_flow,invalid_nonconverged,2682.6235,6254.23,8.70858490734701e-08,88.9470623807485,0.134842894473315,2.84132080375826
10,16,3,0,0,nonconverged_power_flow,invalid_nonconverged,4701.973,6254.23,9.98372209490946e-07,6.82907061509926,0.260612418393434,1.28913919658103
10,20,4,0,0,nonconverged_power_flow,invalid_nonconverged,2543.5125,6254.23,7.88269235747894e-06,4.62110695792913,0.0279356089612163,1.21846416097861
14,11,4,0,0,nonconverged_power_flow,invalid_nonconverged,3053.63155,6254.23,1.15747169399322e-05,1.24615092822563,0.558536516765145,1.0576827
14,18,4,0,0,nonconverged_power_flow,invalid_nonconverged,4788.2095,6254.23,7.74820714466418e-08,5.24325878813078,0.00468693805945569,1.0636
19,4,4,0,0,nonconverged_power_flow,invalid_nonconverged,1882.709,6254.23,3.70166942966081e-07,7.14912138579597,0.00462120696436242,1.29162571438469
19,14,5,0,0,nonconverged_power_flow,invalid_nonconverged,4085.49665,6254.23,3.45062051490232e-06,4.68196591198034,0.00318542399916633,2.00338607960763
23,6,5,0,0,nonconverged_power_flow,invalid_nonconverged,4090.572,6254.23,1.01780853796674e-06,11.970219886441,0.095334200225648,2.89761699681414
23,10,4,0,0,nonconverged_power_flow,invalid_nonconverged,2364.68,6254.23,4.78974589661479e-08,5.34017706095144,0.130530092134108,1.0501068
23,20,5,0,0,nonconverged_power_flow,invalid_nonconverged,3149.59,6254.23,1.35144794777353e-06,1.41477573971003,0.430055482592053,1.0525613
27,6,5,0,0,nonconverged_power_flow,invalid_nonconverged,3294.210595,6254.23,4.81667693099021e-08,12.4506636714888,0.957292305062869,1.72444362945594
34,17,5,0,0,nonconverged_power_flow,invalid_nonconverged,4479.853725,6254.23,4.62438490599384e-09,1.24580578684415,0.710143267639966,1.0576827
35,1,4,0,0,nonconverged_power_flow,invalid_nonconverged,4243.8685,6254.23,2.01008741430324e-08,24.5119451840585,0.0421551412813801,5.56051037411088
35,4,4,0,0,nonconverged_power_flow,invalid_nonconverged,4922.725,6254.23,8.41711773929438e-07,2.90905385865118,0.672738937365081,1.0636
35,5,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,2.87262160411433e-05,361.556869580005,0.0203288883580781,5.60129942431861
35,7,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,1.83089689782502e-07,38.2503106954436,0.0499435531723772,2.51310351388665
35,8,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,7.48897584877439e-06,361.556869580005,0.0203288883580781,5.60129942431861
35,9,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,2.30101161369115e-06,43.6410114745538,0.0958525720449317,3.47582710819566
35,11,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,7.87379613628035e-06,361.556869580005,0.0203288883580781,5.60129942431861
35,13,4,0,0,nonconverged_power_flow,invalid_nonconverged,4243.8685,6254.23,2.02037051695789e-06,1.69233865190413,0.0113316996327458,1.0636
35,16,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,2.87262160411433e-05,361.556869580005,0.0203288883580781,5.60129942431861
35,17,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,2.87633535414871e-06,6.8207928296782,0.109212231137535,1.06687947606789
35,18,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,2.87262160411433e-05,361.556869580005,0.0203288883580781,5.60129942431861
35,20,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,2.64601691895121e-06,361.556869580005,0.0203288883580781,5.60129942431861
37,2,5,0,0,nonconverged_power_flow,invalid_nonconverged,4476.608,6254.23,4.12217253495343e-08,4.13227410885517,0.012456221863988,1.0576827
37,3,5,0,0,nonconverged_power_flow,invalid_nonconverged,4864.223725,6254.23,6.93990354466574e-06,92.9122359430062,0.00885974504982903,3.58464638236575
37,5,3,0,0,nonconverged_power_flow,invalid_nonconverged,2559.1575,6254.23,9.40099355286317e-08,1.75448310007764,0.56953375139439,1.0501068
37,6,5,0,0,nonconverged_power_flow,invalid_nonconverged,4864.223725,6254.23,6.93990354466574e-06,92.9122359430062,0.00885974504982903,3.58464638236575
37,7,4,0,0,nonconverged_power_flow,invalid_nonconverged,3521.829,6254.23,8.32742761472867e-06,4.06557692364218,0.000498150018694105,1.0576827
37,10,5,0,0,nonconverged_power_flow,invalid_nonconverged,4618.79515,6254.23,2.09682926294289e-06,29.2486550215626,0.00529444961745658,4.03768497390567
37,13,4,0,0,nonconverged_power_flow,invalid_nonconverged,4449.1092,6254.23,9.24481310601854e-08,236.87066529081,0.0153310873267601,5.61418831752006
37,18,4,0,0,nonconverged_power_flow,invalid_nonconverged,2052.34,6254.23,6.76023520429913e-09,1.57655874531541,0.577845693048506,1.0494
37,20,4,0,0,nonconverged_power_flow,invalid_nonconverged,4532.86,6254.23,6.00435963343507e-07,0.921107725868951,0.00178570677730244,1.0576827
39,18,5,0,0,nonconverged_power_flow,invalid_nonconverged,4932.814135,6254.23,3.66772629961948e-09,3.67713285239024,0.00330111637594835,1.0636
46,2,4,0,0,nonconverged_power_flow,invalid_nonconverged,3356.629,6254.23,9.21801271472365e-07,100.178694795659,0.90549241558367,3.85581110207332
46,13,3,0,0,nonconverged_power_flow,invalid_nonconverged,3356.629,6254.23,1.95487569274376e-09,7.23587826705125,0.00208709201187268,1.12488157896069
46,20,5,0,0,nonconverged_power_flow,invalid_nonconverged,3394.108435,6254.23,4.34770133524151e-07,707.407333924128,0.0428821763251779,23.229737105411
