initial_branch,trial_id,stage_id,num_traditional_generators,num_probability_positive,max_p_g_q,mean_p_g_q,p_ge_Ek,status,mode,note
1,1,1,10,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
1,1,2,10,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
1,1,3,7,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
1,1,4,6,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
1,1,5,4,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
1,2,1,10,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
1,2,2,10,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
1,2,3,7,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
1,2,4,6,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
1,2,5,5,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
1,3,1,10,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
2,1,1,10,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
2,2,1,10,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
2,3,1,10,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
3,1,1,10,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
3,2,1,10,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
3,3,1,10,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
4,1,1,10,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
4,2,1,10,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
4,3,1,10,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
5,1,1,9,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
5,2,1,9,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
5,3,1,9,0,0,0,1,diagnostic_probability_computed,diagnostic_probability_only,record_only mode does not sample or change traditional generator states; this probability is only a diagnostic online-state retention probability.
