initial_branch,trial_id,stage_id,P_line_Ek,P_ge_Ek,P_line_times_P_ge,severity_LLR,severity_LFOR,severity_NVOR,severity_CRI,delta_probability,note
1,1,1,0.0002668971841926,1,0.0002668971841926,0,6.68508626384133,0,1.33701725276827,0,diagnostic only; P_ge not integrated into formal paper_formula
1,1,2,0.000242160009677827,1,0.000242160009677827,0,35.3079005290421,0,7.06158010580843,0,diagnostic only; P_ge not integrated into formal paper_formula
1,1,3,0.000112487447516738,1,0.000112487447516738,13.6307746916887,0,0,8.1784648150132,0,diagnostic only; P_ge not integrated into formal paper_formula
1,1,4,3.59127640604337e-06,1,3.59127640604337e-06,22.4000876206983,2.46929903005721,1.39958683431315,14.2138297452931,0,diagnostic only; P_ge not integrated into formal paper_formula
1,1,5,1.98119503298272e-07,1,1.98119503298272e-07,42.3576451457653,8.96313926984103,8.07216052377134,28.8216470461817,0,diagnostic only; P_ge not integrated into formal paper_formula
1,2,1,0.0002668971841926,1,0.0002668971841926,0,6.68508626384133,0,1.33701725276827,0,diagnostic only; P_ge not integrated into formal paper_formula
1,2,2,0.000242160009677827,1,0.000242160009677827,0,35.3079005290421,0,7.06158010580843,0,diagnostic only; P_ge not integrated into formal paper_formula
1,2,3,0.000112487447516738,1,0.000112487447516738,13.6307746916887,0,0,8.1784648150132,0,diagnostic only; P_ge not integrated into formal paper_formula
1,2,4,3.09460366756116e-05,1,3.09460366756116e-05,22.4000876206983,2.46929903005721,1.39958683431315,14.2138297452931,0,diagnostic only; P_ge not integrated into formal paper_formula
1,2,5,0,1,0,39.6914248436658,173.832305110406,11.190932575759,60.8195024434325,0,diagnostic only; P_ge not integrated into formal paper_formula
1,3,1,0.000169179753492469,1,0.000169179753492469,0,6.68508626384133,0,1.33701725276827,0,diagnostic only; P_ge not integrated into formal paper_formula
2,1,1,0.000534514910609455,1,0.000534514910609455,0,0,0,0,0,diagnostic only; P_ge not integrated into formal paper_formula
2,2,1,0.000534514910609455,1,0.000534514910609455,0,0,0,0,0,diagnostic only; P_ge not integrated into formal paper_formula
2,3,1,0.000534514910609455,1,0.000534514910609455,0,0,0,0,0,diagnostic only; P_ge not integrated into formal paper_formula
3,1,1,0.000375747894016398,1,0.000375747894016398,0,0,0,0,0,diagnostic only; P_ge not integrated into formal paper_formula
3,2,1,0.000375747894016398,1,0.000375747894016398,0,0,0,0,0,diagnostic only; P_ge not integrated into formal paper_formula
3,3,1,0.000375747894016398,1,0.000375747894016398,0,0,0,0,0,diagnostic only; P_ge not integrated into formal paper_formula
4,1,1,0.000443001899192075,1,0.000443001899192075,0,0,0,0,0,diagnostic only; P_ge not integrated into formal paper_formula
4,2,1,0.000443001899192075,1,0.000443001899192075,0,0,0,0,0,diagnostic only; P_ge not integrated into formal paper_formula
4,3,1,0.000443001899192075,1,0.000443001899192075,0,0,0,0,0,diagnostic only; P_ge not integrated into formal paper_formula
5,1,1,0.000466582091585551,1,0.000466582091585551,0,0,0,0,0,diagnostic only; P_ge not integrated into formal paper_formula
5,2,1,0.000466582091585551,1,0.000466582091585551,0,0,0,0,0,diagnostic only; P_ge not integrated into formal paper_formula
5,3,1,0.000466582091585551,1,0.000466582091585551,0,0,0,0,0,diagnostic only; P_ge not integrated into formal paper_formula
