initial_branch,sigma,sample_count,initial_branch_weight,SLLR,SLFOR,SNVOR,CRI
35,0.95,20,0.0269420274661914,0.773211410517362,1.87860571463148,0.227589916849193,0.885165972606552
37,0.95,20,0.026313030716008,0.7770613328899,1.0137669739323,0.158607241200436,0.700711642760487
33,0.95,20,0.00131040989621554,0.616034028169735,1.37462836297664,0.212404606639498,0.687027010825068
12,0.95,20,0.0137855121081874,0.485508607774258,1.70874623638323,0.244456059502701,0.681945623841741
39,0.95,20,0.0233252961526365,0.765387018066173,0.8447708607497,0.158607241200439,0.659907831229732
46,0.95,20,0.0217003878813293,0.731256845367056,0.91265443101686,0.169664379918663,0.655217869407338
10,0.95,20,0.0305063423838977,0.406686754404619,1.70874623638323,0.244456059502701,0.634652511819958
38,0.95,20,0.0197609812349303,0.560745687318823,1.13875969229916,0.109772181430032,0.586153787137132
8,0.95,20,0.00178215745885313,0.700291642616277,0.70868291888262,0.0773225971226421,0.577376088770819
23,0.95,20,0.0227487157983017,0.700291642616277,0.70868291888262,0.0773225971226421,0.577376088770819
11,0.95,20,0.0296152636544711,0.485508607774258,1.15978414498252,0.154793512908789,0.554220696242817
34,0.95,20,0.00131040989621554,0.531660811962464,0.77269368612684,0.0999801721244212,0.493531258827731
14,0.95,20,0.0197609812349303,0.423576451457653,1.10385225581369,0.0798871223735486,0.49089374651204
42,0.95,20,0.0316070866967187,0.396914248436658,1.02959616282652,0.153968996025779,0.474861580832455
1,0.95,20,0.0229583813816962,0.397849615380311,1.02959616282652,0.0388423396019187,0.452397469713874
28,0.95,20,0.0247929552363979,0.377628261192825,0.87848575213235,0.108818004454917,0.424037708033148
19,0.95,20,0.0359052311563057,0.14888803257955,0.73327358050088,0.185439989480998,0.273075533544106
18,0.95,20,0.0116888562742426,0.00136387692809506,0.34077151842729,0.0132077522052708,0.0716141802833692
32,0.95,20,0.0269944438620401,0.10872641396303,0.0255925040052001,0,0.070354349178858
27,0.95,20,0.000576580354334836,0.10872641396303,0,0,0.065235848377818
2,0.95,20,0.0305063423838977,0.0514211981331035,0.15141364201314,0,0.0611354472824901
13,0.95,20,0.026313030716008,0.00136387692809506,0.01209351619504,0,0.00323702939586503
3,0.95,20,0.0198133976307789,0,0,0,0
4,0.95,20,0.0233252961526365,0,0,0,0
5,0.95,20,0.0250026208197924,0,0,0,0
6,0.95,20,0.0287241849250446,0,0,0,0
7,0.95,20,0.0227487157983017,0,0,0,0
9,0.95,20,0.0322884998427508,0,0,0,0
15,0.95,20,0.00120557710451829,0,0,0,0
16,0.95,20,0.00120557710451829,0,0,0,0
17,0.95,20,0.0359052311563057,0,0,0,0
20,0.95,20,0.0289862669042877,0,0,0,0
21,0.95,20,0.0223818010273614,0,0,0,0
22,0.95,20,0.0217003878813293,0,0,0,0
24,0.95,20,0.0197609812349303,0,0,0,0
25,0.95,20,0.0245308732571548,0,0,0,0
26,0.95,20,0.0160394171296782,0,0,0,0
29,0.95,20,0.0314498375091729,0,0,0,0
30,0.95,20,0.0340706573016039,0,0,0,0
31,0.95,20,0.0305063423838977,0,0,0,0
36,0.95,20,0.0305063423838977,0,0,0,0
40,0.95,20,0.0256840339658245,0,0,0,0
41,0.95,20,0.02395429290282,0,0,0,0
43,0.95,20,0.0250026208197924,0,0,0,0
44,0.95,20,0.00131040989621554,0,0,0,0
45,0.95,20,0.0236922109235769,0,0,0,0
