branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,original_slack_in_main_island,new_slack_bus,pf_converged_before_shedding,pf_converged_after_shedding,corrective_load_shed_mw,load_shed_mw,num_overloaded_lines,max_line_loading_pu,num_voltage_violations,max_voltage_deviation_pu,SLLR,SLFOR,SNVOR,CRI,main_island_load_share,original_slack_island_load_share,main_island_selection_reason
1,1,2,1,1,0,0,0,1,31,1,1,0,0,1,1.10405739595223,0,0,0,0.104057395952229,0,0.0208114791904459,1,1,original_slack_island_has_sufficient_load
2,1,39,1,1,0,0,0,1,31,1,1,0,0,0,0.945312871244496,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
3,2,3,1,1,0,0,0,1,31,1,1,0,0,0,0.803479227269884,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
4,2,25,1,1,0,0,0,1,31,1,1,0,0,0,0.79254584005613,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
5,2,30,2,1,0,413.9917212084,282.077561904762,1,31,1,1,0,0,0,0.81370377547094,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
6,3,4,1,1,0,0,0,1,31,1,1,0,0,0,0.790147998896876,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
7,3,18,1,1,0,0,0,1,31,1,1,0,0,0,0.791308108943177,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
8,4,5,1,1,0,0,0,1,31,1,1,0,0,0,0.941396856088464,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
9,4,14,1,1,0,0,0,1,31,1,1,0,0,0,0.893547900724676,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
10,5,6,1,1,0,0,0,1,31,1,1,0,0,1,1.09067027100977,0,0,0,0.0906702710097687,0,0.0181340542019537,1,1,original_slack_island_has_sufficient_load
11,5,8,1,1,0,0,0,1,31,1,1,0,0,1,1.00572715537708,0,0,0,0.00572715537707902,0,0.0011454310754158,1,1,original_slack_island_has_sufficient_load
12,6,7,1,1,0,0,0,1,31,1,1,0,0,1,1.00037062646244,0,0,0,0.000370626462441237,0,7.41252924882474e-05,1,1,original_slack_island_has_sufficient_load
13,6,11,1,1,0,0,0,1,31,1,1,0,0,1,1.01209351619504,0,0,0,0.0120935161950397,0,0.00241870323900795,1,1,original_slack_island_has_sufficient_load
14,6,31,2,1,9.2,959.948561904762,282.077561904762,0,39,1,1,0,9.2,1,1.27011941849736,0,0,0.0014710044242057,0.270119418497364,0,0.0549064863539962,0.998528995575794,0.0014710044242057,largest_load_island_selected
15,7,8,1,1,0,0,0,1,31,1,1,0,0,0,0.790923302002091,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
16,8,9,1,1,0,0,0,1,31,1,1,0,0,0,0.795554562114424,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
17,9,39,1,1,0,0,0,1,31,1,1,0,0,0,0.790459373964875,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
18,10,11,1,1,0,0,0,1,31,1,1,0,0,1,1.05893878929787,0,0,0,0.0589387892978732,0,0.0117877578595746,1,1,original_slack_island_has_sufficient_load
19,10,13,1,1,0,0,0,1,31,1,1,0,0,2,1.06679037243505,0,0,0,0.133580744870093,0,0.0267161489740186,1,1,original_slack_island_has_sufficient_load
20,10,32,2,1,0,609.07177620434,282.077561904762,1,31,1,1,0,0,0,0.971110457745589,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
21,12,11,1,1,0,0,0,1,31,1,1,0,0,0,0.790401711050565,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
22,12,13,1,1,0,0,0,1,31,1,1,0,0,0,0.789538812963382,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
23,13,14,1,1,0,0,0,1,31,1,1,0,0,2,1.27149126089183,0,0,0,0.542982521783669,0,0.108596504356734,1,1,original_slack_island_has_sufficient_load
24,14,15,1,1,0,0,0,1,31,1,1,0,0,0,0.798488617294531,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
25,15,16,1,1,0,0,0,1,31,1,1,0,0,0,0.796321736353137,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
