initial_branch,sigma,sample_count,initial_branch_weight,SLLR,SLFOR,SNVOR,CRI
10,0.95,20,NaN,0.0025630541726724,0.16708993046869,0.00984427903506602,0.0369246744043546
35,0.95,20,NaN,0.00253822675287929,0.029597186342834,0.001059284402488,0.00765423020079197
1,0.95,20,NaN,0.00205466422495462,0.00927597948943116,4.18574236831666e-05,0.00309636591759564
14,0.95,20,NaN,0.00104744202291066,0.00991041856347854,9.00434971700904e-05,0.00262855762587612
32,0.95,20,NaN,0.00437574892049813,0,0,0.00262544935229888
23,0.95,20,NaN,0.000325749958928456,0.00583066121932781,4.61699604960845e-05,0.00137081621132185
46,0.95,20,NaN,0.000590999122495637,0.00465408160026767,0.00016229942780361,0.00131787567911164
28,0.95,20,NaN,0.0012888637911353,0.00193009067886696,6.1622118774225e-06,0.00116056885283005
38,0.95,20,NaN,0.000872238925723228,0.00146415370326039,8.35053008935348e-06,0.000817844202103886
11,0.95,20,NaN,0.000548921437664722,0.000471440757782691,0.000424232019312153,0.000508487418017802
39,0.95,20,NaN,0.000125102439111834,0.0013205458922107,5.31665280048318e-05,0.000349803947510206
37,0.95,20,NaN,8.04710794224455e-05,0.000871684888795444,3.54952272627941e-05,0.000229718670865115
12,0.95,20,NaN,2.0356236681938e-05,0.000683187605435762,0.000134663901096731,0.000175784043315661
19,0.95,20,NaN,8.48047151773357e-11,0.000569422666540629,0.000105491572346739,0.000134982898660303
27,0.95,20,NaN,0.000107186028634305,0,0,6.43116171805827e-05
42,0.95,20,NaN,9.76695524878755e-06,0.000123040771888295,3.78367091765609e-06,3.12250617104627e-05
33,0.95,20,NaN,9.77919051705566e-06,0.000103858585129444,8.58191180436584e-06,2.83556136969953e-05
18,0.95,20,NaN,2.0175515425352e-07,0.000119234276318943,1.37474230950176e-06,2.42428568182411e-05
8,0.95,20,NaN,5.95556835733396e-06,9.19265089608836e-05,1.46121725561737e-06,2.22508862577006e-05
2,0.95,20,NaN,4.91928064751911e-06,4.42449119254733e-05,0,1.18005507736061e-05
34,0.95,20,NaN,3.6065954981214e-07,5.65745623146951e-05,8.71369581767644e-07,1.17055821091798e-05
13,0.95,20,NaN,7.42893844432517e-06,0,0,4.4573630665951e-06
3,0.95,20,NaN,0,0,0,0
4,0.95,20,NaN,0,0,0,0
5,0.95,20,NaN,0,0,0,0
6,0.95,20,NaN,0,0,0,0
7,0.95,20,NaN,0,0,0,0
9,0.95,20,NaN,0,0,0,0
15,0.95,20,NaN,0,0,0,0
16,0.95,20,NaN,0,0,0,0
17,0.95,20,NaN,0,0,0,0
20,0.95,20,NaN,0,0,0,0
21,0.95,20,NaN,0,0,0,0
22,0.95,20,NaN,0,0,0,0
24,0.95,20,NaN,0,0,0,0
25,0.95,20,NaN,0,0,0,0
26,0.95,20,NaN,0,0,0,0
29,0.95,20,NaN,0,0,0,0
30,0.95,20,NaN,0,0,0,0
31,0.95,20,NaN,0,0,0,0
36,0.95,20,NaN,0,0,0,0
40,0.95,20,NaN,0,0,0,0
41,0.95,20,NaN,0,0,0,0
43,0.95,20,NaN,0,0,0,0
44,0.95,20,NaN,0,0,0,0
45,0.95,20,NaN,0,0,0,0
