initial_branch,trial_id,total_load_shed_frac,max_line_loading_pu,max_voltage_deviation_pu,basic_LLR,basic_LFOR,basic_NVOR,basic_CRI,chain_LLR,chain_LFOR,chain_NVOR,chain_CRI,initial_branch_weight,num_trials_for_initial_branch,sample_weight,sample_weight_source
1,1,0.423576451457653,1.29845349033122,0.0356221075677459,0.423576451457653,0.29845349033122,0.0356221075677459,0.320960990454385,0.423576451457653,0.29845349033122,0.0356221075677459,0.320960990454385,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,2,0.396914248436658,2.02959616282652,0.0388423396019187,0.396914248436658,1.02959616282652,0.0388423396019187,0.451836249547682,0.396914248436658,1.02959616282652,0.0388423396019187,0.451836249547682,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,3,0,1.10405739595223,0,0,0.10405739595223,0,0.020811479190446,0,0.10405739595223,0,0.020811479190446,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,4,0,1.10405739595223,0,0,0.10405739595223,0,0.020811479190446,0,0.10405739595223,0,0.020811479190446,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,5,0,1.10405739595223,0,0,0.10405739595223,0,0.020811479190446,0,0.10405739595223,0,0.020811479190446,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,6,0,1.10405739595223,0,0,0.10405739595223,0,0.020811479190446,0,0.10405739595223,0,0.020811479190446,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,7,0.224000876206983,1.29845349033122,0.0128147058108088,0.224000876206983,0.29845349033122,0.0128147058108088,0.196654164952596,0.224000876206983,0.29845349033122,0.0128147058108088,0.196654164952596,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,8,0.396914248436658,2.02959616282652,0.0388423396019187,0.396914248436658,1.02959616282652,0.0388423396019187,0.451836249547682,0.396914248436658,1.02959616282652,0.0388423396019187,0.451836249547682,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,9,0,1.10405739595223,0,0,0.10405739595223,0,0.020811479190446,0,0.10405739595223,0,0.020811479190446,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,10,0.136307746916887,1.29845349033122,0,0.136307746916887,0.29845349033122,0,0.141475346216376,0.136307746916887,0.29845349033122,0,0.141475346216376,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,11,0,1.10405739595223,0,0,0.10405739595223,0,0.020811479190446,0,0.10405739595223,0,0.020811479190446,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,12,0,1.10405739595223,0,0,0.10405739595223,0,0.020811479190446,0,0.10405739595223,0,0.020811479190446,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,13,0.224000876206983,1.29845349033122,0.0128147058108088,0.224000876206983,0.29845349033122,0.0128147058108088,0.196654164952596,0.224000876206983,0.29845349033122,0.0128147058108088,0.196654164952596,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,14,0,1.10405739595223,0,0,0.10405739595223,0,0.020811479190446,0,0.10405739595223,0,0.020811479190446,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,15,0.397849615380311,2.10385225581369,0.0798871223735486,0.397849615380311,1.10385225581369,0.0798871223735486,0.475457644865634,0.397849615380311,1.10385225581369,0.0798871223735486,0.475457644865634,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,16,0,1.10405739595223,0,0,0.10405739595223,0,0.020811479190446,0,0.10405739595223,0,0.020811479190446,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,17,0.224000876206983,1.29845349033122,0.0128147058108088,0.224000876206983,0.29845349033122,0.0128147058108088,0.196654164952596,0.224000876206983,0.29845349033122,0.0128147058108088,0.196654164952596,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,18,0,1.10405739595223,0,0,0.10405739595223,0,0.020811479190446,0,0.10405739595223,0,0.020811479190446,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,19,0,1.10405739595223,0,0,0.10405739595223,0,0.020811479190446,0,0.10405739595223,0,0.020811479190446,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,20,0,1.10405739595223,0,0,0.10405739595223,0,0.020811479190446,0,0.10405739595223,0,0.020811479190446,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
2,1,0,0.945312871244496,0,0,0,0,0,0,0,0,0,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
2,2,0,0.945312871244496,0,0,0,0,0,0,0,0,0,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
2,3,0,0.945312871244496,0,0,0,0,0,0,0,0,0,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
2,4,0,0.945312871244496,0,0,0,0,0,0,0,0,0,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
2,5,0,0.945312871244496,0,0,0,0,0,0,0,0,0,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
2,6,0,0.945312871244496,0,0,0,0,0,0,0,0,0,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
2,7,0,0.945312871244496,0,0,0,0,0,0,0,0,0,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
2,8,0.39409807442323,1.55369225284114,0.102677090961369,0.39409807442323,0.55369225284114,0.102677090961369,0.36773271341444,0.39409807442323,0.55369225284114,0.102677090961369,0.36773271341444,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
2,9,0,0.945312871244496,0,0,0,0,0,0,0,0,0,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
2,10,0,0.945312871244496,0,0,0,0,0,0,0,0,0,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
2,11,0,0.945312871244496,0,0,0,0,0,0,0,0,0,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
2,12,0,0.945312871244496,0,0,0,0,0,0,0,0,0,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
2,13,0,0.945312871244496,0,0,0,0,0,0,0,0,0,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
2,14,0,0.945312871244496,0,0,0,0,0,0,0,0,0,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
2,15,0,0.945312871244496,0,0,0,0,0,0,0,0,0,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
2,16,0,0.945312871244496,0,0,0,0,0,0,0,0,0,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
2,17,0.0514211981331035,1.15141364201314,0,0.0514211981331035,0.15141364201314,0,0.0611354472824901,0.0514211981331035,0.15141364201314,0,0.0611354472824901,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
2,18,0,0.945312871244496,0,0,0,0,0,0,0,0,0,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
2,19,0,0.945312871244496,0,0,0,0,0,0,0,0,0,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
2,20,0,0.945312871244496,0,0,0,0,0,0,0,0,0,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
3,1,0,0.803479227269884,0,0,0,0,0,0,0,0,0,0.0198133976307789,20,0.000990669881538946,paper_table_4_1_initial_fault_weight
3,2,0,0.803479227269884,0,0,0,0,0,0,0,0,0,0.0198133976307789,20,0.000990669881538946,paper_table_4_1_initial_fault_weight
3,3,0,0.803479227269884,0,0,0,0,0,0,0,0,0,0.0198133976307789,20,0.000990669881538946,paper_table_4_1_initial_fault_weight
3,4,0,0.803479227269884,0,0,0,0,0,0,0,0,0,0.0198133976307789,20,0.000990669881538946,paper_table_4_1_initial_fault_weight
3,5,0,0.803479227269884,0,0,0,0,0,0,0,0,0,0.0198133976307789,20,0.000990669881538946,paper_table_4_1_initial_fault_weight
3,6,0,0.803479227269884,0,0,0,0,0,0,0,0,0,0.0198133976307789,20,0.000990669881538946,paper_table_4_1_initial_fault_weight
3,7,0,0.803479227269884,0,0,0,0,0,0,0,0,0,0.0198133976307789,20,0.000990669881538946,paper_table_4_1_initial_fault_weight
3,8,0,0.803479227269884,0,0,0,0,0,0,0,0,0,0.0198133976307789,20,0.000990669881538946,paper_table_4_1_initial_fault_weight
3,9,0,0.803479227269884,0,0,0,0,0,0,0,0,0,0.0198133976307789,20,0.000990669881538946,paper_table_4_1_initial_fault_weight
3,10,0,0.803479227269884,0,0,0,0,0,0,0,0,0,0.0198133976307789,20,0.000990669881538946,paper_table_4_1_initial_fault_weight
3,11,0,0.803479227269884,0,0,0,0,0,0,0,0,0,0.0198133976307789,20,0.000990669881538946,paper_table_4_1_initial_fault_weight
3,12,0,0.803479227269884,0,0,0,0,0,0,0,0,0,0.0198133976307789,20,0.000990669881538946,paper_table_4_1_initial_fault_weight
3,13,0,0.803479227269884,0,0,0,0,0,0,0,0,0,0.0198133976307789,20,0.000990669881538946,paper_table_4_1_initial_fault_weight
3,14,0,0.803479227269884,0,0,0,0,0,0,0,0,0,0.0198133976307789,20,0.000990669881538946,paper_table_4_1_initial_fault_weight
3,15,0,0.803479227269884,0,0,0,0,0,0,0,0,0,0.0198133976307789,20,0.000990669881538946,paper_table_4_1_initial_fault_weight
3,16,0,0.803479227269884,0,0,0,0,0,0,0,0,0,0.0198133976307789,20,0.000990669881538946,paper_table_4_1_initial_fault_weight
3,17,0,0.803479227269884,0,0,0,0,0,0,0,0,0,0.0198133976307789,20,0.000990669881538946,paper_table_4_1_initial_fault_weight
3,18,0,0.803479227269884,0,0,0,0,0,0,0,0,0,0.0198133976307789,20,0.000990669881538946,paper_table_4_1_initial_fault_weight
3,19,0,0.803479227269884,0,0,0,0,0,0,0,0,0,0.0198133976307789,20,0.000990669881538946,paper_table_4_1_initial_fault_weight
3,20,0,0.803479227269884,0,0,0,0,0,0,0,0,0,0.0198133976307789,20,0.000990669881538946,paper_table_4_1_initial_fault_weight
4,1,0,0.79254584005613,0,0,0,0,0,0,0,0,0,0.0233252961526365,20,0.00116626480763183,paper_table_4_1_initial_fault_weight
4,2,0,0.79254584005613,0,0,0,0,0,0,0,0,0,0.0233252961526365,20,0.00116626480763183,paper_table_4_1_initial_fault_weight
4,3,0,0.79254584005613,0,0,0,0,0,0,0,0,0,0.0233252961526365,20,0.00116626480763183,paper_table_4_1_initial_fault_weight
4,4,0,0.79254584005613,0,0,0,0,0,0,0,0,0,0.0233252961526365,20,0.00116626480763183,paper_table_4_1_initial_fault_weight
4,5,0,0.79254584005613,0,0,0,0,0,0,0,0,0,0.0233252961526365,20,0.00116626480763183,paper_table_4_1_initial_fault_weight
4,6,0,0.79254584005613,0,0,0,0,0,0,0,0,0,0.0233252961526365,20,0.00116626480763183,paper_table_4_1_initial_fault_weight
4,7,0,0.79254584005613,0,0,0,0,0,0,0,0,0,0.0233252961526365,20,0.00116626480763183,paper_table_4_1_initial_fault_weight
4,8,0,0.79254584005613,0,0,0,0,0,0,0,0,0,0.0233252961526365,20,0.00116626480763183,paper_table_4_1_initial_fault_weight
4,9,0,0.79254584005613,0,0,0,0,0,0,0,0,0,0.0233252961526365,20,0.00116626480763183,paper_table_4_1_initial_fault_weight
4,10,0,0.79254584005613,0,0,0,0,0,0,0,0,0,0.0233252961526365,20,0.00116626480763183,paper_table_4_1_initial_fault_weight
4,11,0,0.79254584005613,0,0,0,0,0,0,0,0,0,0.0233252961526365,20,0.00116626480763183,paper_table_4_1_initial_fault_weight
4,12,0,0.79254584005613,0,0,0,0,0,0,0,0,0,0.0233252961526365,20,0.00116626480763183,paper_table_4_1_initial_fault_weight
4,13,0,0.79254584005613,0,0,0,0,0,0,0,0,0,0.0233252961526365,20,0.00116626480763183,paper_table_4_1_initial_fault_weight
4,14,0,0.79254584005613,0,0,0,0,0,0,0,0,0,0.0233252961526365,20,0.00116626480763183,paper_table_4_1_initial_fault_weight
4,15,0,0.79254584005613,0,0,0,0,0,0,0,0,0,0.0233252961526365,20,0.00116626480763183,paper_table_4_1_initial_fault_weight
4,16,0,0.79254584005613,0,0,0,0,0,0,0,0,0,0.0233252961526365,20,0.00116626480763183,paper_table_4_1_initial_fault_weight
4,17,0,0.79254584005613,0,0,0,0,0,0,0,0,0,0.0233252961526365,20,0.00116626480763183,paper_table_4_1_initial_fault_weight
4,18,0,0.79254584005613,0,0,0,0,0,0,0,0,0,0.0233252961526365,20,0.00116626480763183,paper_table_4_1_initial_fault_weight
4,19,0,0.79254584005613,0,0,0,0,0,0,0,0,0,0.0233252961526365,20,0.00116626480763183,paper_table_4_1_initial_fault_weight
4,20,0,0.79254584005613,0,0,0,0,0,0,0,0,0,0.0233252961526365,20,0.00116626480763183,paper_table_4_1_initial_fault_weight
5,1,0,0.81370377547094,0,0,0,0,0,0,0,0,0,0.0250026208197924,20,0.00125013104098962,paper_table_4_1_initial_fault_weight
5,2,0,0.81370377547094,0,0,0,0,0,0,0,0,0,0.0250026208197924,20,0.00125013104098962,paper_table_4_1_initial_fault_weight
5,3,0,0.81370377547094,0,0,0,0,0,0,0,0,0,0.0250026208197924,20,0.00125013104098962,paper_table_4_1_initial_fault_weight
5,4,0,0.81370377547094,0,0,0,0,0,0,0,0,0,0.0250026208197924,20,0.00125013104098962,paper_table_4_1_initial_fault_weight
5,5,0,0.81370377547094,0,0,0,0,0,0,0,0,0,0.0250026208197924,20,0.00125013104098962,paper_table_4_1_initial_fault_weight
5,6,0,0.81370377547094,0,0,0,0,0,0,0,0,0,0.0250026208197924,20,0.00125013104098962,paper_table_4_1_initial_fault_weight
5,7,0,0.81370377547094,0,0,0,0,0,0,0,0,0,0.0250026208197924,20,0.00125013104098962,paper_table_4_1_initial_fault_weight
5,8,0,0.81370377547094,0,0,0,0,0,0,0,0,0,0.0250026208197924,20,0.00125013104098962,paper_table_4_1_initial_fault_weight
5,9,0,0.81370377547094,0,0,0,0,0,0,0,0,0,0.0250026208197924,20,0.00125013104098962,paper_table_4_1_initial_fault_weight
5,10,0,0.81370377547094,0,0,0,0,0,0,0,0,0,0.0250026208197924,20,0.00125013104098962,paper_table_4_1_initial_fault_weight
5,11,0,0.81370377547094,0,0,0,0,0,0,0,0,0,0.0250026208197924,20,0.00125013104098962,paper_table_4_1_initial_fault_weight
