initial_branch,trial_id,stage_id,bus_id,voltage_pu,voltage_deviation_component,voltage_severity_component,severity_valid,replay_source
35,10,4,7,0.652245464930051,0.247754535069949,16.3620084125721,1,replayed_after_load_shedding
18,20,4,7,0.653061787343685,0.246938212656315,16.3011685112359,1,replayed_after_load_shedding
35,10,4,6,0.654587887945012,0.245412112054988,16.1875624970895,1,replayed_after_load_shedding
35,10,4,5,0.655136541562483,0.244863458437517,16.1467619635203,1,replayed_after_load_shedding
18,20,4,12,0.655271505299955,0.244728494700045,16.1367288380989,1,replayed_after_load_shedding
10,2,3,7,0.655543940497299,0.244456059502701,16.1164802896288,1,replayed_after_load_shedding
10,3,3,7,0.655543940497299,0.244456059502701,16.1164802896288,1,replayed_after_load_shedding
10,6,3,7,0.655543940497299,0.244456059502701,16.1164802896288,1,replayed_after_load_shedding
10,6,4,7,0.655543940497299,0.244456059502701,16.1164802896288,1,replayed_pf_result
10,8,3,7,0.655543940497299,0.244456059502701,16.1164802896288,1,replayed_after_load_shedding
10,9,3,7,0.655543940497299,0.244456059502701,16.1164802896288,1,replayed_after_load_shedding
10,15,3,7,0.655543940497299,0.244456059502701,16.1164802896288,1,replayed_after_load_shedding
10,16,3,7,0.655543940497299,0.244456059502701,16.1164802896288,1,replayed_after_load_shedding
10,17,3,7,0.655543940497299,0.244456059502701,16.1164802896288,1,replayed_after_load_shedding
10,20,3,7,0.655543940497299,0.244456059502701,16.1164802896288,1,replayed_after_load_shedding
12,4,3,7,0.655543940497299,0.244456059502701,16.1164802896288,1,replayed_after_load_shedding
33,18,3,12,0.655681405514536,0.244318594485464,16.1062653956952,1,replayed_pf_result
33,20,3,12,0.655681405514536,0.244318594485464,16.1062653956952,1,replayed_pf_result
18,20,4,11,0.656159019230137,0.243840980769863,16.0707852902659,1,replayed_after_load_shedding
18,20,4,6,0.65662482243262,0.24337517756738,16.0361988614883,1,replayed_after_load_shedding
18,20,4,8,0.656647025094354,0.243352974905646,16.0345506902905,1,replayed_after_load_shedding
35,10,4,8,0.656795851224611,0.243204148775389,16.0235038180945,1,replayed_after_load_shedding
18,20,4,5,0.657528984360022,0.242471015639978,15.9691097571963,1,replayed_after_load_shedding
10,2,3,8,0.661405510560346,0.238594489439654,15.682156839211,1,replayed_after_load_shedding
10,3,3,8,0.661405510560346,0.238594489439654,15.682156839211,1,replayed_after_load_shedding
10,6,3,8,0.661405510560346,0.238594489439654,15.682156839211,1,replayed_after_load_shedding
10,6,4,8,0.661405510560346,0.238594489439654,15.682156839211,1,replayed_pf_result
10,8,3,8,0.661405510560346,0.238594489439654,15.682156839211,1,replayed_after_load_shedding
10,9,3,8,0.661405510560346,0.238594489439654,15.682156839211,1,replayed_after_load_shedding
10,15,3,8,0.661405510560346,0.238594489439654,15.682156839211,1,replayed_after_load_shedding
10,16,3,8,0.661405510560346,0.238594489439654,15.682156839211,1,replayed_after_load_shedding
10,17,3,8,0.661405510560346,0.238594489439654,15.682156839211,1,replayed_after_load_shedding
10,20,3,8,0.661405510560346,0.238594489439654,15.682156839211,1,replayed_after_load_shedding
12,4,3,8,0.661405510560346,0.238594489439654,15.682156839211,1,replayed_after_load_shedding
10,2,3,5,0.661952652990556,0.238047347009444,15.6417451073295,1,replayed_after_load_shedding
10,3,3,5,0.661952652990556,0.238047347009444,15.6417451073295,1,replayed_after_load_shedding
10,6,3,5,0.661952652990556,0.238047347009444,15.6417451073295,1,replayed_after_load_shedding
10,6,4,5,0.661952652990556,0.238047347009444,15.6417451073295,1,replayed_pf_result
10,8,3,5,0.661952652990556,0.238047347009444,15.6417451073295,1,replayed_after_load_shedding
10,9,3,5,0.661952652990556,0.238047347009444,15.6417451073295,1,replayed_after_load_shedding
