initial_branch,trial_id,paper_LLR,paper_LFOR,paper_NVOR,paper_CRI,paper_valid_stage_count,paper_invalid_stage_count,paper_lfor_nvor_complete
1,1,0.000358234996376175,0.00152614135774829,0,0.000520169269375362,3,0,1
1,2,0,0.000755302721118614,0,0.000151060544223723,1,0,1
1,3,0,0.000755302721118614,0,0.000151060544223723,1,0,1
1,4,0,0.000755302721118614,0,0.000151060544223723,1,0,1
1,5,0,0.000755302721118614,0,0.000151060544223723,1,0,1
1,6,0.000607415395100305,0.00235803711908778,0,0.00083605666087774,3,0,1
1,7,0,0.000755302721118614,0,0.000151060544223723,1,0,1
1,8,0,0.000755302721118614,0,0.000151060544223723,1,0,1
1,9,0,0.000755302721118614,0,0.000151060544223723,1,0,1
1,10,0,0.000755302721118614,0,0.000151060544223723,1,0,1
1,11,0,0.000755302721118614,0,0.000151060544223723,1,0,1
1,12,0.000607415395100305,0.00235803711908778,0,0.00083605666087774,3,0,1
1,13,0.000205118485906296,0.00238789740414507,3.73821178532729e-05,0.000608126995943445,4,1,1
1,14,3.45532626918519e-05,0.00235847772439876,4.58286490495838e-06,0.000493344075475854,4,1,1
1,15,0,0.000755302721118614,0,0.000151060544223723,1,0,1
1,16,0,0.000755302721118614,0,0.000151060544223723,1,0,1
1,17,0,0.000755302721118614,0,0.000151060544223723,1,0,1
1,18,0,0.000755302721118614,0,0.000151060544223723,1,0,1
1,19,0.000607415395100305,0.00235803711908778,0,0.00083605666087774,3,0,1
1,20,2.21921565597405e-05,0.00153265626770494,8.67267147628938e-06,0.000321581081772089,4,1,1
2,1,0,0,0,0,1,0,1
2,2,0,0,0,0,1,0,1
2,3,0,0,0,0,1,0,1
2,4,0,0,0,0,1,0,1
2,5,0,0,0,0,1,0,1
2,6,0,0,0,0,1,0,1
2,7,0,0,0,0,1,0,1
2,8,0,0,0,0,1,0,1
2,9,0,0,0,0,1,0,1
2,10,0,0,0,0,1,0,1
2,11,0,0,0,0,1,0,1
2,12,0,0,0,0,1,0,1
2,13,0,0,0,0,1,0,1
2,14,0,0,0,0,1,0,1
2,15,0,0,0,0,1,0,1
2,16,0,0,0,0,1,0,1
2,17,0,0,0,0,1,0,1
2,18,0,0,0,0,1,0,1
2,19,0,0,0,0,1,0,1
2,20,0,0,0,0,1,0,1
3,1,0,0,0,0,1,0,1
3,2,0,0,0,0,1,0,1
3,3,0,0,0,0,1,0,1
3,4,0,0,0,0,1,0,1
3,5,0,0,0,0,1,0,1
3,6,0,0,0,0,1,0,1
