branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,new_slack_bus,main_island_load_mw,main_island_load_share,main_island_generation_mw,main_island_gen_share,original_slack_island_id,original_slack_island_load_mw,original_slack_island_load_share,original_slack_island_generation_mw,main_island_selection_reason
1,1,2,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
2,1,39,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
3,2,3,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
4,2,25,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
5,2,30,2,1,0,355.152296144922,171.604938271605,31,6254.23,1,5974.85854574445,0.943893888175566,1,6254.23,1,5974.85854574445,original_slack_island_has_sufficient_load
6,3,4,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
7,3,18,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
8,4,5,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
9,4,14,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
10,5,6,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
11,5,8,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
12,6,7,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
13,6,11,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
14,6,31,2,1,9.2,849.475938271605,171.604938271605,39,6245.03,0.998528995575794,5480.53490361777,0.865801819382342,2,9.2,0.0014710044242057,849.475938271605,largest_load_island_selected
15,7,8,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
16,8,9,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
17,9,39,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
18,10,11,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
19,10,13,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
20,10,32,2,1,0,626.249569590131,171.604938271605,31,6254.23,1,5703.76127229924,0.901066588157184,1,6254.23,1,5703.76127229924,original_slack_island_has_sufficient_load
21,12,11,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
22,12,13,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
23,13,14,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
24,14,15,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
25,15,16,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
26,16,17,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
27,16,19,2,1,680,1139.31406727197,343.20987654321,31,5574.23,0.89127358603697,5190.6967746174,0.820013883746854,1,5574.23,0.89127358603697,5190.6967746174,original_slack_island_has_sufficient_load
28,16,21,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
29,16,24,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
30,17,18,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
31,17,27,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
32,19,20,2,1,680,526.25845844498,171.604938271605,31,5574.23,0.89127358603697,5803.75238344439,0.916862945168684,1,5574.23,0.89127358603697,5803.75238344439,original_slack_island_has_sufficient_load
33,19,33,2,1,0,613.055608826994,171.604938271605,31,6254.23,1,5716.95523306238,0.90315093857817,1,6254.23,1,5716.95523306238,original_slack_island_has_sufficient_load
34,20,34,2,1,0,526.25845844498,171.604938271605,31,6254.23,1,5803.75238344439,0.916862945168684,1,6254.23,1,5803.75238344439,original_slack_island_has_sufficient_load
35,21,22,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
36,22,23,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
37,22,35,2,1,0,625.816025897468,171.604938271605,31,6254.23,1,5704.19481599191,0.901135078354672,1,6254.23,1,5704.19481599191,original_slack_island_has_sufficient_load
38,23,24,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
39,23,36,2,1,0,562.789755574075,171.604938271605,31,6254.23,1,5767.2210863153,0.911091818066129,1,6254.23,1,5767.2210863153,original_slack_island_has_sufficient_load
40,25,26,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
41,25,37,2,1,0,548.87265473755,171.604938271605,31,6254.23,1,5781.13818715182,0.913290408429423,1,6254.23,1,5781.13818715182,original_slack_island_has_sufficient_load
42,26,27,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
43,26,28,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
44,26,29,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
45,28,29,1,1,0,0,0,31,6254.23,1,6330.01084188937,1,1,6254.23,1,6330.01084188937,original_slack_island_has_sufficient_load
46,29,38,2,1,0,751.457840940679,171.604938271605,31,6254.23,1,5578.5530009487,0.88128648438201,1,6254.23,1,5578.5530009487,original_slack_island_has_sufficient_load
