initial_branch,trial_id,stage_id,pf_converged,severity_valid,invalid_reason,replay_source,stage_load_shed_mw,base_load_mw,stage_cumulative_probability,max_P_li_pu_if_available,min_voltage_pu_if_available,max_voltage_pu_if_available
1,13,5,0,0,nonconverged_power_flow,invalid_nonconverged,3471.58405,6254.23,8.97387626056316e-07,1.29474045224083,0.611097805540011,1.0576827
1,14,5,0,0,nonconverged_power_flow,invalid_nonconverged,3120.39755,6254.23,4.8173205001506e-08,4.44361378433605,0.0375318170356015,1.0576827
1,20,5,0,0,nonconverged_power_flow,invalid_nonconverged,4336.16,6254.23,8.33710184943553e-08,3.17128948458223,0.0413141052024453,1.0576827
8,13,4,0,0,nonconverged_power_flow,invalid_nonconverged,4166.7285,6254.23,2.90391528899334e-08,4.91200825236963,0.0213372190431079,1.25036066259058
8,20,4,0,0,nonconverged_power_flow,invalid_nonconverged,4618.9285,6254.23,2.34083598462512e-08,10.6124878032135,0.0588127919432797,1.17270852679212
10,2,5,0,0,nonconverged_power_flow,invalid_nonconverged,2948.1125,6254.23,2.67923429384426e-07,1.58450014512154,0.027935608938839,1.0501068
10,7,4,0,0,nonconverged_power_flow,invalid_nonconverged,3785.008,6254.23,2.79458623807291e-07,6.82907061509926,0.260612418393434,1.28913919658103
13,12,5,0,0,nonconverged_power_flow,invalid_nonconverged,4432.0635,6254.23,1.20820105954456e-09,144.780013628197,0.103745271373246,2.92771374009221
13,13,4,0,0,nonconverged_power_flow,invalid_nonconverged,2364.68,6254.23,5.1302880289401e-09,5.72833712022712,0.00352208286764477,1.13884971906973
14,1,4,0,0,nonconverged_power_flow,invalid_nonconverged,3471.58405,6254.23,0.000105149935893616,1.45091747618709,0.346016726425826,1.0576827
14,3,4,0,0,nonconverged_power_flow,invalid_nonconverged,3471.58405,6254.23,1.62659733590544e-05,1.29474045224083,0.611097805540011,1.0576827
14,4,4,0,0,nonconverged_power_flow,invalid_nonconverged,4051.813,6254.23,3.62402039632492e-09,8.15353721500167,0.0399798244864043,1.07623597177212
14,7,4,0,0,nonconverged_power_flow,invalid_nonconverged,3471.58405,6254.23,0.000105149935893616,1.45091747618709,0.346016726425826,1.0576827
14,8,4,0,0,nonconverged_power_flow,invalid_nonconverged,3923.78405,6254.23,5.40399940932124e-06,37.9764862753988,0.0177740492100388,2.75165923750235
14,9,4,0,0,nonconverged_power_flow,invalid_nonconverged,4291.7492,6254.23,4.37965625990212e-06,15.6855275619845,0.0542935052474088,1.74465640546649
14,12,4,0,0,nonconverged_power_flow,invalid_nonconverged,3471.58405,6254.23,0.000105149935893616,1.45091747618709,0.346016726425826,1.0576827
14,13,4,0,0,nonconverged_power_flow,invalid_nonconverged,3471.58405,6254.23,4.02113231204148e-06,61.579105874148,0.191119483004206,2.7714362778796
14,14,4,0,0,nonconverged_power_flow,invalid_nonconverged,3471.58405,6254.23,0.000105149935893616,1.45091747618709,0.346016726425826,1.0576827
14,15,4,0,0,nonconverged_power_flow,invalid_nonconverged,3471.58405,6254.23,0.000105149935893616,1.45091747618709,0.346016726425826,1.0576827
14,16,3,0,0,nonconverged_power_flow,invalid_nonconverged,1882.709,6254.23,1.7310492018066e-06,2623.7210890099,0.0423997029176367,13.0265642900795
14,19,4,0,0,nonconverged_power_flow,invalid_nonconverged,3923.78405,6254.23,3.49336728221654e-05,6.10361310472439,0.00176984830579752,1.0576827
14,20,4,0,0,nonconverged_power_flow,invalid_nonconverged,3923.78405,6254.23,3.49336728221654e-05,6.10361310472439,0.00176984830579752,1.0576827
18,5,5,0,0,nonconverged_power_flow,invalid_nonconverged,2748.2611,6254.23,5.85794417266055e-07,1.77382029847509,0.916526601693249,1.1048548774242
20,12,4,0,0,nonconverged_power_flow,invalid_nonconverged,2723.829,6254.23,4.64847147041362e-09,1.13053672282484,0.982,1.32655419833606
23,3,4,0,0,nonconverged_power_flow,invalid_nonconverged,4618.9285,6254.23,4.95941633777926e-07,10.6124878032135,0.0588127919432797,1.17270852679212
23,11,5,0,0,nonconverged_power_flow,invalid_nonconverged,2753.635,6254.23,3.28923769903935e-07,51.2435618154411,0.0305488327068449,1.70782666115124
33,12,4,0,0,nonconverged_power_flow,invalid_nonconverged,3521.829,6254.23,8.70681747296511e-08,59.0520991712694,0.017302309772386,4.77558245330279
34,16,4,0,0,nonconverged_power_flow,invalid_nonconverged,2052.34,6254.23,6.17538539361232e-10,20.037504862121,0.0157654369179845,2.0991233854904
