initial_branch,sigma,sample_count,initial_branch_weight,SLLR,SLFOR,SNVOR,CRI
10,0.95,20,NaN,0.00102831562304671,0.0585375864984573,0.00356583651517968,0.0130376739765554
14,0.95,20,NaN,0.00645791948202667,0.011986813906779,0.00438018887458178,0.00714815224548816
35,0.95,20,NaN,0.000807951794755481,0.0145238044646117,0.000429812581921405,0.0034754944861599
32,0.95,20,NaN,0.00383264982685162,0.000348828831158658,0,0.0023693556623427
28,0.95,20,NaN,0.00176856637474603,0.00336190192997726,7.5544584552625e-07,0.00173367130001218
42,0.95,20,NaN,0.00104512742963719,0.0032636199280193,0.000173450078091534,0.00131449045900448
23,0.95,20,NaN,4.03567530324044e-05,0.00627732309771429,0.000136671886033849,0.00130701304856907
38,0.95,20,NaN,0.00105017979581255,0.00171552471817892,3.09532879937635e-05,0.000979403478722069
1,0.95,20,NaN,0.000607415395100305,0.00235847772439876,8.67267147628938e-06,0.000837879316235192
19,0.95,20,NaN,8.42279397448238e-06,0.00328328031077646,0.000141676770174397,0.000690045092574861
46,0.95,20,NaN,2.08854268228602e-05,0.00280689485744052,4.47455324593356e-05,0.000582859334073687
39,0.95,20,NaN,0.000112854587438562,0.000941324619340614,3.17426902418372e-05,0.000262326214379628
13,0.95,20,NaN,1.24962256187802e-05,0.000966412067757412,5.03686473954085e-05,0.000210853878401832
11,0.95,20,NaN,0.000219893764055531,0.000161355578188059,0.000169944128901743,0.000198196199851279
12,0.95,20,NaN,0.000119275652890942,6.71208329821331e-05,8.52413147490547e-05,0.000102037821280803
27,0.95,20,NaN,0.000111991671354627,5.33246864112739e-06,0,6.82614965410018e-05
18,0.95,20,NaN,0,0.000279127119593318,0,5.58254239186636e-05
33,0.95,20,NaN,8.67588653803399e-06,4.4121212844767e-05,6.18568746377999e-06,1.52669119845298e-05
8,0.95,20,NaN,1.84884939306966e-06,5.50642720735502e-05,3.43859768655729e-07,1.2190936004283e-05
34,0.95,20,NaN,7.91009515766027e-07,2.53531167266266e-05,3.29446465904958e-06,6.20412198659485e-06
2,0.95,20,NaN,0,0,0,0
3,0.95,20,NaN,0,0,0,0
4,0.95,20,NaN,0,0,0,0
5,0.95,20,NaN,0,0,0,0
6,0.95,20,NaN,0,0,0,0
7,0.95,20,NaN,0,0,0,0
9,0.95,20,NaN,0,0,0,0
15,0.95,20,NaN,0,0,0,0
16,0.95,20,NaN,0,0,0,0
17,0.95,20,NaN,0,0,0,0
20,0.95,20,NaN,0,0,0,0
21,0.95,20,NaN,0,0,0,0
22,0.95,20,NaN,0,0,0,0
24,0.95,20,NaN,0,0,0,0
25,0.95,20,NaN,0,0,0,0
26,0.95,20,NaN,0,0,0,0
29,0.95,20,NaN,0,0,0,0
30,0.95,20,NaN,0,0,0,0
31,0.95,20,NaN,0,0,0,0
36,0.95,20,NaN,0,0,0,0
37,0.95,20,NaN,0,0,0,0
40,0.95,20,NaN,0,0,0,0
41,0.95,20,NaN,0,0,0,0
43,0.95,20,NaN,0,0,0,0
44,0.95,20,NaN,0,0,0,0
45,0.95,20,NaN,0,0,0,0
