branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,original_slack_in_main_island,new_slack_bus,pf_converged_before_shedding,pf_converged_after_shedding,corrective_load_shed_mw,load_shed_mw,num_overloaded_lines,max_line_loading_pu,num_voltage_violations,max_voltage_deviation_pu,SLLR,SLFOR,SNVOR,CRI,main_island_load_share,original_slack_island_load_share,main_island_selection_reason
1,1,2,1,1,0,0,0,1,31,1,1,0,0,1,1.04537058279469,0,0,0,0.0453705827946882,0,0.00907411655893764,1,1,original_slack_island_has_sufficient_load
2,1,39,1,1,0,0,0,1,31,1,1,0,0,0,0.886648736245535,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
3,2,3,1,1,0,0,0,1,31,1,1,0,0,0,0.806920128500989,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
4,2,25,1,1,0,0,0,1,31,1,1,0,0,0,0.796867718426941,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
5,2,30,2,1,0,355.152296144922,171.604938271605,1,31,1,1,0,0,0,0.802936409598629,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
6,3,4,1,1,0,0,0,1,31,1,1,0,0,0,0.793650689717023,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
7,3,18,1,1,0,0,0,1,31,1,1,0,0,0,0.794918042384475,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
8,4,5,1,1,0,0,0,1,31,1,1,0,0,0,0.879926077916207,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
9,4,14,1,1,0,0,0,1,31,1,1,0,0,0,0.963288094711068,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
10,5,6,1,1,0,0,0,1,31,1,1,0,0,1,1.02341705097364,0,0,0,0.0234170509736389,0,0.00468341019472778,1,1,original_slack_island_has_sufficient_load
11,5,8,1,1,0,0,0,1,31,1,1,0,0,0,0.952681390676111,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
12,6,7,1,1,0,0,0,1,31,1,1,0,0,0,0.947751131824193,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
13,6,11,1,1,0,0,0,1,31,1,1,0,0,2,1.0393663985232,0,0,0,0.0787327970463978,0,0.0157465594092796,1,1,original_slack_island_has_sufficient_load
14,6,31,2,1,9.2,849.475938271605,171.604938271605,0,39,1,1,0,9.2,1,1.2016791555103,0,0,0.0014710044242057,0.201679155510304,0,0.0412184337565842,0.998528995575794,0.0014710044242057,largest_load_island_selected
15,7,8,1,1,0,0,0,1,31,1,1,0,0,0,0.794212866852692,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
16,8,9,1,1,0,0,0,1,31,1,1,0,0,0,0.798099430268068,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
17,9,39,1,1,0,0,0,1,31,1,1,0,0,0,0.793219424194345,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
18,10,11,1,1,0,0,0,1,31,1,1,0,0,1,1.08448463843856,0,0,0,0.0844846384385607,0,0.0168969276877121,1,1,original_slack_island_has_sufficient_load
19,10,13,1,1,0,0,0,1,31,1,1,0,0,2,1.08877638112643,0,0,0,0.177552762252864,0,0.0355105524505729,1,1,original_slack_island_has_sufficient_load
20,10,32,2,1,0,626.249569590131,171.604938271605,1,31,1,1,0,0,0,0.90398720681202,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
21,12,11,1,1,0,0,0,1,31,1,1,0,0,0,0.793891757279818,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
22,12,13,1,1,0,0,0,1,31,1,1,0,0,0,0.793036086745203,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
23,13,14,1,1,0,0,0,1,31,1,1,0,0,2,1.30203991688261,0,0,0,0.604079833765214,0,0.120815966753043,1,1,original_slack_island_has_sufficient_load
24,14,15,1,1,0,0,0,1,31,1,1,0,0,0,0.802538687855773,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
25,15,16,1,1,0,0,0,1,31,1,1,0,0,0,0.808545075741995,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
26,16,17,1,1,0,0,0,1,31,1,1,0,0,0,0.840255909524302,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
27,16,19,2,1,680,1139.31406727197,343.20987654321,1,31,1,1,0,680,0,0.854620040659519,0,0,0.10872641396303,0,0,0.0652358483778179,0.89127358603697,0.89127358603697,original_slack_island_has_sufficient_load
28,16,21,1,1,0,0,0,1,31,1,1,0,0,1,1.115858900751,0,0,0,0.115858900751002,0,0.0231717801502004,1,1,original_slack_island_has_sufficient_load
29,16,24,1,1,0,0,0,1,31,1,1,0,0,0,0.800738078816911,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
30,17,18,1,1,0,0,0,1,31,1,1,0,0,0,0.830990831592511,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
31,17,27,1,1,0,0,0,1,31,1,1,0,0,0,0.797436844067621,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
32,19,20,2,1,680,526.25845844498,171.604938271605,1,31,1,1,0,680,1,1.04723921059666,0,0,0.10872641396303,0.0472392105966635,0,0.0746836904971506,0.89127358603697,0.89127358603697,original_slack_island_has_sufficient_load
33,19,33,2,1,0,613.055608826994,171.604938271605,1,31,1,1,0,0,0,0.954428803543156,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
34,20,34,2,1,0,526.25845844498,171.604938271605,1,31,1,1,0,0,0,0.899231955658203,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
35,21,22,1,1,0,0,0,1,31,1,1,0,0,3,1.56934300730482,0,0,0,1.70802902191447,0,0.341605804382893,1,1,original_slack_island_has_sufficient_load
36,22,23,1,1,0,0,0,1,31,1,1,0,0,0,0.795082024578898,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
37,22,35,2,1,0,625.816025897468,171.604938271605,1,31,1,1,0,0,0,0.962229547465552,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
38,23,24,1,1,0,0,0,1,31,1,1,0,0,2,1.12738818085174,0,0,0,0.254776361703471,0,0.0509552723406943,1,1,original_slack_island_has_sufficient_load
39,23,36,2,1,0,562.789755574075,171.604938271605,1,31,1,1,0,0,0,0.918300541603748,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
40,25,26,1,1,0,0,0,1,31,1,1,0,0,0,0.849523482483389,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
41,25,37,2,1,0,548.87265473755,171.604938271605,1,31,1,1,0,0,0,0.8389766813542,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
42,26,27,1,1,0,0,0,1,31,1,1,0,0,1,1.04812849534088,0,0,0,0.0481284953408765,0,0.0096256990681753,1,1,original_slack_island_has_sufficient_load
43,26,28,1,1,0,0,0,1,31,1,1,0,0,0,0.797177404502009,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
44,26,29,1,1,0,0,0,1,31,1,1,0,0,0,0.798488158606244,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
45,28,29,1,1,0,0,0,1,31,1,1,0,0,0,0.799852629364889,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
46,29,38,2,1,0,751.457840940679,171.604938271605,1,31,1,1,0,0,1,1.02800682609953,0,0,0,0.0280068260995263,0,0.00560136521990526,1,1,original_slack_island_has_sufficient_load
