initial_branch,trial_id,stage_id,bus_id,voltage_pu,voltage_deviation_component,voltage_severity_component,pf_converged
26,17,1,10,1.0094380488335,0,0,1
26,17,1,11,1.00318871585162,0,0,1
26,17,1,12,0.989679695206628,0,0,1
26,17,1,13,1.00341694649378,0,0,1
26,17,1,14,0.993299459577479,0,0,1
26,17,1,15,0.986850339240913,0,0,1
26,17,1,16,1.00026996798652,0,0,1
26,17,1,17,1.00529279378073,0,0,1
26,17,1,18,1.00230916340981,0,0,1
26,17,1,19,1.03708740927561,0,0,1
26,17,1,20,0.978275082335626,0,0,1
26,17,1,21,0.992313392929799,0,0,1
26,17,1,22,1.00307477616552,0,0,1
26,17,1,23,0.995812954832048,0,0,1
26,17,1,24,1.00333095439954,0,0,1
26,17,1,25,1.02035211959495,0,0,1
26,17,1,26,1.02108512633161,0,0,1
26,17,1,27,1.00773368339161,0,0,1
26,17,1,28,1.02258623228279,0,0,1
26,17,1,29,1.02306207105027,0,0,1
26,17,1,30,1,0,0,1
26,17,1,31,1,0,0,1
26,17,1,32,1,0,0,1
26,17,1,33,1,0,0,1
26,17,1,34,1,0,0,1
26,17,1,35,1,0,0,1
26,17,1,36,1,0,0,1
26,17,1,37,1,0,0,1
26,17,1,38,1,0,0,1
26,17,1,39,1,0,0,1
26,18,1,1,1.00505989052068,0,0,1
26,18,1,2,1.01338799125655,0,0,1
26,18,1,3,1.00120969439453,0,0,1
26,18,1,4,0.983413691530549,0,0,1
26,18,1,5,0.990572637716066,0,0,1
26,18,1,6,0.994740308979335,0,0,1
26,18,1,7,0.98197020594491,0,0,1
26,18,1,8,0.980232557352137,0,0,1
26,18,1,9,1.01103349878484,0,0,1
26,18,1,10,1.0094380488335,0,0,1
26,18,1,11,1.00318871585162,0,0,1
26,18,1,12,0.989679695206628,0,0,1
26,18,1,13,1.00341694649378,0,0,1
26,18,1,14,0.993299459577479,0,0,1
26,18,1,15,0.986850339240913,0,0,1
26,18,1,16,1.00026996798652,0,0,1
26,18,1,17,1.00529279378073,0,0,1
26,18,1,18,1.00230916340981,0,0,1
26,18,1,19,1.03708740927561,0,0,1
26,18,1,20,0.978275082335626,0,0,1
26,18,1,21,0.992313392929799,0,0,1
26,18,1,22,1.00307477616552,0,0,1
26,18,1,23,0.995812954832048,0,0,1
26,18,1,24,1.00333095439954,0,0,1
26,18,1,25,1.02035211959495,0,0,1
26,18,1,26,1.02108512633161,0,0,1
26,18,1,27,1.00773368339161,0,0,1
26,18,1,28,1.02258623228279,0,0,1
26,18,1,29,1.02306207105027,0,0,1
26,18,1,30,1,0,0,1
26,18,1,31,1,0,0,1
26,18,1,32,1,0,0,1
26,18,1,33,1,0,0,1
26,18,1,34,1,0,0,1
26,18,1,35,1,0,0,1
26,18,1,36,1,0,0,1
26,18,1,37,1,0,0,1
26,18,1,38,1,0,0,1
26,18,1,39,1,0,0,1
26,19,1,1,1.00505989052068,0,0,1
26,19,1,2,1.01338799125655,0,0,1
26,19,1,3,1.00120969439453,0,0,1
26,19,1,4,0.983413691530549,0,0,1
26,19,1,5,0.990572637716066,0,0,1
26,19,1,6,0.994740308979335,0,0,1
26,19,1,7,0.98197020594491,0,0,1
26,19,1,8,0.980232557352137,0,0,1
26,19,1,9,1.01103349878484,0,0,1
26,19,1,10,1.0094380488335,0,0,1
26,19,1,11,1.00318871585162,0,0,1
26,19,1,12,0.989679695206628,0,0,1
26,19,1,13,1.00341694649378,0,0,1
26,19,1,14,0.993299459577479,0,0,1
26,19,1,15,0.986850339240913,0,0,1
26,19,1,16,1.00026996798652,0,0,1
26,19,1,17,1.00529279378073,0,0,1
26,19,1,18,1.00230916340981,0,0,1
26,19,1,19,1.03708740927561,0,0,1
26,19,1,20,0.978275082335626,0,0,1
26,19,1,21,0.992313392929799,0,0,1
26,19,1,22,1.00307477616552,0,0,1
26,19,1,23,0.995812954832048,0,0,1
26,19,1,24,1.00333095439954,0,0,1
26,19,1,25,1.02035211959495,0,0,1
26,19,1,26,1.02108512633161,0,0,1
26,19,1,27,1.00773368339161,0,0,1
26,19,1,28,1.02258623228279,0,0,1
26,19,1,29,1.02306207105027,0,0,1
26,19,1,30,1,0,0,1
26,19,1,31,1,0,0,1
26,19,1,32,1,0,0,1
26,19,1,33,1,0,0,1
26,19,1,34,1,0,0,1
26,19,1,35,1,0,0,1
26,19,1,36,1,0,0,1
26,19,1,37,1,0,0,1
26,19,1,38,1,0,0,1
26,19,1,39,1,0,0,1
