initial_branch,trial_id,stage_id,branch_index,from_bus,to_bus,PF,PT,active_flow_mw,active_limit_mw,P_li_pu,P_li_max_pu,line_overlimit_component,line_severity_component,pf_converged
30,13,1,27,16,19,-447.162509202014,450.53878570585,450.53878570585,600,0.750897976176416,1,0,0,1
30,13,1,28,16,21,-303.382317539887,304.183205719571,304.183205719571,600,0.506972009532618,1,0,0,1
30,13,1,29,16,24,-28.3384042367521,28.3460346270853,28.3460346270853,600,0.0472433910451421,1,0,0,1
30,13,1,30,17,18,0,0,0,600,0,1,0,0,1
30,13,1,31,17,27,150.193057790984,-149.897204489178,150.193057790984,600,0.250321762984973,1,0,0,1
30,13,1,32,19,20,144.08110972033,-143.929911897008,144.08110972033,900,0.160090121911478,1,0,0,1
30,13,1,33,19,33,-594.61989542618,597.394063380088,597.394063380088,900,0.663771181533431,1,0,0,1
30,13,1,34,20,34,-536.070088102992,538.920410571229,538.920410571229,900,0.598800456190254,1,0,0,1
30,13,1,35,21,22,-578.18320571957,580.877527737749,580.877527737749,900,0.645419475264165,1,0,0,1
30,13,1,36,22,23,25.1135423331672,-25.0775643690083,25.1135423331672,600,0.041855903888612,1,0,0,1
30,13,1,37,22,35,-605.991070070917,605.991070070917,605.991070070917,900,0.673323411189907,1,0,0,1
30,13,1,38,23,24,339.512977476154,-336.946034627084,339.512977476154,600,0.565854962460257,1,0,0,1
30,13,1,39,23,36,-561.935413107146,563.531328023537,563.531328023537,900,0.626145920026152,1,0,0,1
30,13,1,40,25,26,75.3789827891592,-75.1998979546859,75.3789827891592,600,0.125631637981932,1,0,0,1
30,13,1,41,25,37,-552.307518244591,554.155912141232,554.155912141232,900,0.615728791268035,1,0,0,1
30,13,1,42,26,27,131.415909376021,-131.102795510821,131.415909376021,600,0.219026515626702,1,0,0,1
30,13,1,43,26,28,-72.8272818250318,73.0473566300879,73.0473566300879,600,0.12174559438348,1,0,0,1
30,13,1,44,26,29,-122.388729596303,123.216344096288,123.216344096288,600,0.205360573493813,1,0,0,1
30,13,1,45,28,29,-279.047356630088,280.100043181934,280.100043181934,600,0.466833405303223,1,0,0,1
30,13,1,46,29,38,-686.816387278222,690.632458715039,690.632458715039,1200,0.575527048929199,1,0,0,1
30,14,1,1,1,2,-269.507888548935,272.054926139679,272.054926139679,600,0.453424876899465,1,0,0,1
30,14,1,2,1,39,171.907888548934,-171.613369002615,171.907888548934,1000,0.171907888548934,1,0,0,1
30,14,1,3,2,3,400.171861172987,-398.058944829871,400.171861172987,500,0.800343722345973,1,0,0,1
30,14,1,4,2,25,-248.545194935657,252.92853545543,252.92853545543,500,0.50585707091086,1,0,0,1
30,14,1,5,2,30,-423.681592377008,423.681592377008,423.681592377008,900,0.470757324863342,1,0,0,1
30,14,1,6,3,4,-82.2255122969641,82.3573017971212,82.3573017971212,500,0.164714603594242,1,0,0,1
30,14,1,7,3,18,158.284457126835,-158,158.284457126835,500,0.31656891425367,1,0,0,1
30,14,1,8,4,5,-276.289015570057,276.933241590441,276.933241590441,600,0.461555402650735,1,0,0,1
30,14,1,9,4,14,-306.068286227065,306.87831130694,306.87831130694,500,0.613756622613879,1,0,0,1
30,14,1,10,5,6,-676.067383234001,677.018777983787,677.018777983787,1200,0.564182314986489,1,0,0,1
30,14,1,11,5,8,399.134141643562,-397.798764800894,399.134141643562,900,0.443482379603958,1,0,0,1
30,14,1,12,6,7,529.070774479505,-527.297764077957,529.070774479505,900,0.587856416088339,1,0,0,1
30,14,1,13,6,11,-267.000176805943,267.546844628853,267.546844628853,480,0.557389259643444,1,0,0,1
30,14,1,14,6,31,-939.089375657347,939.089375657347,939.089375657347,1800,0.521716319809637,1,0,0,1
