initial_branch,trial_id,stage_id,bus_id,voltage_pu,voltage_deviation_component,voltage_severity_component,pf_converged
17,12,1,33,1,0,0,1
17,12,1,34,1,0,0,1
17,12,1,35,1,0,0,1
17,12,1,36,1,0,0,1
17,12,1,37,1,0,0,1
17,12,1,38,1,0,0,1
17,12,1,39,1,0,0,1
17,13,1,1,0.996176853271902,0,0,1
17,13,1,2,1.01002051518096,0,0,1
17,13,1,3,1.00146630543657,0,0,1
17,13,1,4,0.987304439498011,0,0,1
17,13,1,5,0.995381979816818,0,0,1
17,13,1,6,0.99942485485105,0,0,1
17,13,1,7,0.987662308872491,0,0,1
17,13,1,8,0.986236586375725,0,0,1
17,13,1,9,1.01687567870036,0,0,1
17,13,1,10,1.01279558452609,0,0,1
17,13,1,11,1.00710097435497,0,0,1
17,13,1,12,0.993446452035404,0,0,1
17,13,1,13,1.00686160907121,0,0,1
17,13,1,14,0.997416672692978,0,0,1
17,13,1,15,0.991618666992148,0,0,1
17,13,1,16,1.00417586152471,0,0,1
17,13,1,17,1.00515462846151,0,0,1
17,13,1,18,1.00237028214296,0,0,1
17,13,1,19,1.03852352398537,0,0,1
17,13,1,20,0.979059148070676,0,0,1
17,13,1,21,0.995067531738447,0,0,1
17,13,1,22,1.00455124634064,0,0,1
17,13,1,23,0.997342181850362,0,0,1
17,13,1,24,1.00689160005615,0,0,1
17,13,1,25,1.02173534351642,0,0,1
17,13,1,26,1.02256254585131,0,0,1
17,13,1,27,1.00870944550832,0,0,1
17,13,1,28,1.0233482051903,0,0,1
17,13,1,29,1.02358423562592,0,0,1
17,13,1,30,1,0,0,1
17,13,1,31,1,0,0,1
17,13,1,32,1,0,0,1
17,13,1,33,1,0,0,1
17,13,1,34,1,0,0,1
17,13,1,35,1,0,0,1
17,13,1,36,1,0,0,1
17,13,1,37,1,0,0,1
17,13,1,38,1,0,0,1
17,13,1,39,1,0,0,1
17,14,1,1,0.996176853271902,0,0,1
17,14,1,2,1.01002051518096,0,0,1
17,14,1,3,1.00146630543657,0,0,1
17,14,1,4,0.987304439498011,0,0,1
17,14,1,5,0.995381979816818,0,0,1
17,14,1,6,0.99942485485105,0,0,1
17,14,1,7,0.987662308872491,0,0,1
17,14,1,8,0.986236586375725,0,0,1
17,14,1,9,1.01687567870036,0,0,1
17,14,1,10,1.01279558452609,0,0,1
17,14,1,11,1.00710097435497,0,0,1
17,14,1,12,0.993446452035404,0,0,1
17,14,1,13,1.00686160907121,0,0,1
17,14,1,14,0.997416672692978,0,0,1
17,14,1,15,0.991618666992148,0,0,1
17,14,1,16,1.00417586152471,0,0,1
17,14,1,17,1.00515462846151,0,0,1
17,14,1,18,1.00237028214296,0,0,1
17,14,1,19,1.03852352398537,0,0,1
17,14,1,20,0.979059148070676,0,0,1
17,14,1,21,0.995067531738447,0,0,1
17,14,1,22,1.00455124634064,0,0,1
17,14,1,23,0.997342181850362,0,0,1
17,14,1,24,1.00689160005615,0,0,1
17,14,1,25,1.02173534351642,0,0,1
17,14,1,26,1.02256254585131,0,0,1
17,14,1,27,1.00870944550832,0,0,1
17,14,1,28,1.0233482051903,0,0,1
17,14,1,29,1.02358423562592,0,0,1
17,14,1,30,1,0,0,1
17,14,1,31,1,0,0,1
17,14,1,32,1,0,0,1
17,14,1,33,1,0,0,1
17,14,1,34,1,0,0,1
17,14,1,35,1,0,0,1
17,14,1,36,1,0,0,1
17,14,1,37,1,0,0,1
17,14,1,38,1,0,0,1
17,14,1,39,1,0,0,1
17,15,1,1,0.996176853271902,0,0,1
17,15,1,2,1.01002051518096,0,0,1
17,15,1,3,1.00146630543657,0,0,1
17,15,1,4,0.987304439498011,0,0,1
17,15,1,5,0.995381979816818,0,0,1
17,15,1,6,0.99942485485105,0,0,1
17,15,1,7,0.987662308872491,0,0,1
17,15,1,8,0.986236586375725,0,0,1
17,15,1,9,1.01687567870036,0,0,1
17,15,1,10,1.01279558452609,0,0,1
17,15,1,11,1.00710097435497,0,0,1
17,15,1,12,0.993446452035404,0,0,1
17,15,1,13,1.00686160907121,0,0,1
17,15,1,14,0.997416672692978,0,0,1
17,15,1,15,0.991618666992148,0,0,1
17,15,1,16,1.00417586152471,0,0,1
17,15,1,17,1.00515462846151,0,0,1
17,15,1,18,1.00237028214296,0,0,1
17,15,1,19,1.03852352398537,0,0,1
17,15,1,20,0.979059148070676,0,0,1
17,15,1,21,0.995067531738447,0,0,1
17,15,1,22,1.00455124634064,0,0,1
17,15,1,23,0.997342181850362,0,0,1
17,15,1,24,1.00689160005615,0,0,1
17,15,1,25,1.02173534351642,0,0,1
17,15,1,26,1.02256254585131,0,0,1
17,15,1,27,1.00870944550832,0,0,1
17,15,1,28,1.0233482051903,0,0,1
17,15,1,29,1.02358423562592,0,0,1
17,15,1,30,1,0,0,1
17,15,1,31,1,0,0,1
17,15,1,32,1,0,0,1
17,15,1,33,1,0,0,1
17,15,1,34,1,0,0,1
17,15,1,35,1,0,0,1
17,15,1,36,1,0,0,1
17,15,1,37,1,0,0,1
17,15,1,38,1,0,0,1
