initial_branch,trial_id,stage_id,terminated_reason,stage_probability_mode,candidate_count,selected_candidate_count,unselected_candidate_count,selected_probability_product,unselected_probability_product,stage_transition_probability,probability_status,terminal_stage_flag,should_multiply_candidate_complements,missing_reason,selected_branch_ids,random_u_selected,candidate_probability_basis,note
1,1,1,continue,bernoulli_full_event,45,1,44,1,0.754028963417034,0.754028963417034,full_event_available,0,1,,"3","0.16777",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,1,2,continue,bernoulli_full_event,44,3,41,0.998674969724763,0.76890847960436,0.767889652589998,full_event_available,0,1,,"4,40,42","0.84134,0.86507,0.70673",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,1,3,continue,bernoulli_full_event,35,3,32,0.627186589696923,0.00768234687319093,0.00481826493626544,full_event_available,0,1,,"8,14,19","0.18445,0.55492,0.31452",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,1,4,load_loss_threshold,bernoulli_full_event,32,0,32,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,2,1,continue,bernoulli_full_event,45,2,43,0.006532483825,0.75898703393963,0.00495807052259536,full_event_available,0,1,,"3,20","0.63933,0.0061165",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,2,2,continue,bernoulli_full_event,43,5,38,0.829010399658158,0.783615401758173,0.649625317389831,full_event_available,0,1,,"4,14,27,40,42","0.97115,0.19021,0.18892,0.93665,0.53493",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,2,3,load_loss_threshold,bernoulli_full_event,0,0,0,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,3,1,continue,bernoulli_full_event,45,1,44,1,0.754028963417034,0.754028963417034,full_event_available,0,1,,"3","0.88599",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,3,2,continue,bernoulli_full_event,44,5,39,3.99909133176555e-05,0.778746283103271,3.11427751040293e-05,full_event_available,0,1,,"4,19,34,40,42","0.8497,0.0055588,0.0022363,0.077907,0.2423",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,3,3,continue,bernoulli_full_event,33,7,26,1,0.697968820256658,0.697968820256658,full_event_available,0,1,,"6,8,10,13,14,18,20","0.60742,0.15991,0.28637,0.62277,0.016416,0.32493,0.23327",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,3,4,load_loss_threshold,bernoulli_full_event,20,0,20,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,4,1,continue,bernoulli_full_event,45,2,43,0.006007770575,0.758586376327329,0.0045574129102952,full_event_available,0,1,,"3,15","0.40076,0.0046112",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,4,2,continue,bernoulli_full_event,43,5,38,0.998688209866782,0.783794231602512,0.782766058063022,full_event_available,0,1,,"4,10,11,40,42","0.24475,0.50411,0.29667,0.97534,0.6599",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,4,3,load_loss_threshold,bernoulli_full_event,29,0,29,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,5,1,continue,bernoulli_full_event,45,1,44,1,0.754028963417034,0.754028963417034,full_event_available,0,1,,"3","0.34549",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,5,2,continue,bernoulli_full_event,44,3,41,0.998674969724763,0.76890847960436,0.767889652589998,full_event_available,0,1,,"4,40,42","0.15509,0.82082,0.79276",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,5,3,continue,bernoulli_full_event,35,5,30,0.458127235629595,0.26260382188191,0.120305962984526,full_event_available,0,1,,"8,10,14,20,23","0.30704,0.63342,0.84751,0.57183,0.26247",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,5,4,load_loss_threshold,bernoulli_full_event,19,0,19,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,6,1,continue,bernoulli_full_event,45,1,44,1,0.754028963417034,0.754028963417034,full_event_available,0,1,,"3","0.45732",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,6,2,continue,bernoulli_full_event,44,3,41,0.998674969724763,0.76890847960436,0.767889652589998,full_event_available,0,1,,"4,40,42","0.30422,0.17874,0.26688",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,6,3,continue,bernoulli_full_event,35,4,31,0.482812478381705,0.0333734690546113,0.016113127306452,full_event_available,0,1,,"8,14,19,20","0.45045,0.13017,0.38154,0.44508",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,6,4,load_loss_threshold,bernoulli_full_event,31,0,31,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,7,1,continue,bernoulli_full_event,45,2,43,0.00656119455,0.759008968927362,0.00498000551032732,full_event_available,0,1,,"2,3","0.0022012,0.78287",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,7,2,continue,bernoulli_full_event,43,3,40,0.998666227329107,0.773986757298117,0.772954434913599,full_event_available,0,1,,"4,40,42","0.54622,0.58896,0.73508",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,7,3,continue,bernoulli_full_event,34,4,30,0.230513372002817,0.248218318941933,0.0572176416921756,full_event_available,0,1,,"8,10,14,19","0.96718,0.17179,0.7876,0.17114",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,7,4,load_loss_threshold,bernoulli_full_event,30,0,30,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
