initial_branch,trial_id,chain_depth,terminated_reason,total_load_shed_mw,total_load_shed_frac,max_line_loading_pu,max_voltage_deviation_pu,num_total_outaged_branches,final_converged,basic_LLR,basic_LFOR,basic_NVOR,basic_CRI
1,1,4,load_loss_threshold,2955.459,0.472553615712886,1.42228418683261,0.0389978373886931,11,0,1,1,1,1
1,2,4,load_loss_threshold,3176.14,0.507838694771379,1.97494004506001,0.194028559706813,11,1,0.507838694771379,6.8245803154201,1.94028559706813,2.05767639936047
1,3,4,load_loss_threshold,3176.14,0.507838694771379,1.97494004506001,0.194028559706813,10,1,0.507838694771379,6.8245803154201,1.94028559706813,2.05767639936047
1,4,4,load_loss_threshold,2479.459,0.396445125938765,1.42228418683261,0.0826880886381031,9,1,0.396445125938765,0.246148942225908,0.909568975019134,0.469010659012267
1,5,4,load_loss_threshold,3176.14,0.507838694771379,1.97494004506001,0.194028559706813,11,1,0.507838694771379,6.8245803154201,1.94028559706813,2.05767639936047
2,1,4,load_loss_threshold,3176.14,0.507838694771379,1.97494004506001,0.194028559706813,8,1,0.507838694771379,6.8245803154201,1.94028559706813,2.05767639936047
2,2,4,load_loss_threshold,3176.14,0.507838694771379,1.97494004506001,0.194028559706813,9,1,0.507838694771379,6.8245803154201,1.94028559706813,2.05767639936047
2,3,5,max_depth_reached,4527.967,0.723984727136674,1.41502290687059,0.123544811718034,15,0,1,1,1,1
2,4,4,load_loss_threshold,2728.379,0.436245389120643,1.49756539260853,0.101610908204955,8,0,1,1,1,1
2,5,4,load_loss_threshold,3176.14,0.507838694771379,1.97494004506001,0.194028559706813,9,1,0.507838694771379,6.8245803154201,1.94028559706813,2.05767639936047
3,1,1,no_new_outage,0,0,0.798362222161828,0,1,1,0,0,0,0
3,2,1,no_new_outage,0,0,0.798362222161828,0,1,1,0,0,0,0
3,3,1,no_new_outage,0,0,0.798362222161828,0,1,1,0,0,0,0
3,4,1,no_new_outage,0,0,0.798362222161828,0,1,1,0,0,0,0
3,5,1,no_new_outage,0,0,0.798362222161828,0,1,1,0,0,0,0
4,1,1,no_new_outage,0,0,0.785497254339751,0,1,1,0,0,0,0
4,2,1,no_new_outage,0,0,0.785497254339751,0,1,1,0,0,0,0
4,3,1,no_new_outage,0,0,0.785497254339751,0,1,1,0,0,0,0
4,4,1,no_new_outage,0,0,0.785497254339751,0,1,1,0,0,0,0
4,5,1,no_new_outage,0,0,0.785497254339751,0,1,1,0,0,0,0
5,1,4,load_loss_threshold,2157.7145,0.345000823442694,1.28889318450786,0,5,1,0.345000823442694,2.02225229155501,0,0.611450952376618
