initial_branch,sigma,sample_count,initial_branch_weight,SLLR,SLFOR,SNVOR,CRI
14,0.95,20,NaN,0.00379877314571726,0.00663650147413299,0.00160450289570674,0.0039274647613983
32,0.95,20,NaN,0.00421860738381529,0.000627794963325707,0,0.00265672342295431
35,0.95,20,NaN,0.000645401794110023,0.010397368844712,6.14900317829989e-05,0.00247901285176501
28,0.95,20,NaN,0.00214181838637918,0.00376232352226514,3.70756983000988e-06,0.00203829725024654
42,0.95,20,NaN,0.00172670336288598,0.00467518096292623,1.95826551849969e-07,0.00197109737562721
23,0.95,20,NaN,3.94285759375397e-05,0.00668251036787242,1.26231599299381e-07,0.00136018446545687
38,0.95,20,NaN,0.00114473427853671,0.00210101838201826,1.60080019307276e-06,0.00110736440356429
19,0.95,20,NaN,9.75188692754783e-06,0.00476834284505565,0.000185599857753704,0.000996639672718399
13,0.95,20,NaN,0.000724069798294909,0.00107807904336832,4.62539877466599e-05,0.000659308485199942
37,0.95,20,NaN,0.000296025136431723,0.00196440346684863,7.81117810876716e-05,0.000586118131446294
46,0.95,20,NaN,0.000139727395833307,0.00145525364195701,6.50523431211519e-05,0.000387897634515617
10,0.95,20,NaN,8.19397572898235e-05,0.00112706864973093,7.72833855794079e-05,0.000290034261435961
9,0.95,20,NaN,0.000260318213417312,0.000342233285050916,0,0.000224637585060571
20,0.95,20,NaN,0.000121102481543824,0.000120606334759253,0.000202990694083148,0.000137380894694775
1,0.95,20,NaN,0.000118414396755816,0.000302781107003988,0,0.000131604859454287
18,0.95,20,NaN,0,0.00045804166071961,0,9.16083321439221e-05
39,0.95,20,NaN,2.01646947229002e-05,0.000329130394162695,4.72777193708493e-05,8.73804395404491e-05
27,0.95,20,NaN,0.000113664256623791,0,0,6.81985539742745e-05
33,0.95,20,NaN,1.50181272388095e-05,0.000100561567019618,9.99816819847788e-06,3.11228233869049e-05
45,0.95,20,NaN,6.65850699953502e-06,0,0,3.99510419972101e-06
2,0.95,20,NaN,0,0,0,0
3,0.95,20,NaN,0,0,0,0
4,0.95,20,NaN,0,0,0,0
5,0.95,20,NaN,0,0,0,0
6,0.95,20,NaN,0,0,0,0
7,0.95,20,NaN,0,0,0,0
8,0.95,20,NaN,0,0,0,0
11,0.95,20,NaN,0,0,0,0
12,0.95,20,NaN,0,0,0,0
15,0.95,20,NaN,0,0,0,0
16,0.95,20,NaN,0,0,0,0
17,0.95,20,NaN,0,0,0,0
21,0.95,20,NaN,0,0,0,0
22,0.95,20,NaN,0,0,0,0
24,0.95,20,NaN,0,0,0,0
25,0.95,20,NaN,0,0,0,0
26,0.95,20,NaN,0,0,0,0
29,0.95,20,NaN,0,0,0,0
30,0.95,20,NaN,0,0,0,0
31,0.95,20,NaN,0,0,0,0
34,0.95,20,NaN,0,0,0,0
36,0.95,20,NaN,0,0,0,0
40,0.95,20,NaN,0,0,0,0
41,0.95,20,NaN,0,0,0,0
43,0.95,20,NaN,0,0,0,0
44,0.95,20,NaN,0,0,0,0
