initial_branch,trial_id,stage_id,pf_converged,severity_valid,invalid_reason,replay_source,stage_load_shed_mw,base_load_mw,stage_cumulative_probability,max_P_li_pu_if_available,min_voltage_pu_if_available,max_voltage_pu_if_available
10,15,4,0,0,nonconverged_power_flow,invalid_nonconverged,3861.959,6254.23,1.22757014771521e-06,2.82260286511767,0.0490506041286005,1.0636
13,2,2,0,0,nonconverged_power_flow,invalid_nonconverged,1876.269,6254.23,2.41356599431636e-05,2.65120323550879,0.764706965419175,1.00560362534526
13,4,2,0,0,nonconverged_power_flow,invalid_nonconverged,1876.269,6254.23,2.41356599431636e-05,2.65120323550879,0.764706965419175,1.00560362534526
13,11,2,0,0,nonconverged_power_flow,invalid_nonconverged,1876.269,6254.23,2.41356599431636e-05,2.65120323550879,0.764706965419175,1.00560362534526
14,2,4,0,0,nonconverged_power_flow,invalid_nonconverged,3471.58405,6254.23,2.0724617562726e-05,1.41563360646158,0.435697098224141,1.0576827
14,4,3,0,0,nonconverged_power_flow,invalid_nonconverged,2715.8161,6254.23,6.47741005925873e-08,2.56026115685284,0.976378637077333,1.20208788367106
14,6,4,0,0,nonconverged_power_flow,invalid_nonconverged,3471.58405,6254.23,2.0724617562726e-05,1.41563360646158,0.435697098224141,1.0576827
14,10,4,0,0,nonconverged_power_flow,invalid_nonconverged,3471.58405,6254.23,6.16313298650652e-05,1.41563360646158,0.435697098224141,1.0576827
14,11,4,0,0,nonconverged_power_flow,invalid_nonconverged,3613.9441,6254.23,1.11579816219223e-07,206.454777915987,0.0209270943238856,9.70059077837634
14,12,4,0,0,nonconverged_power_flow,invalid_nonconverged,3471.58405,6254.23,3.54205807655026e-07,2.70282447195222,0.0266482679627254,1.0576827
14,13,3,0,0,nonconverged_power_flow,invalid_nonconverged,2748.2611,6254.23,1.38653223080509e-06,18.5442468866417,0.00858582453899764,1.58240319376552
14,15,4,0,0,nonconverged_power_flow,invalid_nonconverged,3471.58405,6254.23,6.16313298650652e-05,1.41563360646158,0.435697098224141,1.0576827
14,17,4,0,0,nonconverged_power_flow,invalid_nonconverged,3471.58405,6254.23,6.16313298650652e-05,1.41563360646158,0.435697098224141,1.0576827
20,8,4,0,0,nonconverged_power_flow,invalid_nonconverged,3199.829,6254.23,9.07798911109872e-07,7.66641931683877,0.000940799650481827,1.08213494873819
