branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,new_slack_bus,main_island_load_mw,main_island_load_share,main_island_generation_mw,main_island_gen_share,original_slack_island_id,original_slack_island_load_mw,original_slack_island_load_share,original_slack_island_generation_mw,main_island_selection_reason
1,1,2,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
2,1,39,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
3,2,3,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
4,2,25,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
5,2,30,2,1,0,311.498090571962,85.5379188712522,31,6254.23,1,6019.47538852479,0.950797757785521,1,6254.23,1,6019.47538852479,original_slack_island_has_sufficient_load
6,3,4,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
7,3,18,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
8,4,5,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
9,4,14,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
10,5,6,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
11,5,8,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
12,6,7,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
13,6,11,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
14,6,31,2,1,9.2,763.408918871252,85.5379188712522,39,6245.03,0.998528995575794,5567.5645602255,0.879416819326154,2,9.2,0.0014710044242057,763.408918871252,largest_load_island_selected
15,7,8,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
16,8,9,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
17,9,39,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
18,10,11,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
19,10,13,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
20,10,32,2,1,0,639.549135788286,85.5379188712522,31,6254.23,1,5691.42434330847,0.898980916931667,1,6254.23,1,5691.42434330847,original_slack_island_has_sufficient_load
21,12,11,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
22,12,13,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
23,13,14,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
24,14,15,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
25,15,16,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
26,16,17,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
27,16,19,2,1,680,1140.83901798019,171.075837742504,31,5574.23,0.89127358603697,5190.13446111657,0.819800379555064,1,5574.23,0.89127358603697,5190.13446111657,original_slack_island_has_sufficient_load
28,16,21,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
29,16,24,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
30,17,18,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
31,17,27,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
32,19,20,2,1,680,517.527204432338,85.5379188712522,31,5574.23,0.89127358603697,5813.44627466442,0.918254719255881,1,5574.23,0.89127358603697,5813.44627466442,original_slack_island_has_sufficient_load
33,19,33,2,1,0,623.311813547851,85.5379188712522,31,6254.23,1,5707.6616655489,0.901545660299184,1,6254.23,1,5707.6616655489,original_slack_island_has_sufficient_load
34,20,34,2,1,0,517.527204432338,85.5379188712522,31,6254.23,1,5813.44627466442,0.918254719255881,1,6254.23,1,5813.44627466442,original_slack_island_has_sufficient_load
35,21,22,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
36,22,23,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
37,22,35,2,1,0,638.906165236906,85.5379188712522,31,6254.23,1,5692.06731385985,0.899082476439617,1,6254.23,1,5692.06731385985,original_slack_island_has_sufficient_load
38,23,24,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
39,23,36,2,1,0,562.084985673051,85.5379188712522,31,6254.23,1,5768.8884934237,0.911216657670592,1,6254.23,1,5768.8884934237,original_slack_island_has_sufficient_load
40,25,26,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
41,25,37,2,1,0,545.145214596279,85.5379188712522,31,6254.23,1,5785.82826450048,0.913892355354795,1,6254.23,1,5785.82826450048,original_slack_island_has_sufficient_load
42,26,27,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
43,26,28,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
44,26,29,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
45,28,29,1,1,0,0,0,31,6254.23,1,6330.97347909675,1,1,6254.23,1,6330.97347909675,original_slack_island_has_sufficient_load
46,29,38,2,1,0,791.939394368569,85.5379188712522,31,6254.23,1,5539.03408472819,0.874910328248357,1,6254.23,1,5539.03408472819,original_slack_island_has_sufficient_load
