initial_branch,trial_id,stage_id,pf_converged,severity_valid,invalid_reason,replay_source,stage_load_shed_mw,base_load_mw,stage_cumulative_probability,max_P_li_pu_if_available,min_voltage_pu_if_available,max_voltage_pu_if_available
8,2,4,0,0,nonconverged_power_flow,invalid_nonconverged,4166.7285,6254.23,1.15054607095962e-07,5.56148823663211,0.123105892798109,1.0576827
10,4,4,0,0,nonconverged_power_flow,invalid_nonconverged,2543.5125,6254.23,1.2867140374309e-07,2.8115098167897,0.121019168257608,1.04287230923487
13,19,5,0,0,nonconverged_power_flow,invalid_nonconverged,3149.59,6254.23,3.74006979022329e-07,1.3542791963198,0.151201462184859,1.0525613
19,16,5,0,0,nonconverged_power_flow,invalid_nonconverged,4085.49665,6254.23,1.57018513461611e-06,4.68196591198034,0.00318542399916633,2.00338607960763
23,1,4,0,0,nonconverged_power_flow,invalid_nonconverged,4618.9285,6254.23,2.81263341816627e-06,158.481440168302,0.0335025648343352,4.33696318200847
23,18,4,0,0,nonconverged_power_flow,invalid_nonconverged,4166.7285,6254.23,2.50193253887526e-06,1.48179201509356,0.700885403868749,1.0576827
28,3,5,0,0,nonconverged_power_flow,invalid_nonconverged,3886.879,6254.23,4.45549080872349e-06,860.126764595253,0.0299622687471523,11.8586662491257
33,6,4,0,0,nonconverged_power_flow,invalid_nonconverged,3517.279,6254.23,5.50718949099831e-08,135.34466539746,0.00284884876549285,4.59194776538102
33,14,4,0,0,nonconverged_power_flow,invalid_nonconverged,3325.129,6254.23,2.50784852772679e-07,16.0722709031905,0.00136416787715329,1.43496929345787
34,1,4,0,0,nonconverged_power_flow,invalid_nonconverged,3325.129,6254.23,7.90701003625669e-08,12.005035530629,0.0161719548767574,1.0576827
35,1,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,1.28026514518139e-05,24.1104161467494,0.0112961292411635,1.81034087290258
35,2,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,2.55111107161318e-05,24.1104161467494,0.0112961292411635,1.81034087290258
35,4,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,1.65552034902014e-06,78.8121128071244,0.071671461325149,5.75158112444949
35,5,4,0,0,nonconverged_power_flow,invalid_nonconverged,4922.725,6254.23,3.96516708736984e-08,1.1432369653812,0.705857204430574,1.0636
35,6,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,4.82815343382503e-06,24.1104161467494,0.0112961292411635,1.81034087290258
35,7,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,3.86672644561629e-07,363.351471406645,0.00936152225067264,6.19086737561347
35,9,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,1.31045630847343e-05,24.1104161467494,0.0112961292411635,1.81034087290258
35,10,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,9.73385497929987e-08,4.32650779958697,0.00465888809133891,1.0636
35,14,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,1.87837696915699e-08,145.554034277846,0.0675579067100324,4.21077184829054
35,15,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,2.55111107161318e-05,24.1104161467494,0.0112961292411635,1.81034087290258
35,16,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,1.31045630847343e-05,24.1104161467494,0.0112961292411635,1.81034087290258
37,7,5,0,0,nonconverged_power_flow,invalid_nonconverged,4937.38195,6254.23,4.32321716588983e-07,1.23376782244918,0.0217404207936974,1.0576827
37,12,3,0,0,nonconverged_power_flow,invalid_nonconverged,2358.709,6254.23,4.00941133648201e-08,1316.89885798919,0.00316207672902034,12.9115524460741
37,16,5,0,0,nonconverged_power_flow,invalid_nonconverged,3927.67675,6254.23,7.26838109958073e-08,5.1248959876454,0.00343288005329967,1.0576827
37,18,5,0,0,nonconverged_power_flow,invalid_nonconverged,4859.9203,6254.23,7.34012725323892e-07,16.0845460251991,0.00531490329117741,1.48925763527868
37,20,4,0,0,nonconverged_power_flow,invalid_nonconverged,3142.59,6254.23,1.10425577919333e-07,16.8869036461957,0.00044179268016246,2.11598834360045
39,5,4,0,0,nonconverged_power_flow,invalid_nonconverged,3651.91,6254.23,2.39359645316638e-07,1.3789624944522,0.961499696026328,1.13204654981771
39,9,5,0,0,nonconverged_power_flow,invalid_nonconverged,4422.85969,6254.23,1.29550126334231e-07,51.1637578314169,0.0467466627488909,1.560156621543
39,18,5,0,0,nonconverged_power_flow,invalid_nonconverged,4859.4021425,6254.23,4.09690867640454e-07,1.58851057251267,0.610984907699232,1.0636
46,1,5,0,0,nonconverged_power_flow,invalid_nonconverged,4350.12885,6254.23,2.72903783676715e-06,5.77635176356851,0.01524215911368,1.0576827
46,9,4,0,0,nonconverged_power_flow,invalid_nonconverged,3484.18965,6254.23,1.53811683367841e-10,8.82488095770117,0.0627498518524748,1.13352399924916
46,13,5,0,0,nonconverged_power_flow,invalid_nonconverged,4350.12885,6254.23,7.89711687801585e-08,5.77635176356851,0.01524215911368,1.0576827
46,20,5,0,0,nonconverged_power_flow,invalid_nonconverged,4350.12885,6254.23,2.5579033509674e-09,4.38678181160743,0.145221194110689,1.34808122021345
