parameter_set_id,scenario_id,initial_branch,trial_id,stage_id,branch_loading_pu_vector,branch_limit_pu_vector,bus_voltage_pu_vector,total_load_shed_mw,base_load_mw,LLR_paper,LFOR_paper,NVOR_paper,overloaded_branch_count,voltage_violation_bus_count,normalization_status,note
high_hidden_failure,wind_speed_11_28,1,1,1,0;0.097696;1.0818;0.29246;0.44018;0.36549;0.064796;0.12336;0.48863;0.50924;0.59586;0.69794;0.72543;0.49552;0.43535;0.44779;0.43605;0.58175;0.44196;0.68247;0.00059053;0.0166;0.42759;0.019335;0.51565;0.24846;0.75286;0.51513;0.051612;0.20955;0.038649;0.16563;0.67071;0.59323;0.65093;0.046759;0.6821;0.57029;0.62584;0.29999;0.61341;0.43134;0.14167;0.22517;0.48692;0.59571,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0.99699;1.0103;0.99732;0.98166;0.98677;0.99112;0.97617;0.97358;1.0019;1.0078;1.0009;0.98787;1.0022;0.99313;0.98859;1.002;1.0024;0.99908;1.0377;0.97863;0.99343;1.0036;0.99641;1.0049;1.0185;1.0189;1.0051;1.021;1.0219;1;1;1;1;1;1;1;1;1;1,0,6254.23,0,4.963125285878,0,1,0,paper_confirmed_percent_units,reconstructed smoke from existing line/bus detail
high_hidden_failure,wind_speed_11_28,1,1,2,0;0.097696;0;0.79232;0.44018;0.074537;0.72162;0.21329;0.67201;0.55006;0.59015;0.70406;0.75829;0.51709;0.44135;0.44802;0.43607;0.60575;0.41796;0.68247;0.0023591;0.019488;0.40115;0.16028;0.69652;0.066173;0.75246;0.5149;0.051576;0.86807;0.80774;0.16572;0.67071;0.59323;0.6509;0.046806;0.6821;0.5703;0.62584;1.1862;0.61341;1.2909;0.14237;0.22421;0.4877;0.59571,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0.99699;1.021;0.96073;0.96015;0.97205;0.97756;0.96266;0.96022;0.99628;0.99551;0.98804;0.97406;0.98815;0.9748;0.96807;0.98156;0.96983;0.96375;1.0302;0.97453;0.97903;0.99591;0.98841;0.98625;0.99311;0.97552;0.96009;0.99863;1.0065;1;1;1;1;1;1;1;1;1;1,0,6254.23,0,31.5594690553026,0,2,0,paper_confirmed_percent_units,reconstructed smoke from existing line/bus detail
high_hidden_failure,wind_speed_11_28,1,1,3,0;0.097696;0;0;0;0.67388;0.026306;0.96844;0.51962;0.89449;0.54404;0.75193;0.096833;0.94669;0.48853;0.44903;0.43621;0.12282;0.9009;0.68247;0.0538;0.036655;0.92908;0.49077;0.04616;0.71488;0.75205;0.51464;0.051485;0.24187;0.4704;0.16581;0.67071;0.59323;0.65086;0.046855;0.6821;0.57031;0.62584;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0.99699;1.0485;0.9302;0.91964;0.92664;0.93179;0.91835;0.91719;0.97799;0.96312;0.95132;0.93767;0.95418;0.93972;0.94509;0.96399;0.94743;0.93929;1.0237;0.971;0.96663;0.98926;0.98152;0.97023;1.0577;1.0526;0.93066;1.0504;1.0501;1.0499;1;1;1;1;1;1;1.0275;1.0265;1,852.5,6254.23,13.6307746916887,0,0,0,0,paper_confirmed_percent_units,reconstructed smoke from existing line/bus detail
high_hidden_failure,wind_speed_11_28,1,1,4,0;0.078141;0;0;0;0.11374;0.40334;0;0.91823;0.031418;0.041883;0.11126;0.28765;0;0.096713;0.52527;0.53366;1.0237;0;0.68247;0.94801;0.92443;0.76268;0.0076704;0.43673;0.92916;0.97846;0.64103;0.20006;0.5485;0.37606;0.014597;0.67071;0.59323;0.67468;0.011137;0.6821;0.61704;0.62584;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0.99955;1.0485;0.8886;0.86318;0.94534;0.94666;0.93893;0.93866;0.98538;0.97519;0.95689;0.86952;0.86796;0.87423;0.91092;0.94;0.91896;0.90574;1.0155;0.96894;0.95181;0.98143;0.97375;0.94754;1.0577;1.0526;0.90574;1.0504;1.0501;1.0499;0.982;1;1;1;1;1;1.0275;1.0265;1,1940.206,6254.23,31.0223001072874,1.39641775796252,8.06540652552207,1,5,paper_confirmed_percent_units,reconstructed smoke from existing line/bus detail
high_hidden_failure,wind_speed_11_28,1,2,1,0;0.097696;1.0818;0.29246;0.44018;0.36549;0.064796;0.12336;0.48863;0.50924;0.59586;0.69794;0.72543;0.49552;0.43535;0.44779;0.43605;0.58175;0.44196;0.68247;0.00059053;0.0166;0.42759;0.019335;0.51565;0.24846;0.75286;0.51513;0.051612;0.20955;0.038649;0.16563;0.67071;0.59323;0.65093;0.046759;0.6821;0.57029;0.62584;0.29999;0.61341;0.43134;0.14167;0.22517;0.48692;0.59571,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0.99699;1.0103;0.99732;0.98166;0.98677;0.99112;0.97617;0.97358;1.0019;1.0078;1.0009;0.98787;1.0022;0.99313;0.98859;1.002;1.0024;0.99908;1.0377;0.97863;0.99343;1.0036;0.99641;1.0049;1.0185;1.0189;1.0051;1.021;1.0219;1;1;1;1;1;1;1;1;1;1,0,6254.23,0,4.963125285878,0,1,0,paper_confirmed_percent_units,reconstructed smoke from existing line/bus detail
high_hidden_failure,wind_speed_11_28,1,2,2,0;0.097696;0;0.79232;0.44018;0.036401;0.68368;0.45088;0.42533;0.65995;0.57757;0.7202;0.23248;0.86206;0.45681;0.45031;0.43645;0.16275;0.16267;0;0.027651;0.010505;0.17127;0.18427;0.72188;0.03746;0.75166;0.51439;0.051364;0.83669;0.80543;0.1659;0.67071;0.59323;0.65083;0.046903;0.6821;0.57032;0.62584;1.1859;0.61341;1.2895;0.1426;0.22378;0.48799;0.59571,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0.99699;1.0175;0.90204;0.88071;0.88575;0.88947;0.8778;0.87786;0.96121;0.88759;0.88706;0.87045;0.88787;0.89281;0.91984;0.94919;0.933;0.91842;1.0183;0.96803;0.95617;0.98365;0.97571;0.95674;0.98795;0.95815;0.93309;0.98966;1.0004;1;1;0.9841;1;1;1;1;1;1;1,0,6254.23,0,31.42487690661,9.55420783340188,2,10,paper_confirmed_percent_units,reconstructed smoke from existing line/bus detail
high_hidden_failure,wind_speed_11_28,1,2,3,,,,2955.459,6254.23,47.2553615712886,0,0,0,0,paper_confirmed_percent_units,reconstructed smoke from existing line/bus detail
high_hidden_failure,wind_speed_11_28,2,1,1,0.16322;0;0.92336;0.33074;0.44018;0.23203;0.041844;0.23127;0.4923;0.51603;0.53297;0.64849;0.65852;0.49307;0.38631;0.33658;0.32675;0.53278;0.49093;0.68247;0.0062377;0.010951;0.48117;0.069614;0.46514;0.29907;0.75289;0.51515;0.051611;0.2287;0.069994;0.16563;0.67071;0.59323;0.65093;0.046755;0.6821;0.57029;0.62584;0.26811;0.61341;0.3998;0.14163;0.22522;0.48687;0.59571,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1.0051;1.0129;1.0009;0.9856;0.99147;0.9956;0.98183;0.97967;1.0081;1.0108;1.0044;0.99126;1.0053;0.99626;0.99082;1.0037;1.0046;1.0018;1.0383;0.97897;0.99463;1.0043;0.99707;1.0064;1.0212;1.0211;1.0074;1.0222;1.0226;1;1;1;1;1;1;1;1;1;1,0,6254.23,0,0,0,0,0,paper_confirmed_percent_units,reconstructed smoke from existing line/bus detail
high_hidden_failure,wind_speed_11_28,2,2,1,0.16322;0;0.92336;0.33074;0.44018;0.23203;0.041844;0.23127;0.4923;0.51603;0.53297;0.64849;0.65852;0.49307;0.38631;0.33658;0.32675;0.53278;0.49093;0.68247;0.0062377;0.010951;0.48117;0.069614;0.46514;0.29907;0.75289;0.51515;0.051611;0.2287;0.069994;0.16563;0.67071;0.59323;0.65093;0.046755;0.6821;0.57029;0.62584;0.26811;0.61341;0.3998;0.14163;0.22522;0.48687;0.59571,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1.0051;1.0129;1.0009;0.9856;0.99147;0.9956;0.98183;0.97967;1.0081;1.0108;1.0044;0.99126;1.0053;0.99626;0.99082;1.0037;1.0046;1.0018;1.0383;0.97897;0.99463;1.0043;0.99707;1.0064;1.0212;1.0211;1.0074;1.0222;1.0226;1;1;1;1;1;1;1;1;1;1,0,6254.23,0,0,0,0,0,paper_confirmed_percent_units,reconstructed smoke from existing line/bus detail
high_hidden_failure,wind_speed_11_28,3,1,1,0.63365;0.27767;0;0.031941;0.44018;0.26557;0.37975;0.57022;0.58482;0.55211;0.35498;0.51312;0.48764;0.49483;0.25183;0.025611;0.018164;0.40779;0.61592;0.68247;0.020633;0.0035032;0.6178;0.12829;0.40633;0.3575;0.75278;0.51508;0.05161;0.58125;0.2247;0.16565;0.67071;0.59323;0.65092;0.046769;0.6821;0.5703;0.62584;0.57023;0.61341;0.69716;0.14181;0.22501;0.48706;0.59571,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,1.0025;1.019;0.98374;0.97837;0.99004;0.99468;0.98277;0.98131;1.0138;1.0084;1.0025;0.98849;1.0018;0.99061;0.98458;0.99723;0.9941;0.98838;1.0359;0.97768;0.99008;1.0018;0.99455;1.0005;1.0159;1.0111;0.99604;1.017;1.0191;1;1;1;1;1;1;1;1;1;1,0,6254.23,0,0,0,0,0,paper_confirmed_percent_units,reconstructed smoke from existing line/bus detail
