initial_branch,sigma,sample_count,initial_branch_weight,SLLR,SLFOR,SNVOR,CRI
35,0.95,20,0.0269420274661914,0.787103288494347,1.93690260654938,0.227589916849193,0.905160477776323
10,0.95,20,0.0305063423838977,0.677890963395974,1.92644589228011,0.244456059502701,0.840914968394147
38,0.95,20,0.0197609812349303,0.807874030855917,1.59372475771954,0.140876424467861,0.83164465495103
1,0.95,20,0.0229583813816962,0.708650545310933,1.22152647542727,0.179598964271158,0.705415415126245
33,0.95,20,0.00131040989621554,0.716291809703193,1.08237291644241,0.199992902465965,0.686248249603591
14,0.95,20,0.0197609812349303,0.646992371562926,1.31354764752347,0.161860619412064,0.683277076324863
39,0.95,20,0.0233252961526365,0.623562772715426,1.32230446839673,0.196780670534766,0.677954691415555
8,0.95,20,0.00178215745885313,0.816492997539265,0.78923361895176,0.0883666997007501,0.665415862254061
12,0.95,20,0.0137855121081874,0.485508607774258,1.65766236357222,0.154793512908785,0.653796339960756
23,0.95,20,0.0227487157983017,0.746435732296382,0.78923361895176,0.227589916849164,0.651226146538014
46,0.95,20,0.0217003878813293,0.694607297780862,1.01504561170632,0.130554763805878,0.645884453770957
19,0.95,20,0.0359052311563057,0.713030085238311,0.89210851613665,0.196536687384333,0.645547091847183
37,0.95,20,0.026313030716008,0.738507402190198,0.81486225091434,0.163162023246195,0.638709296146226
34,0.95,20,0.00131040989621554,0.598466957563121,1.00510583351476,0.199992902465965,0.600099921734018
28,0.95,20,0.0247929552363979,0.621480022320893,0.93424837108053,0.120441025125139,0.58382589263367
20,0.95,20,0.0289862669042877,0.502734325408563,0.88336602101649,0.137979379805603,0.505909675409556
41,0.95,20,0.02395429290282,0.558502965193157,0.67738486099746,0.127245673273698,0.496027885970126
11,0.95,20,0.0296152636544711,0.567053418246531,0.5929623413095,0.154793512908785,0.489783221791576
40,0.95,20,0.0256840339658245,0.448603505147716,0.60461476248623,0.0838846037683393,0.406861976339543
27,0.95,20,0.000576580354334836,0.348942155948854,0.74087155605541,0.130902795907958,0.383720163961986
42,0.95,20,0.0316070866967187,0.396445125938765,0.37054191574201,0.0470045500475079,0.321376368721163
13,0.95,20,0.026313030716008,0.346586230439239,0.30436296122308,0.0280943682388182,0.274443204155923
17,0.95,20,0.0359052311563057,0.32843371606097,0.33341713862505,0,0.263743657361592
18,0.95,20,0.0116888562742426,0.102551393217071,0.86069951605969,0.128594648196879,0.259389668781556
5,0.95,20,0.0250026208197924,0.146257708782696,0.38308746450236,0.158607241200439,0.196093566410177
32,0.95,20,0.0269944438620401,0.10872641396303,0.00159719376884992,0,0.065555287131588
2,0.95,20,0.0305063423838977,0,0.0135712709914699,0,0.00271425419829399
3,0.95,20,0.0198133976307789,0,0,0,0
4,0.95,20,0.0233252961526365,0,0,0,0
6,0.95,20,0.0287241849250446,0,0,0,0
7,0.95,20,0.0227487157983017,0,0,0,0
9,0.95,20,0.0322884998427508,0,0,0,0
15,0.95,20,0.00120557710451829,0,0,0,0
16,0.95,20,0.00120557710451829,0,0,0,0
21,0.95,20,0.0223818010273614,0,0,0,0
22,0.95,20,0.0217003878813293,0,0,0,0
24,0.95,20,0.0197609812349303,0,0,0,0
25,0.95,20,0.0245308732571548,0,0,0,0
26,0.95,20,0.0160394171296782,0,0,0,0
29,0.95,20,0.0314498375091729,0,0,0,0
30,0.95,20,0.0340706573016039,0,0,0,0
31,0.95,20,0.0305063423838977,0,0,0,0
36,0.95,20,0.0305063423838977,0,0,0,0
43,0.95,20,0.0250026208197924,0,0,0,0
44,0.95,20,0.00131040989621554,0,0,0,0
45,0.95,20,0.0236922109235769,0,0,0,0
