initial_branch,trial_id,stage_id,pf_converged,severity_valid,invalid_reason,replay_source,stage_load_shed_mw,base_load_mw,stage_cumulative_probability,max_P_li_pu_if_available,min_voltage_pu_if_available,max_voltage_pu_if_available
1,9,5,0,0,nonconverged_power_flow,invalid_nonconverged,4527.967,6254.23,2.64245729078373e-06,1.94035145483461,0.188116192671592,1.0576827
1,13,5,0,0,nonconverged_power_flow,invalid_nonconverged,3613.9441,6254.23,4.67102311682291e-06,1.19454522807125,0.455257825280415,1.0576827
1,20,4,0,0,nonconverged_power_flow,invalid_nonconverged,4432.0635,6254.23,2.18965568475771e-06,1.66680615130818,0.0142074156935384,1.0576827
8,13,4,0,0,nonconverged_power_flow,invalid_nonconverged,4166.7285,6254.23,1.64343466586873e-08,1.47922097856657,0.71141756500392,1.0576827
10,6,3,0,0,nonconverged_power_flow,invalid_nonconverged,4239.686,6254.23,4.24368646725909e-08,28.3885638891338,0.223409110644705,1.85283640543273
10,9,4,0,0,nonconverged_power_flow,invalid_nonconverged,2052.34,6254.23,3.02074144177991e-06,2.87774958250283,0.862306646446339,1.42062238743031
10,11,4,0,0,nonconverged_power_flow,invalid_nonconverged,3149.59,6254.23,6.90054008210098e-06,1.47567134769072,0.341347427780757,1.0525613
10,16,4,0,0,nonconverged_power_flow,invalid_nonconverged,4059.366,6254.23,3.24971254573955e-06,28.3885638891338,0.223409110644705,1.85283640543273
10,19,3,0,0,nonconverged_power_flow,invalid_nonconverged,1888.68,6254.23,2.8786847862084e-06,2.06166518181558,0.0164280669208455,1.03834276673955
13,9,5,0,0,nonconverged_power_flow,invalid_nonconverged,4166.7285,6254.23,2.08752672259692e-07,467.773696823781,0.344292837626885,6.31342272737465
14,9,4,0,0,nonconverged_power_flow,invalid_nonconverged,4046.4391,6254.23,5.51994794011889e-07,7148.84694587619,0.365899857731378,23.3534177926469
14,11,4,0,0,nonconverged_power_flow,invalid_nonconverged,4694.126,6254.23,9.29516009105904e-07,0.840223602548172,0.0634104294361054,1.0636
14,18,3,0,0,nonconverged_power_flow,invalid_nonconverged,1882.709,6254.23,1.57450197299277e-07,273.794647259719,0.013483090662488,5.62938162591231
18,20,5,0,0,nonconverged_power_flow,invalid_nonconverged,4649.85415,6254.23,6.72994926439883e-09,4.70668920717917,0.148053865777992,1.67401645995648
19,4,5,0,0,nonconverged_power_flow,invalid_nonconverged,4459.45415,6254.23,9.06144114856651e-07,4.68196591198034,0.00318542399916633,2.00338607960763
19,15,5,0,0,nonconverged_power_flow,invalid_nonconverged,4459.45415,6254.23,9.06144114856651e-07,4.68196591198034,0.00318542399916633,2.00338607960763
20,1,3,0,0,nonconverged_power_flow,invalid_nonconverged,2358.709,6254.23,2.94052895553657e-07,5.73182173988305,0.531503505953443,1.15986850403756
20,7,3,0,0,nonconverged_power_flow,invalid_nonconverged,1882.709,6254.23,1.30414442637229e-06,2.56022989904628,0.351500975434079,1.0092162642857
20,9,4,0,0,nonconverged_power_flow,invalid_nonconverged,3144.2161,6254.23,3.35032598038109e-05,1.47567134769072,0.762666971675225,1.0525613
20,11,4,0,0,nonconverged_power_flow,invalid_nonconverged,3144.2161,6254.23,3.35032598038109e-05,1.47567134769072,0.762666971675225,1.0525613
20,20,3,0,0,nonconverged_power_flow,invalid_nonconverged,1882.709,6254.23,5.91612220064964e-06,1.24982008982543,0.849996628052828,1.0179257769063
