initial_branch,trial_id,total_load_shed_frac,max_line_loading_pu,max_voltage_deviation_pu,basic_LLR,basic_LFOR,basic_NVOR,basic_CRI,chain_LLR,chain_LFOR,chain_NVOR,chain_CRI,initial_branch_weight,num_trials_for_initial_branch,sample_weight,sample_weight_source
1,1,0.224000876206983,1.3001732065106,0.0142331145136021,0.224000876206983,0.300173206510597,0.0142331145136021,0.19728178992903,0.224000876206983,0.300173206510597,0.0142331145136021,0.19728178992903,0.2,3,0.0666666666666667,uniform_chain_weight
1,2,0,1.11378700057911,0,0,0.113787000579115,0,0.022757400115823,0,0.113787000579115,0,0.022757400115823,0.2,3,0.0666666666666667,uniform_chain_weight
1,3,0,1.11378700057911,0,0,0.113787000579115,0,0.022757400115823,0,0.113787000579115,0,0.022757400115823,0.2,3,0.0666666666666667,uniform_chain_weight
2,1,0,0.955033810314675,0,0,0,0,0,0,0,0,0,0.2,3,0.0666666666666667,uniform_chain_weight
2,2,0,0.955033810314675,0,0,0,0,0,0,0,0,0,0.2,3,0.0666666666666667,uniform_chain_weight
2,3,0,0.955033810314675,0,0,0,0,0,0,0,0,0,0.2,3,0.0666666666666667,uniform_chain_weight
3,1,0,0.80295157398254,0,0,0,0,0,0,0,0,0,0.2,3,0.0666666666666667,uniform_chain_weight
3,2,0,0.80295157398254,0,0,0,0,0,0,0,0,0,0.2,3,0.0666666666666667,uniform_chain_weight
3,3,0,0.80295157398254,0,0,0,0,0,0,0,0,0,0.2,3,0.0666666666666667,uniform_chain_weight
4,1,0,0.791869196582766,0,0,0,0,0,0,0,0,0,0.2,3,0.0666666666666667,uniform_chain_weight
4,2,0,0.791869196582766,0,0,0,0,0,0,0,0,0,0.2,3,0.0666666666666667,uniform_chain_weight
4,3,0,0.791869196582766,0,0,0,0,0,0,0,0,0,0.2,3,0.0666666666666667,uniform_chain_weight
5,1,0,0.831927425426279,0,0,0,0,0,0,0,0,0,0.2,3,0.0666666666666667,uniform_chain_weight
5,2,0,0.831927425426279,0,0,0,0,0,0,0,0,0,0.2,3,0.0666666666666667,uniform_chain_weight
5,3,0,0.831927425426279,0,0,0,0,0,0,0,0,0,0.2,3,0.0666666666666667,uniform_chain_weight
