initial_branch,trial_id,stage_id,line_parameter_set_id,wind_parameter_set_id,generator_parameter_set_id,P_line_Ek,P_wt_Ek,P_ge_Ek,P_total_Ek,P_line_status,P_wt_status,P_ge_status,missing_components,composite_status,calibration_status,note
1,1,1,table41_P_L0_only,diagnostic_linear_voltage_probability,diagnostic_voltage_frequency_probability,0.000244753002836069,1,1,0.000244753002836069,ok,ok,ok,,computed,diagnostic_assumption_not_paper,Offline diagnostic only; P_wt/P_ge are not formal paper results and no formal paper_formula output is replaced.
1,1,2,table41_P_L0_only,diagnostic_linear_voltage_probability,diagnostic_voltage_frequency_probability,0.000240585663610855,1,1,0.000240585663610855,ok,ok,ok,,computed,diagnostic_assumption_not_paper,Offline diagnostic only; P_wt/P_ge are not formal paper results and no formal paper_formula output is replaced.
1,1,3,table41_P_L0_only,diagnostic_linear_voltage_probability,diagnostic_voltage_frequency_probability,0.000159725691132568,1,1,0.000159725691132568,ok,ok,ok,,computed,diagnostic_assumption_not_paper,Offline diagnostic only; P_wt/P_ge are not formal paper results and no formal paper_formula output is replaced.
1,1,4,table41_P_L0_only,diagnostic_linear_voltage_probability,diagnostic_voltage_frequency_probability,7.36915425286973e-05,1,1,7.36915425286973e-05,ok,ok,ok,,computed,diagnostic_assumption_not_paper,Offline diagnostic only; P_wt/P_ge are not formal paper results and no formal paper_formula output is replaced.
1,2,1,table41_P_L0_only,diagnostic_linear_voltage_probability,diagnostic_voltage_frequency_probability,0.000185318841187738,1,1,0.000185318841187738,ok,ok,ok,,computed,diagnostic_assumption_not_paper,Offline diagnostic only; P_wt/P_ge are not formal paper results and no formal paper_formula output is replaced.
1,3,1,table41_P_L0_only,diagnostic_linear_voltage_probability,diagnostic_voltage_frequency_probability,0.000185318841187738,1,1,0.000185318841187738,ok,ok,ok,,computed,diagnostic_assumption_not_paper,Offline diagnostic only; P_wt/P_ge are not formal paper results and no formal paper_formula output is replaced.
2,1,1,table41_P_L0_only,diagnostic_linear_voltage_probability,diagnostic_voltage_frequency_probability,0.000571331620901163,1,1,0.000571331620901163,ok,ok,ok,,computed,diagnostic_assumption_not_paper,Offline diagnostic only; P_wt/P_ge are not formal paper results and no formal paper_formula output is replaced.
2,2,1,table41_P_L0_only,diagnostic_linear_voltage_probability,diagnostic_voltage_frequency_probability,0.000571331620901163,1,1,0.000571331620901163,ok,ok,ok,,computed,diagnostic_assumption_not_paper,Offline diagnostic only; P_wt/P_ge are not formal paper results and no formal paper_formula output is replaced.
2,3,1,table41_P_L0_only,diagnostic_linear_voltage_probability,diagnostic_voltage_frequency_probability,0.000571331620901163,1,1,0.000571331620901163,ok,ok,ok,,computed,diagnostic_assumption_not_paper,Offline diagnostic only; P_wt/P_ge are not formal paper results and no formal paper_formula output is replaced.
3,1,1,table41_P_L0_only,diagnostic_linear_voltage_probability,diagnostic_voltage_frequency_probability,0.000370995325630628,1,1,0.000370995325630628,ok,ok,ok,,computed,diagnostic_assumption_not_paper,Offline diagnostic only; P_wt/P_ge are not formal paper results and no formal paper_formula output is replaced.
