line_parameter_set_id,metric_name,risk_line_only,risk_composite_diag,delta_risk,relative_delta,stage_count,valid_stage_count,note
table41_P_L0_only,LLR,0.00382788191784952,0.00382788191784952,0,0,18,18,Offline diagnostic only; not VaR and not a formal paper_formula replacement.
table41_P_L0_only,LFOR,0.0127904809505788,0.0127904809505788,0,0,18,18,Offline diagnostic only; not VaR and not a formal paper_formula replacement.
table41_P_L0_only,NVOR,0.000103137712723393,0.000103137712723393,0,0,18,18,Offline diagnostic only; not VaR and not a formal paper_formula replacement.
table41_P_L0_only,CRI,0.00487545288337015,0.00487545288337015,0,0,18,18,Offline diagnostic only; not VaR and not a formal paper_formula replacement.
low_hidden_failure_diagnostic,LLR,0.00377773172791934,0.00377773172791934,0,0,18,18,Offline diagnostic only; not VaR and not a formal paper_formula replacement.
low_hidden_failure_diagnostic,LFOR,0.0126980899096357,0.0126980899096357,0,0,18,18,Offline diagnostic only; not VaR and not a formal paper_formula replacement.
low_hidden_failure_diagnostic,NVOR,0.000101584069693893,0.000101584069693893,0,0,18,18,Offline diagnostic only; not VaR and not a formal paper_formula replacement.
low_hidden_failure_diagnostic,CRI,0.00482657383261753,0.00482657383261753,0,0,18,18,Offline diagnostic only; not VaR and not a formal paper_formula replacement.
medium_hidden_failure_diagnostic,LLR,0.00335517612063886,0.00335517612063886,0,0,18,18,Offline diagnostic only; not VaR and not a formal paper_formula replacement.
medium_hidden_failure_diagnostic,LFOR,0.0118979266305755,0.0118979266305755,0,0,18,18,Offline diagnostic only; not VaR and not a formal paper_formula replacement.
medium_hidden_failure_diagnostic,NVOR,8.86067804812378e-05,8.86067804812378e-05,0,0,18,18,Offline diagnostic only; not VaR and not a formal paper_formula replacement.
medium_hidden_failure_diagnostic,CRI,0.00441041235459465,0.00441041235459465,0,0,18,18,Offline diagnostic only; not VaR and not a formal paper_formula replacement.
