scenario_id,scenario_label,initial_branch,trial_id,R_LLR,R_LFOR,R_NVOR,R_CRI_reference,R_LLR_display,R_LFOR_display,R_NVOR_display,R_CRI_display_reference,initial_line_probability,chain_transition_probability,severity_formula_mode,risk_sample_status,note
fig4_2_no_renewable,No renewable access,1,1,8.79756321589857e-06,7.24590831060194e-05,1.00297627523191e-05,2.17763071012068e-05,0.0879756321589857,0.724590831060194,0.100297627523191,0.217763071012068,0.000438,0.0340514203282641,paper_confirmed_exponential_sum,diagnostic_public_information_constraints,Risk sample = initial_line_probability * full-event chain_transition_probability * chain severity; display values divided by 1e-4.
fig4_2_no_renewable,No renewable access,1,2,0,0,0,0,0,0,0,0,0.000438,0.553723780231575,paper_confirmed_exponential_sum,diagnostic_public_information_constraints,Risk sample = initial_line_probability * full-event chain_transition_probability * chain severity; display values divided by 1e-4.
fig4_2_no_renewable,No renewable access,1,3,0,0,0,0,0,0,0,0,0.000438,0.553723780231575,paper_confirmed_exponential_sum,diagnostic_public_information_constraints,Risk sample = initial_line_probability * full-event chain_transition_probability * chain severity; display values divided by 1e-4.
fig4_2_no_renewable,No renewable access,1,4,6.48783349773909e-06,0,0,3.89270009864346e-06,0.0648783349773908,0,0,0.0389270009864345,0.000438,0.0226220386804725,paper_confirmed_exponential_sum,diagnostic_public_information_constraints,Risk sample = initial_line_probability * full-event chain_transition_probability * chain severity; display values divided by 1e-4.
fig4_2_no_renewable,No renewable access,1,5,0,0,0,0,0,0,0,0,0.000438,0.553723780231575,paper_confirmed_exponential_sum,diagnostic_public_information_constraints,Risk sample = initial_line_probability * full-event chain_transition_probability * chain severity; display values divided by 1e-4.
fig4_2_no_renewable,No renewable access,1,6,0,0,0,0,0,0,0,0,0.000438,0.553723780231575,paper_confirmed_exponential_sum,diagnostic_public_information_constraints,Risk sample = initial_line_probability * full-event chain_transition_probability * chain severity; display values divided by 1e-4.
fig4_2_no_renewable,No renewable access,1,7,0,0,0,0,0,0,0,0,0.000438,0.553723780231575,paper_confirmed_exponential_sum,diagnostic_public_information_constraints,Risk sample = initial_line_probability * full-event chain_transition_probability * chain severity; display values divided by 1e-4.
fig4_2_no_renewable,No renewable access,1,8,0,0,0,0,0,0,0,0,0.000438,0.553723780231575,paper_confirmed_exponential_sum,diagnostic_public_information_constraints,Risk sample = initial_line_probability * full-event chain_transition_probability * chain severity; display values divided by 1e-4.
fig4_2_no_renewable,No renewable access,1,9,0,0,0,0,0,0,0,0,0.000438,0.553723780231575,paper_confirmed_exponential_sum,diagnostic_public_information_constraints,Risk sample = initial_line_probability * full-event chain_transition_probability * chain severity; display values divided by 1e-4.
fig4_2_no_renewable,No renewable access,1,10,0,0,0,0,0,0,0,0,0.000438,0.553723780231575,paper_confirmed_exponential_sum,diagnostic_public_information_constraints,Risk sample = initial_line_probability * full-event chain_transition_probability * chain severity; display values divided by 1e-4.
fig4_2_no_renewable,No renewable access,1,11,8.24980154256135e-06,0,0,4.9498809255368e-06,0.0824980154256135,0,0,0.0494988092553681,0.000438,0.138181165525873,paper_confirmed_exponential_sum,diagnostic_public_information_constraints,Risk sample = initial_line_probability * full-event chain_transition_probability * chain severity; display values divided by 1e-4.
