parameter_set_id,metric_name,initial_branch,trial_id,recorded_11_28,recorded_12_00,delta_recorded_12_minus_11,recomputed_11_28,recomputed_12_00,delta_recomputed_12_minus_11,delta_load_shed_frac,delta_max_line_loading_pu,delta_max_voltage_deviation_pu,delta_overloaded_branch_count,delta_voltage_violation_bus_count,severity_driver,note
benchmark_calibrated_seed,LLR,10,10,1,1,0,0.471378970712622,0.520869075809492,0.04949010509687,0.04949010509687,0.03110059683635,0,0,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LFOR,10,10,1,1,0,0.07048806314911,0.10158865998546,0.03110059683635,0.04949010509687,0.03110059683635,0,0,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,NVOR,10,10,1,1,0,0,0,0,0.04949010509687,0.03110059683635,0,0,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,CRI,10,10,1,1,0,0.296924995057395,0.332839177482787,0.035914182425392,0.04949010509687,0.03110059683635,0,0,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LLR,10,10,1,1,0,0.471378970712622,0.520869075809492,0.04949010509687,0.04949010509687,0.40115885313797,0.0557973084019786,-4,-2,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LFOR,10,10,1,1,0,2.02887060815525,0.80693297476902,-1.22193763338623,0.04949010509687,0.40115885313797,0.0557973084019786,-4,-2,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,NVOR,10,10,1,1,0,0.20587111253781,0.426037336679757,0.220166224141947,0.04949010509687,0.40115885313797,0.0557973084019786,-4,-2,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,CRI,10,10,1,1,0,0.729775726566185,0.559115507775451,-0.170660218790734,0.04949010509687,0.40115885313797,0.0557973084019786,-4,-2,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LLR,10,10,1,1,0,0.471378970712622,0.520869075809492,0.04949010509687,0.04949010509687,0.04194689504213,0.122038590857934,2,3,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LFOR,10,10,1,1,0,1.49399840354202,3.15578438725256,1.66178598371054,0.04949010509687,0.04194689504213,0.122038590857934,2,3,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,NVOR,10,10,1,1,0,0.299133755643696,1.37775420838201,1.07862045273831,0.04949010509687,0.04194689504213,0.122038590857934,2,3,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,CRI,10,10,1,1,0,0.641453814264716,1.21922916461261,0.577775350347894,0.04949010509687,0.04194689504213,0.122038590857934,2,3,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LLR,10,10,1,1,0,0.471378970712622,0.520869075809492,0.04949010509687,0.04949010509687,NaN,NaN,NaN,NaN,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LFOR,10,10,1,1,0,0,0,0,0.04949010509687,NaN,NaN,NaN,NaN,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,NVOR,10,10,1,1,0,NaN,NaN,NaN,0.04949010509687,NaN,NaN,NaN,NaN,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,CRI,10,10,1,1,0,NaN,NaN,NaN,0.04949010509687,NaN,NaN,NaN,NaN,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LLR,10,11,1,1,0,0.471378970712622,0.471378970712622,0,0,0.03110059683635,0,0,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LFOR,10,11,1,1,0,0.07048806314911,0.10158865998546,0.03110059683635,0,0.03110059683635,0,0,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,NVOR,10,11,1,1,0,0,0,0,0,0.03110059683635,0,0,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,CRI,10,11,1,1,0,0.296924995057395,0.303145114424665,0.00622011936727002,0,0.03110059683635,0,0,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LLR,10,11,1,1,0,0.471378970712622,0.471378970712622,0,0,0.14928856506127,0.0132205933846519,1,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LFOR,10,11,1,1,0,2.02887060815525,3.33037612015392,1.30150551199867,0,0.14928856506127,0.0132205933846519,1,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,NVOR,10,11,1,1,0,0.20587111253781,0.298415266230373,0.092544153692563,0,0.14928856506127,0.0132205933846519,1,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,CRI,10,11,1,1,0,0.729775726566185,1.00858565970443,0.278809933138245,0,0.14928856506127,0.0132205933846519,1,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LLR,10,11,1,1,0,0.471378970712622,0.471378970712622,0,0,0.02483141847893,0.000303208082444703,0,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LFOR,10,11,1,1,0,1.49399840354202,1.54366124049988,0.04966283695786,0,0.02483141847893,0.000303208082444703,0,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,NVOR,10,11,1,1,0,0.299133755643696,0.300346587973475,0.00121283232977903,0,0.02483141847893,0.000303208082444703,0,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,CRI,10,11,1,1,0,0.641453814264716,0.651628948122244,0.010175133857528,0,0.02483141847893,0.000303208082444703,0,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LLR,10,11,1,1,0,0.471378970712622,0.471378970712622,0,0,NaN,NaN,NaN,NaN,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LFOR,10,11,1,1,0,0,0,0,0,NaN,NaN,NaN,NaN,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,NVOR,10,11,1,1,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,CRI,10,11,1,1,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LLR,10,12,1,0.655288660634483,-0.344711339365517,0.684492255641382,0.655288660634483,-0.0292035950068991,-0.0292035950068991,0.03110059683635,0,0,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LFOR,10,12,1,0.475109549984671,-0.524890450015329,0.07048806314911,0.10158865998546,0.03110059683635,-0.0292035950068991,0.03110059683635,0,0,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,NVOR,10,12,1,1.65707743189004,0.65707743189004,0,0,0,-0.0292035950068991,0.03110059683635,0,0,0,line_overload_component,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,CRI,10,12,1,0.819610592755631,-0.180389407244369,0.424792966014651,0.413490928377782,-0.011302037636869,-0.0292035950068991,0.03110059683635,0,0,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LLR,10,12,1,0.655288660634483,-0.344711339365517,0.684492255641382,0.655288660634483,-0.0292035950068991,-0.0292035950068991,0.95926392722859,-0.00193125665253259,5,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LFOR,10,12,1,0.475109549984671,-0.524890450015329,0.77954631839604,10.4328614737478,9.65331515535176,-0.0292035950068991,0.95926392722859,-0.00193125665253259,5,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,NVOR,10,12,1,1.65707743189004,0.65707743189004,0.4223398610439,0.412683577781237,-0.00965628326266299,-0.0292035950068991,0.95926392722859,-0.00193125665253259,5,0,line_overload_component,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,CRI,10,12,1,0.819610592755631,-0.180389407244369,0.651072589272817,2.56228220668649,1.91120961741367,-0.0292035950068991,0.95926392722859,-0.00193125665253259,5,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LLR,10,12,1,0.655288660634483,-0.344711339365517,0.684492255641382,0.655288660634483,-0.0292035950068991,-0.0292035950068991,-0.46328493460796,0.081746317746452,-3,-3,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LFOR,10,12,1,0.475109549984671,-0.524890450015329,1.93315560279764,0.0200039660914499,-1.91315163670619,-0.0292035950068991,-0.46328493460796,0.081746317746452,-3,-3,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,NVOR,10,12,1,1.65707743189004,0.65707743189004,1.13896819229374,0.977824238010804,-0.161143954282936,-0.0292035950068991,-0.46328493460796,0.081746317746452,-3,-3,voltage_violation_component,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,CRI,10,12,1,0.819610592755631,-0.180389407244369,1.02512011240311,0.592738837201141,-0.432381275201969,-0.0292035950068991,-0.46328493460796,0.081746317746452,-3,-3,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LLR,10,12,1,0.655288660634483,-0.344711339365517,0.684492255641382,0.655288660634483,-0.0292035950068991,-0.0292035950068991,NaN,NaN,NaN,NaN,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LFOR,10,12,1,0.475109549984671,-0.524890450015329,0,0.7769515639453,0.7769515639453,-0.0292035950068991,NaN,NaN,NaN,NaN,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,NVOR,10,12,1,1.65707743189004,0.65707743189004,NaN,0.977824238010804,NaN,-0.0292035950068991,NaN,NaN,NaN,NaN,voltage_violation_component,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,CRI,10,12,1,0.819610592755631,-0.180389407244369,NaN,0.744128356771911,NaN,-0.0292035950068991,NaN,NaN,NaN,NaN,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LLR,10,13,0.360324132627038,1,0.639675867372962,0.360324132627038,0.684492255641382,0.324168123014344,0.324168123014344,0.03110059683635,0,0,0,load_shed_component,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LFOR,10,13,2.60557551846493,1,-1.60557551846493,0.07048806314911,0.10158865998546,0.03110059683635,0.324168123014344,0.03110059683635,0,0,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,NVOR,10,13,2.87314727788747,1,-1.87314727788747,0,0,0,0.324168123014344,0.03110059683635,0,0,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,CRI,10,13,1.3119390388467,1,-0.3119390388467,0.230292092206045,0.431013085381921,0.200720993175876,0.324168123014344,0.03110059683635,0,0,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LLR,10,13,0.360324132627038,1,0.639675867372962,0.360324132627038,0.684492255641382,0.324168123014344,0.324168123014344,-0.84697070030255,0.0129867738258725,-5,0,load_shed_component,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LFOR,10,13,2.60557551846493,1,-1.60557551846493,9.92342205042942,0.80693297476902,-9.1164890756604,0.324168123014344,-0.84697070030255,0.0129867738258725,-5,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,NVOR,10,13,2.87314727788747,1,-1.87314727788747,0.361103467550394,0.426037336679757,0.064933869129363,0.324168123014344,-0.84697070030255,0.0129867738258725,-5,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,CRI,10,13,1.3119390388467,1,-0.3119390388467,2.27309958317219,0.657289415674585,-1.6158101674976,0.324168123014344,-0.84697070030255,0.0129867738258725,-5,0,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LLR,10,13,0.360324132627038,1,0.639675867372962,0.360324132627038,0.684492255641382,0.324168123014344,0.324168123014344,0.45250294564917,-0.080065007927831,3,3,load_shed_component,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LFOR,10,13,2.60557551846493,1,-1.60557551846493,0.02291340774378,1.9016654135718,1.87875200582802,0.324168123014344,0.45250294564917,-0.080065007927831,3,3,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,NVOR,10,13,2.87314727788747,1,-1.87314727788747,0.977824238010804,1.15073736102409,0.172913123013286,0.324168123014344,0.45250294564917,-0.080065007927831,3,3,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,CRI,10,13,1.3119390388467,1,-0.3119390388467,0.41634200872714,1.02117590830401,0.60483389957687,0.324168123014344,0.45250294564917,-0.080065007927831,3,3,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LLR,10,13,0.360324132627038,1,0.639675867372962,0.360324132627038,0.684492255641382,0.324168123014344,0.324168123014344,NaN,NaN,NaN,NaN,load_shed_component,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LFOR,10,13,2.60557551846493,1,-1.60557551846493,0.41420113785373,0,-0.41420113785373,0.324168123014344,NaN,NaN,NaN,NaN,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,NVOR,10,13,2.87314727788747,1,-1.87314727788747,0.977824238010804,NaN,NaN,0.324168123014344,NaN,NaN,NaN,NaN,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,CRI,10,13,1.3119390388467,1,-0.3119390388467,0.49459955474913,NaN,NaN,0.324168123014344,NaN,NaN,NaN,NaN,no_severity_increase,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LLR,10,14,0.478445787890756,1,0.521554212109244,0.478445787890756,0.684492255641382,0.206046467750626,0.206046467750626,0.03110059683635,0,0,0,load_shed_component,Paired wind-speed severity delta from existing traces.
benchmark_calibrated_seed,LFOR,10,14,0.383043495131449,1,0.616956504868551,0.07048806314911,0.10158865998546,0.03110059683635,0.206046467750626,0.03110059683635,0,0,0,load_shed_component,Paired wind-speed severity delta from existing traces.
