parameter_set_id,scenario_id,metric_name,initial_branch,tail_sample_count,tail_risk_sum,tail_risk_mean,tail_risk_max,mean_initial_line_probability,mean_chain_transition_probability,mean_R_LLR,mean_R_LFOR,mean_R_NVOR,mean_R_CRI,dominance_rank,note
benchmark_calibrated_seed,wind_speed_11_28,CRI,10,13,2534.59823749638,194.969095192029,210.58583719188,NaN,0.0394010620820024,8.09827127528277,913.953664594503,36.5969975397931,194.969095192029,1,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,CRI,11,20,1881.34367652016,94.0671838260082,94.0671838260082,NaN,0.726346485038956,102.596441011753,83.2552943561927,79.2913017385908,94.0671838260082,2,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,CRI,19,11,1037.23595728126,94.2941779346603,100.117327717561,NaN,0.187094412828385,77.6915813877963,118.291775975918,120.104369533995,94.2941779346603,3,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,CRI,23,7,731.31596047524,104.47370863932,104.47370863932,NaN,0.280634019770579,96.7953099674174,211.435648913039,20.5469643813115,104.47370863932,4,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,CRI,42,7,691.914215220258,98.8448878886083,105.894910933057,NaN,0.202165380112796,32.9431856921198,379.304736340507,16.0901460261744,98.8448878886083,5,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,1,13,1857.750701778,142.903900136769,156.939874662291,NaN,0.093782220648023,8.33440980647528,142.903900136769,0.132641053172571,33.6079541218736,3,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,10,13,11881.3976397285,913.953664594503,961.287620658272,NaN,0.0394010620820024,8.09827127528277,913.953664594503,36.5969975397931,194.969095192029,1,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,19,5,961.0292447958,192.20584895916,192.20584895916,NaN,0.149056416675563,80.8996564069279,192.20584895916,65.6818204078629,100.117327717561,6,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,23,7,1480.04954239127,211.435648913039,211.435648913039,NaN,0.280634019770579,96.7953099674174,211.435648913039,20.5469643813115,104.47370863932,4,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,35,5,1077.62337891781,215.524675783562,234.295491433539,NaN,0.0198070261148868,3.25881699816613,215.524675783562,0.337551666695634,45.1277356889512,5,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,39,5,687.94893835448,137.589787670896,137.589787670896,NaN,0.141807029533621,9.53877554614415,137.589787670896,0,33.2412228618658,7,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,SLFOR,42,9,3091.71057800779,343.523397556421,417.610409860588,NaN,0.174409951949436,33.6841303706038,343.523397556421,12.9097615063499,91.4971100349165,2,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,10,7,694.930144902699,99.2757349860999,99.2757349860999,NaN,0.20303877655792,99.2757349860999,NaN,NaN,NaN,4,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,11,20,2051.92882023506,102.596441011753,102.596441011753,NaN,0.726346485038956,102.596441011753,83.2552943561927,79.2913017385908,94.0671838260082,3,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,32,27,2742.48172180654,101.573397103946,101.573397103946,NaN,0.877681654779003,101.573397103946,0.369790148967123,0,61.0179962921611,2,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,42,16,3071.84686235298,191.990428897061,191.990428897061,NaN,0.383778730308167,191.990428897061,NaN,NaN,NaN,1,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,SNVOR,10,13,475.76096801731,36.5969975397931,49.1922108637926,NaN,0.0394010620820024,8.09827127528277,913.953664594503,36.5969975397931,194.969095192029,3,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,SNVOR,11,20,1585.82603477182,79.2913017385908,79.2913017385908,NaN,0.726346485038956,102.596441011753,83.2552943561927,79.2913017385908,94.0671838260082,1,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,SNVOR,13,3,121.326146673677,40.4420488912257,40.4420488912257,NaN,0.0748869157038882,18.9217263125367,9.99348190824608,40.4420488912257,21.4401419474164,5,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,SNVOR,19,11,1321.14806487395,120.104369533995,165.456493805772,NaN,0.187094412828385,77.6915813877963,118.291775975918,120.104369533995,94.2941779346603,2,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,SNVOR,23,10,265.432128697366,26.5432128697366,40.5344593427285,NaN,0.222489297176838,73.4462057662443,164.721945275578,26.5432128697366,82.3207550888091,4,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,SNVOR,37,4,109.814974848671,27.4537437121676,29.1837225601963,NaN,0.0974052620425636,9.89038306524308,66.5930332678817,27.4537437121676,24.7435852351557,6,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_11_28,SNVOR,42,2,85.9454577553766,42.9727288776883,42.9727288776883,NaN,0.127881521140158,67.6537577490964,283.540552540305,42.9727288776883,105.894910933057,7,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_12_00,CRI,10,8,1199.56368741672,149.945460927091,157.203408868047,NaN,0.0215532021266343,5.33737662091049,706.162300765477,27.5528740072438,149.945460927091,4,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_12_00,CRI,11,27,3124.93080962818,115.738178134377,115.738178134377,NaN,0.878980715254393,124.156026029683,110.26926072955,95.9535518532869,115.738178134377,2,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_12_00,CRI,19,17,4022.84422068594,236.637895334467,236.637895334467,NaN,0.596594944862551,204.556465906624,116.828044850441,452.692034102018,236.637895334467,1,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_12_00,CRI,23,12,2473.8576013974,206.15480011645,206.15480011645,NaN,0.528249244447683,182.411516198956,437.875183334452,45.6642686509305,206.15480011645,3,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_12_00,SLFOR,1,22,3599.80574234466,163.627533742939,172.588199546409,NaN,0.0453568823447505,3.44078509912388,163.627533742939,0.0514263673184564,34.8002630815258,3,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_12_00,SLFOR,10,10,6028.26829032852,602.826829032853,710.191863302559,NaN,0.0182595348442409,4.59117843285315,602.826829032853,23.5628059359876,128.03263405348,1,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_12_00,SLFOR,23,12,5254.50220001343,437.875183334452,437.875183334452,NaN,0.528249244447683,182.411516198956,437.875183334452,45.6642686509305,206.15480011645,2,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_12_00,SLFOR,35,7,1566.09221635178,223.727459478826,243.943941828251,NaN,0.0640804541942865,7.31028256729679,223.727459478826,0.326600898738716,49.196981615891,5,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_12_00,SLFOR,42,8,1918.25882743794,239.782353429743,292.692290156852,NaN,0.093560045387406,33.5746940344306,239.782353429743,17.0393387007045,71.5091548467477,4,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_12_00,SLLR,10,7,928.079685275645,132.582812182235,132.582812182235,NaN,0.271231807334333,132.582812182235,NaN,NaN,NaN,6,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_12_00,SLLR,19,17,3477.45992041261,204.556465906624,204.556465906624,NaN,0.596594944862551,204.556465906624,116.828044850441,452.692034102018,236.637895334467,1,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_12_00,SLLR,23,12,2188.93819438747,182.411516198956,182.411516198956,NaN,0.528249244447683,182.411516198956,437.875183334452,45.6642686509305,206.15480011645,2,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_12_00,SLLR,28,13,2111.48033429956,162.421564176889,162.421564176889,NaN,0.413053732460745,162.421564176889,NaN,NaN,NaN,3,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_12_00,SLLR,38,15,1944.98292374967,129.665528249978,129.665528249978,NaN,0.413720638758899,129.665528249978,NaN,NaN,NaN,4,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_12_00,SLLR,42,9,1460.06981895345,162.229979883717,162.229979883717,NaN,0.324289164076373,162.229979883717,NaN,NaN,NaN,5,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_12_00,SNVOR,11,27,2590.74590003875,95.9535518532869,95.9535518532869,NaN,0.878980715254393,124.156026029683,110.26926072955,95.9535518532869,115.738178134377,2,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_12_00,SNVOR,13,14,2381.61839064541,170.115599331815,189.932980712322,NaN,0.27644053740413,77.9364401431974,36.1451624189626,170.115599331815,88.0140164360738,3,Tail initial-branch composition after paper-confirmed severity fix.
benchmark_calibrated_seed,wind_speed_12_00,SNVOR,19,18,7930.8644928232,440.603582934622,452.692034102018,NaN,0.563503067209996,198.024520229404,110.682466515313,440.603582934622,229.07192202763,1,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,CRI,10,8,1059.81085744186,132.476357180232,140.290445942031,NaN,0.0240326246698186,4.08678942968119,627.985640786046,22.1357768260702,132.476357180232,1,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,CRI,11,15,928.073236813894,61.8715491209263,61.8715491209263,NaN,0.477745589907567,67.481564574444,54.7601599710285,52.1528919102712,61.8715491209263,3,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,CRI,19,2,96.1795166807648,48.0897583403824,48.0897583403824,NaN,0.0698726273575429,36.7699759310941,98.9124704274743,31.2263934811557,48.0897583403824,6,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,CRI,23,2,124.463752979638,62.231876489819,62.231876489819,NaN,0.165762958627667,55.3966637602885,132.832852592301,12.1365385759284,62.231876489819,5,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,CRI,32,21,944.524105105971,44.9773383383796,44.9773383383796,NaN,0.57860045936786,74.862393863033,0.299510102799293,0,44.9773383383796,2,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,CRI,42,9,445.078530950843,49.4531701056492,57.3097410116367,NaN,0.0941999424403214,15.0355405823112,199.991046703391,2.1681820779215,49.4531701056492,4,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SLFOR,1,11,1086.55094603488,98.7773587304434,103.603352381011,NaN,0.0422486166292809,6.86041608445752,98.7773587304434,0.256153461948756,23.922952089153,4,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SLFOR,10,8,5023.88512628837,627.985640786046,648.965185067041,NaN,0.0240326246698186,4.08678942968119,627.985640786046,22.1357768260702,132.476357180232,1,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SLFOR,14,11,804.486198019029,73.1351089108208,77.3186043654924,NaN,0.148075447755634,11.4428269494935,73.1351089108208,0.530733512086069,21.5988646542775,5,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SLFOR,19,2,197.824940854949,98.9124704274743,98.9124704274743,NaN,0.0698726273575429,36.7699759310941,98.9124704274743,31.2263934811557,48.0897583403824,8,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SLFOR,23,3,340.565246518216,113.521748839405,132.832852592301,NaN,0.128453830435993,42.9444968288915,113.521748839405,9.40490493906994,50.35202885303,7,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SLFOR,35,7,1226.92211428847,175.274587755496,184.529240456362,NaN,0.0164010311632876,1.82097436002154,175.274587755496,0.00162397204100483,36.1478269615203,3,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SLFOR,39,4,350.709274723232,87.6773186808081,87.6773186808081,NaN,0.0807856036442679,5.43411524137266,87.6773186808081,0,20.7959328809852,6,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SLFOR,42,11,1958.23794954055,178.021631776413,250.574365874897,NaN,0.0771583632675498,12.345843726448,178.021631776413,1.80185497824213,43.3722035867999,2,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SLLR,10,6,299.458541414892,49.909756902482,58.9996021177455,NaN,0.0993933382874809,49.909756902482,NaN,NaN,NaN,5,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SLLR,11,15,1012.22346861666,67.481564574444,67.481564574444,NaN,0.477745589907567,67.481564574444,54.7601599710285,52.1528919102712,61.8715491209263,2,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SLLR,14,6,326.701998621278,54.4503331035464,54.4503331035464,NaN,0.169863087775566,54.4503331035464,NaN,NaN,NaN,4,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SLLR,19,2,73.5399518621882,36.7699759310941,36.7699759310941,NaN,0.0698726273575429,36.7699759310941,98.9124704274743,31.2263934811557,48.0897583403824,9,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SLLR,20,4,140.782429913612,35.195607478403,35.195607478403,NaN,0.0759796569278096,35.195607478403,NaN,NaN,NaN,7,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SLLR,23,2,110.793327520577,55.3966637602885,55.3966637602885,NaN,0.165762958627667,55.3966637602885,132.832852592301,12.1365385759284,62.231876489819,8,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SLLR,28,1,41.9485355997643,41.9485355997643,41.9485355997643,NaN,0.104965928246183,41.9485355997643,NaN,NaN,NaN,10,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SLLR,32,22,1614.94476126251,73.4065800573867,74.862393863033,NaN,0.552301096356491,73.4065800573867,0.299763851751511,3.88676586123959e-06,44.1039015821354,1,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SLLR,42,6,662.651711700006,110.441951950001,110.441951950001,NaN,0.22076763063461,110.441951950001,NaN,NaN,NaN,3,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SLLR,46,7,293.577333375929,41.9396190537041,41.9396190537041,NaN,0.162230069675457,41.9396190537041,NaN,NaN,NaN,6,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SNVOR,10,8,177.086214608562,22.1357768260702,29.4062349139268,NaN,0.0240326246698186,4.08678942968119,627.985640786046,22.1357768260702,132.476357180232,3,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SNVOR,11,17,791.942563673843,46.5848566866967,52.1528919102712,NaN,0.426739707489974,60.2769836829589,48.9137631865155,46.5848566866967,55.2659141844178,1,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SNVOR,12,15,178.732107795028,11.9154738530019,12.4289495925768,NaN,0.234488910476291,15.4176458638162,17.0201682595455,11.9154738530019,15.0377159407991,2,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SNVOR,13,5,35.5310161225274,7.10620322450547,11.8903362444259,NaN,0.0175119014476532,5.83924192466561,13.2797823786744,7.10620322450547,7.58074227543532,6,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SNVOR,19,4,157.764261407896,39.4410653519741,47.66368680066,NaN,0.0352543844044656,27.2232679266875,57.4978046163349,39.4410653519741,35.7217347496743,4,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SNVOR,23,5,71.207188055264,14.2414376110528,21.4962366190271,NaN,0.0940144863222564,29.7374758172229,85.0099779099205,14.2414376110528,37.6927685945284,5,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SNVOR,37,2,29.4148051946543,14.7074025973271,16.731356670386,NaN,0.0521815319243037,5.29843387143764,40.6191766522459,14.7074025973271,14.2443761727772,7,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_11_28,SNVOR,42,5,15.3564929376747,3.07129858753494,3.07129858753494,NaN,0.133437202119197,10.9676801985839,250.574365874897,3.07129858753494,57.3097410116367,8,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_12_00,CRI,10,2,205.186903618198,102.593451809099,104.694530248648,NaN,0.0191800028034437,4.54794972160505,478.776315131922,20.5470947487571,102.593451809099,6,Tail initial-branch composition after paper-confirmed severity fix.
high_hidden_failure,wind_speed_12_00,CRI,11,17,1296.300338546,76.2529610909414,76.2529610909414,NaN,0.579107804878025,81.798977439021,72.6498186119259,63.2180545257179,76.2529610909414,1,Tail initial-branch composition after paper-confirmed severity fix.
