parameter_set_id,metric_name,sigma,variant,wind_speed_11_28_var,wind_speed_12_00_var,direction,paper_expected_direction,direction_match,proxy_status,note
benchmark_calibrated_seed,LLR,0.9,recorded_severity,0.132227283592588,0.25616014563584,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,LLR,0.95,recorded_severity,0.226544967011086,0.335163005346619,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,LLR,0.98,recorded_severity,0.383778730308167,0.413720638758899,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,LFOR,0.9,recorded_severity,0.180045174679587,0.306487544600325,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,LFOR,0.95,recorded_severity,0.366837619132799,0.535697329748761,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,LFOR,0.98,recorded_severity,1.18780761495173,1.24418965829052,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,NVOR,0.9,recorded_severity,0.121414378114948,0.195728490913997,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,NVOR,0.95,recorded_severity,0.200550253545949,0.335163005346619,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,NVOR,0.98,recorded_severity,0.383778730308167,0.653409021214839,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,CRI,0.9,recorded_severity,0.134814410846843,0.25616014563584,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,CRI,0.95,recorded_severity,0.244924120365304,0.413053732460745,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,CRI,0.98,recorded_severity,0.484687877293962,0.547895343152775,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,LLR,0.9,recomputed_severity,0.101917268280188,0.175131760198745,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,LLR,0.95,recomputed_severity,0.196525658679148,0.271512210609515,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,LLR,0.98,recomputed_severity,0.266080073680223,0.369928531105075,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,LFOR,0.9,recomputed_severity,0.451311671689033,0.689122126656917,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,LFOR,0.95,recomputed_severity,1.18780761495175,1.30894175538017,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,LFOR,0.98,recomputed_severity,1.83132346565466,4.05155866779154,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,NVOR,0.9,recomputed_severity,0.133812563210288,0.217517708383631,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,NVOR,0.95,recomputed_severity,0.170383157562144,0.408181538079909,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,NVOR,0.98,recomputed_severity,0.337301172024385,0.653409021214835,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,CRI,0.9,recomputed_severity,0.174687243179442,0.329941877057682,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,CRI,0.95,recomputed_severity,0.437191119224226,0.547895343152775,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
benchmark_calibrated_seed,CRI,0.98,recomputed_severity,0.484687877293965,1.00377640524415,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,LLR,0.9,recorded_severity,0.0629091530644293,0.082953246841326,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,LLR,0.95,recorded_severity,0.105652019024071,0.171209576350755,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,LLR,0.98,recorded_severity,0.162230069675457,0.239440738104274,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,LFOR,0.9,recorded_severity,0.0385514424681924,0.0583517539043092,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,LFOR,0.95,recorded_severity,0.133934238228018,0.199003643083097,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,LFOR,0.98,recorded_severity,0.364578625151225,0.603429194975627,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,NVOR,0.9,recorded_severity,0.0163621060618931,0.0392742591939742,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,NVOR,0.95,recorded_severity,0.0759796569278096,0.131653950941817,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,NVOR,0.98,recorded_severity,0.155622968370426,0.239440738104274,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,CRI,0.9,recorded_severity,0.0497719481047955,0.075506296829531,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,CRI,0.95,recorded_severity,0.100866174198725,0.160136984871902,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,CRI,0.98,recorded_severity,0.215677176348699,0.360975461656478,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
high_hidden_failure,LLR,0.9,recomputed_severity,0.0445347380884617,0.0629091530644293,12mps_higher_than_11p28,12mps_expected_lower_or_not_higher,0,offline_proxy,Uses existing chain transition probability and severity trace; not formal VaR.
