parameter_set_id,initial_branch,trial_id,delta_basic_LLR,delta_basic_LFOR,delta_basic_NVOR,delta_basic_CRI,delta_total_load_shed_frac,delta_max_line_loading_pu,delta_max_voltage_deviation_pu,terminated_reason_11_28,terminated_reason_12_00,severity_driver,note
low_hidden_failure,1,1,0,-0.00787901793380297,0.015868846350443,0.00159796568332804,0,0.00490859670424992,0.0031737692700887,load_loss_threshold,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,1,2,0,-0.00787901793380297,0.015868846350443,0.00159796568332804,0,0.00490859670424992,0.0031737692700887,load_loss_threshold,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,1,3,0,0.0892866425398502,0.04567349711015,0.0269920279300002,0,0.0178573285079699,0.00268667630059599,max_depth_reached,max_depth_reached,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,1,4,-0.492161305228621,5.77165452457875,0.92682338253775,1.04439879828613,-0.216146032365295,0.48394107970913,0.149528608530929,max_depth_reached,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,1,5,-0.603554874061235,-0.761285700846809,-0.431423154218076,-0.600674695449718,-0.327539601197909,-0.0420308988239,0.0197363996392947,max_depth_reached,load_loss_threshold,voltage_violation_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,1,6,0.492161305228621,-5.75859305126834,-0.92360456873104,-1.0411427408627,0.215286789900595,-0.66534008652773,-0.156992729138466,load_loss_threshold,max_depth_reached,load_shed_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,1,7,0,0.01306147331041,0.00321881380671019,0.00325605742342994,0,0.00186592475863012,0.000321881380671019,load_loss_threshold,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,1,8,0,0,0,0,0,0.0445053955596999,0.0157937287833251,load_loss_threshold,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,1,9,0,0,0,0,0,0.0145571177008701,0.0065114739161436,max_depth_reached,max_depth_reached,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,1,10,0,-0.00787901793380297,0.015868846350443,0.00159796568332804,0,0.00490859670424992,0.0031737692700887,load_loss_threshold,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,2,1,0,0,0,0,0,0.027571389565844,0,no_new_outage,no_new_outage,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,2,2,0,0.01306147331041,0.00321881380671019,0.00325605742342994,0,0.00186592475863012,0.000321881380671019,load_loss_threshold,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,2,3,0,0,0,0,0,0.027571389565844,0,no_new_outage,no_new_outage,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,2,4,0,0.01306147331041,0.00321881380671019,0.00325605742342994,0,0.00186592475863012,0.000321881380671019,load_loss_threshold,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,2,5,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,0.507838694771379,1.03991679704813,0.192682338253775,no_new_outage,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,2,6,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,0.507838694771379,1.03991679704813,0.192682338253775,no_new_outage,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,2,7,0,0,0,0,0,0.027571389565844,0,no_new_outage,no_new_outage,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,2,8,0,0,0,0,0,0.027571389565844,0,no_new_outage,no_new_outage,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,2,9,0,0,0,0,0,0.027571389565844,0,no_new_outage,no_new_outage,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,2,10,0,0,0,0,0,0.027571389565844,0,no_new_outage,no_new_outage,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,3,1,0.720831341348176,1.10698027364353,0,0.653894859537612,0.720831341348176,0.864661140130086,0.24614640058273,no_new_outage,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,3,2,0,0,0,0,0,-0.00153603295514393,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,3,3,0,0,0,0,0,-0.00153603295514393,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,3,4,0,0,0,0,0,-0.00153603295514393,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,3,5,0,0,0,0,0,-0.011914260681986,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,3,6,0,0,0,0,0,-0.00153603295514393,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,3,7,0,0,0,0,0,-0.00153603295514393,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,3,8,0,0,0,0,0,-0.00153603295514393,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,3,9,0,0,0,0,0,-0.00153603295514393,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,3,10,0,0,0,0,0,-0.00153603295514393,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,4,1,0,0,0,0,0,-0.00195633755942004,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,4,2,0,0,0,0,0,-0.00195633755942004,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,4,3,0,0,0,0,0,-0.00195633755942004,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,4,4,0,0,0,0,0,-0.00195633755942004,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,4,5,0,0,0,0,0,-0.00195633755942004,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,4,6,0,0,0,0,0,-0.00195633755942004,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,4,7,0,0,0,0,0,-0.00195633755942004,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,4,8,0,0,0,0,0,-0.00195633755942004,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,4,9,0,0,0,0,0,-0.00195633755942004,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,4,10,0,0,0,0,0,-0.00195633755942004,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,5,1,0,0,0,0,0,0.0291593520431269,0,no_new_outage,no_new_outage,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,5,2,0,0,0,0,0,0.0291593520431269,0,no_new_outage,no_new_outage,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,5,3,0,0,0,0,0,0.0291593520431269,0,no_new_outage,no_new_outage,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,5,4,0,0,0,0,0,0.0291593520431269,0,no_new_outage,no_new_outage,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,5,5,0,0,0,0,0,0.0291593520431269,0,no_new_outage,no_new_outage,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,5,6,0,0,0,0,0,0.0291593520431269,0,no_new_outage,no_new_outage,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,5,7,0,0,0,0,0,0.0291593520431269,0,no_new_outage,no_new_outage,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,5,8,0,0,0,0,0,0.0291593520431269,0,no_new_outage,no_new_outage,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,5,9,0,0,0,0,0,0.0291593520431269,0,no_new_outage,no_new_outage,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,5,10,0,0,0,0,0,0.0291593520431269,0,no_new_outage,no_new_outage,line_overload_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,6,1,0,0,0,0,0,-0.00159440083329798,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,6,2,0,0,0,0,0,-0.00159440083329798,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,6,3,0,0,0,0,0,-0.00159440083329798,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,6,4,0,0,0,0,0,-0.00159440083329798,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,6,5,0.341440033385405,5.13853250336963,0.871392613635208,1.40684904343221,0.341440033385405,0.779757254279299,0.0726160511362673,no_new_outage,load_loss_threshold,mixed_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,6,6,0,0,0,0,0,-0.00159440083329798,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,6,7,0,0,0,0,0,-0.00159440083329798,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,6,8,0,0,0,0,0,-0.00159440083329798,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,6,9,0,0,0,0,0,-0.00159440083329798,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,6,10,0,0,0,0,0,-0.00159440083329798,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,7,1,0,0,0,0,0,-0.00165390339866089,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,7,2,-0.620123500414919,-0.542326705727858,-0.929687958002143,-0.666477032994952,-0.620123500414919,-0.535769617712034,-0.154947993000357,load_loss_threshold,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,7,3,0,0,0,0,0,-0.00165390339866089,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
low_hidden_failure,7,4,0,0,0,0,0,-0.00165390339866089,0,no_new_outage,no_new_outage,no_severity_increase,Paired chain severity delta; diagnostic only.
