parameter_set_id,scenario_id,metric_name,sample_count,mean_basic_value,median_basic_value,p95_basic_value,max_basic_value,mean_load_shed_frac,p95_load_shed_frac,mean_max_line_loading_pu,p95_max_line_loading_pu,mean_max_voltage_deviation_pu,p95_max_voltage_deviation_pu,severity_status,note
low_hidden_failure,wind_speed_11_28,SLLR,460,0.283762539284716,0,1,1,0.221790537227882,0.700291642616277,1.22302930685177,2.25672554662428,0.0448532229353722,0.210074127549104,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
low_hidden_failure,wind_speed_11_28,SLFOR,460,0.665599742822783,0,3.20244570116807,10.3674815074344,0.221790537227882,0.700291642616277,1.22302930685177,2.25672554662428,0.0448532229353722,0.210074127549104,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
low_hidden_failure,wind_speed_11_28,SNVOR,460,0.350312549898516,0,1.87684019718937,3.60816374155387,0.221790537227882,0.700291642616277,1.22302930685177,2.25672554662428,0.0448532229353722,0.210074127549104,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
low_hidden_failure,wind_speed_11_28,SCRI,460,0.37343998211509,0,1.33093890586983,2.68955895453685,0.221790537227882,0.700291642616277,1.22302930685177,2.25672554662428,0.0448532229353722,0.210074127549104,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
low_hidden_failure,wind_speed_12_00,SLLR,460,0.318753733021317,0,1,1,0.246532578768081,0.700291642616277,1.26893994669428,2.48664419860231,0.051846746507561,0.206878069093983,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
low_hidden_failure,wind_speed_12_00,SLFOR,460,0.658601569312488,0,2.85476041608016,6.77165452457875,0.246532578768081,0.700291642616277,1.26893994669428,2.48664419860231,0.051846746507561,0.206878069093983,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
low_hidden_failure,wind_speed_12_00,SNVOR,460,0.433332320036142,0,1.92682338253775,3.7238052436917,0.246532578768081,0.700291642616277,1.26893994669428,2.48664419860231,0.051846746507561,0.206878069093983,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
low_hidden_failure,wind_speed_12_00,SCRI,460,0.409639017682516,0,1.37781524398594,2.04439879828613,0.246532578768081,0.700291642616277,1.26893994669428,2.48664419860231,0.051846746507561,0.206878069093983,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
medium_hidden_failure,wind_speed_11_28,SLLR,460,0.28154694318885,0,1,1,0.222409080728945,0.716291809703193,1.22712493925749,2.2766270855049,0.0484927845080776,0.212404606639498,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
medium_hidden_failure,wind_speed_11_28,SLFOR,460,0.617302885269278,0,2.70830552004754,6.75859305126834,0.222409080728945,0.716291809703193,1.22712493925749,2.2766270855049,0.0484927845080776,0.212404606639498,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
medium_hidden_failure,wind_speed_11_28,SNVOR,460,0.367459191804091,0,1.87984699410406,3.94761815049604,0.222409080728945,0.716291809703193,1.22712493925749,2.2766270855049,0.0484927845080776,0.212404606639498,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
medium_hidden_failure,wind_speed_11_28,SCRI,460,0.365880581327984,0,1.34186146968946,2.19089630847759,0.222409080728945,0.716291809703193,1.22712493925749,2.2766270855049,0.0484927845080776,0.212404606639498,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
medium_hidden_failure,wind_speed_12_00,SLLR,460,0.337816094131839,0,1,1,0.252392063046513,0.709859103358847,1.26660858983334,2.30858753201277,0.05214139406988,0.201340443875718,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
medium_hidden_failure,wind_speed_12_00,SLFOR,460,0.67769800485837,0,2.85476041608016,8.36488639422344,0.252392063046513,0.709859103358847,1.26660858983334,2.30858753201277,0.05214139406988,0.201340443875718,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
medium_hidden_failure,wind_speed_12_00,SNVOR,460,0.429305318090203,0,1.92552049121421,3.93793261992294,0.252392063046513,0.709859103358847,1.26660858983334,2.30858753201277,0.05214139406988,0.201340443875718,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
medium_hidden_failure,wind_speed_12_00,SCRI,460,0.424090321068818,0,1.37781524398594,2.16648990032504,0.252392063046513,0.709859103358847,1.26660858983334,2.30858753201277,0.05214139406988,0.201340443875718,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
high_hidden_failure,wind_speed_11_28,SLLR,460,0.337882875574159,0.10872641396303,1,1,0.260340908064726,0.716291809703193,1.29085176015697,2.31341671719063,0.0523378944372238,0.210938779828338,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
high_hidden_failure,wind_speed_11_28,SLFOR,460,0.644209688919621,0,2.98552447923788,6.93473281375027,0.260340908064726,0.716291809703193,1.29085176015697,2.31341671719063,0.0523378944372238,0.210938779828338,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
high_hidden_failure,wind_speed_11_28,SNVOR,460,0.400512023177205,0,1.87984699410406,4.01539588109588,0.260340908064726,0.716291809703193,1.29085176015697,2.31341671719063,0.0523378944372238,0.210938779828338,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
high_hidden_failure,wind_speed_11_28,SCRI,460,0.411674067763861,0.0652358483778179,1.21757567852263,2.06430122540168,0.260340908064726,0.716291809703193,1.29085176015697,2.31341671719063,0.0523378944372238,0.210938779828338,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
high_hidden_failure,wind_speed_12_00,SLLR,460,0.386860451694989,0.313826202426198,1,1,0.289821679779299,0.732318554002651,1.33911978804011,2.42316970201494,0.0582228753798733,0.209015171824575,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
high_hidden_failure,wind_speed_12_00,SLFOR,460,0.734487786788337,0,2.8706262275508,9.1801099272527,0.289821679779299,0.732318554002651,1.33911978804011,2.42316970201494,0.0582228753798733,0.209015171824575,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
high_hidden_failure,wind_speed_12_00,SNVOR,460,0.460948911119992,0,1.91603424806295,6.08955695166356,0.289821679779299,0.732318554002651,1.33911978804011,2.42316970201494,0.0582228753798733,0.209015171824575,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
high_hidden_failure,wind_speed_12_00,SCRI,460,0.471203610598659,0.323742051389431,1.23463442195566,2.08605003374512,0.289821679779299,0.732318554002651,1.33911978804011,2.42316970201494,0.0582228753798733,0.209015171824575,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
benchmark_calibrated_seed,wind_speed_11_28,SLLR,460,0.28154694318885,0,1,1,0.222409080728945,0.716291809703193,1.22712493925749,2.2766270855049,0.0484927845080776,0.212404606639498,basic_chain_summary_available,Severity inputs from markov_chain_summary; diagnostic only.
