parameter_set_id,scenario_id,metric_name,sigma,var_value,initial_branch,trial_id,chain_depth,terminated_reason,tail_rank,tail_flag,R_metric_display,basic_LLR,basic_LFOR,basic_NVOR,basic_CRI,initial_line_probability,chain_transition_probability,total_chain_probability_display,max_line_loading_pu,max_voltage_deviation_pu,total_load_shed_frac,note
low_hidden_failure,wind_speed_11_28,SLLR,0.95,0.961727898507181,10,5,4,load_loss_threshold,12,1,1.31298657133772,1,1,1,1,0.000582,0.225599067240158,1.31298657133772,1.77954631839604,0.162709741756249,0.684492255641382,sigma=0.95 tail sample from after-curve-fix full-event pilot; diagnostic only
low_hidden_failure,wind_speed_11_28,SLLR,0.95,0.961727898507181,10,6,4,load_loss_threshold,13,1,1.31298657133772,1,1,1,1,0.000582,0.225599067240158,1.31298657133772,1.77954631839604,0.162709741756249,0.684492255641382,sigma=0.95 tail sample from after-curve-fix full-event pilot; diagnostic only
low_hidden_failure,wind_speed_11_28,SLLR,0.95,0.961727898507181,10,9,4,load_loss_threshold,14,1,1.31298657133772,1,1,1,1,0.000582,0.225599067240158,1.31298657133772,1.77954631839604,0.162709741756249,0.684492255641382,sigma=0.95 tail sample from after-curve-fix full-event pilot; diagnostic only
low_hidden_failure,wind_speed_11_28,SLLR,0.95,0.961727898507181,11,3,3,load_loss_threshold,5,1,2.53284132505602,0.567053418246531,1.63531818411433,0,0.667295687770785,0.000565,0.790561322064049,4.46667146966188,1.32706363682287,0.154793512908785,0.567053418246531,sigma=0.95 tail sample from after-curve-fix full-event pilot; diagnostic only
low_hidden_failure,wind_speed_11_28,SLLR,0.95,0.961727898507181,11,4,3,load_loss_threshold,6,1,2.53284132505602,0.567053418246531,1.63531818411433,0,0.667295687770785,0.000565,0.790561322064049,4.46667146966188,1.32706363682287,0.154793512908785,0.567053418246531,sigma=0.95 tail sample from after-curve-fix full-event pilot; diagnostic only
low_hidden_failure,wind_speed_11_28,SLLR,0.95,0.961727898507181,11,5,3,load_loss_threshold,7,1,2.53284132505602,0.567053418246531,1.63531818411433,0,0.667295687770785,0.000565,0.790561322064049,4.46667146966188,1.32706363682287,0.154793512908785,0.567053418246531,sigma=0.95 tail sample from after-curve-fix full-event pilot; diagnostic only
low_hidden_failure,wind_speed_11_28,SLLR,0.95,0.961727898507181,11,7,3,load_loss_threshold,8,1,2.53284132505602,0.567053418246531,1.63531818411433,0,0.667295687770785,0.000565,0.790561322064049,4.46667146966188,1.32706363682287,0.154793512908785,0.567053418246531,sigma=0.95 tail sample from after-curve-fix full-event pilot; diagnostic only
low_hidden_failure,wind_speed_11_28,SLLR,0.95,0.961727898507181,11,8,3,load_loss_threshold,9,1,2.53284132505602,0.567053418246531,1.63531818411433,0,0.667295687770785,0.000565,0.790561322064049,4.46667146966188,1.32706363682287,0.154793512908785,0.567053418246531,sigma=0.95 tail sample from after-curve-fix full-event pilot; diagnostic only
low_hidden_failure,wind_speed_11_28,SLLR,0.95,0.961727898507181,11,9,3,load_loss_threshold,10,1,2.53284132505602,0.567053418246531,1.63531818411433,0,0.667295687770785,0.000565,0.790561322064049,4.46667146966188,1.32706363682287,0.154793512908785,0.567053418246531,sigma=0.95 tail sample from after-curve-fix full-event pilot; diagnostic only
low_hidden_failure,wind_speed_11_28,SLLR,0.95,0.961727898507181,11,10,3,load_loss_threshold,11,1,2.53284132505602,0.567053418246531,1.63531818411433,0,0.667295687770785,0.000565,0.790561322064049,4.46667146966188,1.32706363682287,0.154793512908785,0.567053418246531,sigma=0.95 tail sample from after-curve-fix full-event pilot; diagnostic only
low_hidden_failure,wind_speed_11_28,SLLR,0.95,0.961727898507181,14,1,4,load_loss_threshold,23,1,0.961727898507181,0.571347879754982,6.28362773312141,1.87984699410406,1.97550367329808,0.000377,0.446488465906647,1.68326151646806,2.25672554662428,0.110579234947298,0.571347879754982,sigma=0.95 tail sample from after-curve-fix full-event pilot; diagnostic only
