branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,new_slack_bus,main_island_load_mw,main_island_load_share,main_island_generation_mw,main_island_gen_share,original_slack_island_id,original_slack_island_load_mw,original_slack_island_load_share,original_slack_island_generation_mw,main_island_selection_reason
1,1,2,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
2,1,39,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
3,2,3,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
4,2,25,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
5,2,30,2,1,0,404.718112953761,264.871923809524,31,6254.23,1,5924.84070683486,0.936059032789385,1,6254.23,1,5924.84070683486,original_slack_island_has_sufficient_load
6,3,4,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
7,3,18,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
8,4,5,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
9,4,14,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
10,5,6,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
11,5,8,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
12,6,7,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
13,6,11,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
14,6,31,2,1,9.2,942.742923809524,264.871923809524,39,6245.03,0.998528995575794,5386.81589597909,0.851057087760659,2,9.2,0.0014710044242057,942.742923809524,largest_load_island_selected
15,7,8,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
16,8,9,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
17,9,39,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
18,10,11,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
19,10,13,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
20,10,32,2,1,0,611.748044700382,264.871923809524,31,6254.23,1,5717.81077508824,0.903350602764315,1,6254.23,1,5717.81077508824,original_slack_island_has_sufficient_load
21,12,11,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
22,12,13,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
23,13,14,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
24,14,15,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
25,15,16,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
26,16,17,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
27,16,19,2,1,680,1137.16861802207,529.743847619048,31,5574.23,0.89127358603697,5192.39020176655,0.820339987288396,1,5574.23,0.89127358603697,5192.39020176655,original_slack_island_has_sufficient_load
28,16,21,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
29,16,24,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
30,17,18,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
31,17,27,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
32,19,20,2,1,680,535.473611590269,264.871923809524,31,5574.23,0.89127358603697,5794.08520819835,0.915401116122632,1,5574.23,0.89127358603697,5794.08520819835,original_slack_island_has_sufficient_load
33,19,33,2,1,0,601.695006431801,264.871923809524,31,6254.23,1,5727.86381335682,0.904938871165764,1,6254.23,1,5727.86381335682,original_slack_island_has_sufficient_load
34,20,34,2,1,0,535.473611590269,264.871923809524,31,6254.23,1,5794.08520819835,0.915401116122632,1,6254.23,1,5794.08520819835,original_slack_island_has_sufficient_load
35,21,22,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
36,22,23,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
37,22,35,2,1,0,611.426917417108,264.871923809524,31,6254.23,1,5718.13190237151,0.903401337308762,1,6254.23,1,5718.13190237151,original_slack_island_has_sufficient_load
38,23,24,1,1,0,0,0,31,6254.23,1,6329.55881978862,1,1,6254.23,1,6329.55881978862,original_slack_island_has_sufficient_load
