initial_branch,trial_id,stage_id,candidate_branch,from_bus,to_bus,loading_pu,outage_probability,random_u,trip_selected
1,1,1,3,2,3,1.09476116835966,0.526425257618457,0.167770970289712,1
1,1,2,40,25,26,1.20286244652025,1,0.865074693263921,1
1,1,2,42,26,27,1.29679790146865,1,0.706729635488238,1
1,1,3,14,6,31,1.10168893554941,0.557600209972329,0.554921050936025,1
1,1,4,27,16,19,0.984095214980721,0.0920555598828701,0.0139308013021382,1
1,2,1,3,2,3,1.09476116835966,0.526425257618457,0.230907086463152,1
1,2,2,40,25,26,1.20286244652025,1,0.750286777536657,1
1,2,2,42,26,27,1.29679790146865,1,0.722669668937774,1
1,2,3,14,6,31,1.10168893554941,0.557600209972329,0.351076986678293,1
1,2,4,17,9,39,1.06324955754362,0.384623008946299,0.108073706314171,1
1,7,1,3,2,3,1.09476116835966,0.526425257618457,0.0635099437931487,1
1,7,2,40,25,26,1.20286244652025,1,0.845483892990741,1
1,7,2,42,26,27,1.29679790146865,1,0.527118579522685,1
1,7,3,14,6,31,1.10168893554941,0.557600209972329,0.107947079423944,1
1,8,1,3,2,3,1.09476116835966,0.526425257618457,0.222722067688102,1
1,8,2,40,25,26,1.20286244652025,1,0.565393047765533,1
1,8,2,42,26,27,1.29679790146865,1,0.286862085536191,1
1,8,3,14,6,31,1.10168893554941,0.557600209972329,0.310113726994937,1
1,8,4,17,9,39,1.06324955754362,0.384623008946299,0.0600690366938402,1
1,10,1,3,2,3,1.09476116835966,0.526425257618457,0.212396847243908,1
1,10,2,40,25,26,1.20286244652025,1,0.840316043435233,1
1,10,2,42,26,27,1.29679790146865,1,0.483148206868379,1
1,13,1,3,2,3,1.09476116835966,0.526425257618457,0.440209395813811,1
1,13,2,40,25,26,1.20286244652025,1,0.548729697352368,1
1,13,2,42,26,27,1.29679790146865,1,0.25583674491701,1
1,13,3,14,6,31,1.10168893554941,0.557600209972329,0.48052867147085,1
1,15,1,3,2,3,1.09476116835966,0.526425257618457,0.425652738826435,1
1,15,2,40,25,26,1.20286244652025,1,0.251146908685359,1
1,15,2,42,26,27,1.29679790146865,1,0.570622342863802,1
1,18,1,3,2,3,1.09476116835966,0.526425257618457,0.228399050710953,1
1,18,2,40,25,26,1.20286244652025,1,0.346414566047274,1
1,18,2,42,26,27,1.29679790146865,1,0.266267285205757,1
1,19,1,3,2,3,1.09476116835966,0.526425257618457,0.480959259446017,1
1,19,2,40,25,26,1.20286244652025,1,0.308894621568303,1
1,19,2,42,26,27,1.29679790146865,1,0.733500994218208,1
8,1,1,23,13,14,0.931795605503827,0.0659319049491616,0.0655149275342143,1
8,1,2,3,2,3,1.65515740149486,1,0.365778073632509,1
8,1,2,13,6,11,1.31175327048468,1,0.0202326713801466,1
8,1,2,18,10,11,1.04226010573959,0.290170475828166,0.0295990670341649,1
8,1,3,4,2,25,1.26097330897831,1,0.230650538333466,1
8,1,3,30,17,18,1.11649038214011,0.624206719630478,0.195725718770528,1
8,1,3,31,17,27,1.21392937401625,1,0.25422266401203,1
8,1,3,40,25,26,1.59999141128722,1,0.452915688666899,1
8,1,3,42,26,27,1.70313175136646,1,0.476743790541606,1
8,6,1,9,4,14,0.890999663430395,0.0455543318834824,0.0391850388982096,1
8,6,2,3,2,3,1.14256613378114,0.741547602015129,0.206091630035867,1
8,6,2,6,3,4,1.1153322484893,0.618995118201869,0.57850839549042,1
9,4,1,13,6,11,0.904205278544118,0.0521505366327868,0.000400648545714644,1
9,4,2,26,16,17,1.21121621261131,1,0.341887764310936,1
9,7,1,13,6,11,0.904205278544118,0.0521505366327868,0.0175535401450644,1
9,7,2,26,16,17,1.21121621261131,1,0.750336637515509,1
9,12,1,13,6,11,0.904205278544118,0.0521505366327868,0.0473018989912531,1
