initial_branch,trial_id,stage_id,new_outaged_branches,all_outaged_branches,island_count,disconnected_load_mw,new_slack_bus,converged,load_shed_mw,num_overloaded_lines,max_line_loading_pu,num_voltage_violations,max_voltage_deviation_pu,num_candidate_lines,num_selected_trips
1,1,1,"3","1",1,0,31,1,0,1,1.09476116835966,0,0,45,1
1,1,2,"40,42","1,3",1,0,31,1,0,2,1.29679790146865,0,0,44,2
1,1,3,"14","1,3,40,42",3,852.5,31,1,852.5,1,1.10168893554941,0,0,35,1
1,1,4,"27","1,3,14,40,42",10,9.2,39,1,1400.953,2,1.06324955754362,2,0.0114872838736265,34,1
1,1,5,"","1,3,14,27,40,42",11,612,39,1,2649.14455,3,1.14564959768358,7,0.0337946003003567,30,0
1,2,1,"3","1",1,0,31,1,0,1,1.09476116835966,0,0,45,1
1,2,2,"40,42","1,3",1,0,31,1,0,2,1.29679790146865,0,0,44,2
1,2,3,"14","1,3,40,42",3,852.5,31,1,852.5,1,1.10168893554941,0,0,35,1
1,2,4,"17","1,3,14,40,42",10,9.2,39,1,1400.953,2,1.06324955754362,2,0.0114872838736265,34,1
1,2,5,"","1,3,14,17,40,42",11,1081.44,32,1,2482.393,6,2.02478905866576,10,0.0383927558317244,32,0
1,3,1,"","1",1,0,31,1,0,1,1.09476116835966,0,0,45,0
1,4,1,"","1",1,0,31,1,0,1,1.09476116835966,0,0,45,0
1,5,1,"","1",1,0,31,1,0,1,1.09476116835966,0,0,45,0
1,6,1,"","1",1,0,31,1,0,1,1.09476116835966,0,0,45,0
1,7,1,"3","1",1,0,31,1,0,1,1.09476116835966,0,0,45,1
1,7,2,"40,42","1,3",1,0,31,1,0,2,1.29679790146865,0,0,44,2
1,7,3,"14","1,3,40,42",3,852.5,31,1,852.5,1,1.10168893554941,0,0,35,1
1,7,4,"","1,3,14,40,42",10,9.2,39,1,1400.953,2,1.06324955754362,2,0.0114872838736265,34,0
1,8,1,"3","1",1,0,31,1,0,1,1.09476116835966,0,0,45,1
1,8,2,"40,42","1,3",1,0,31,1,0,2,1.29679790146865,0,0,44,2
1,8,3,"14","1,3,40,42",3,852.5,31,1,852.5,1,1.10168893554941,0,0,35,1
1,8,4,"17","1,3,14,40,42",10,9.2,39,1,1400.953,2,1.06324955754362,2,0.0114872838736265,34,1
1,8,5,"","1,3,14,17,40,42",11,1081.44,32,1,2482.393,6,2.02478905866576,10,0.0383927558317244,32,0
1,9,1,"","1",1,0,31,1,0,1,1.09476116835966,0,0,45,0
1,10,1,"3","1",1,0,31,1,0,1,1.09476116835966,0,0,45,1
1,10,2,"40,42","1,3",1,0,31,1,0,2,1.29679790146865,0,0,44,2
1,10,3,"","1,3,40,42",3,852.5,31,1,852.5,1,1.10168893554941,0,0,35,0
1,11,1,"","1",1,0,31,1,0,1,1.09476116835966,0,0,45,0
1,12,1,"","1",1,0,31,1,0,1,1.09476116835966,0,0,45,0
1,13,1,"3","1",1,0,31,1,0,1,1.09476116835966,0,0,45,1
1,13,2,"40,42","1,3",1,0,31,1,0,2,1.29679790146865,0,0,44,2
1,13,3,"14","1,3,40,42",3,852.5,31,1,852.5,1,1.10168893554941,0,0,35,1
1,13,4,"","1,3,14,40,42",10,9.2,39,1,1400.953,2,1.06324955754362,2,0.0114872838736265,34,0
1,14,1,"","1",1,0,31,1,0,1,1.09476116835966,0,0,45,0
1,15,1,"3","1",1,0,31,1,0,1,1.09476116835966,0,0,45,1
1,15,2,"40,42","1,3",1,0,31,1,0,2,1.29679790146865,0,0,44,2
1,15,3,"","1,3,40,42",3,852.5,31,1,852.5,1,1.10168893554941,0,0,35,0
1,16,1,"","1",1,0,31,1,0,1,1.09476116835966,0,0,45,0
1,17,1,"","1",1,0,31,1,0,1,1.09476116835966,0,0,45,0
