initial_branch,sigma,sample_count,initial_branch_weight,SLLR,SLFOR,SNVOR,CRI
35,0.95,20,0.0217391304347826,0.759037123674697,1.87075327876289,0.227589916849193,0.875090913327235
38,0.95,20,0.0217391304347826,0.759037123674697,1.87075327876289,0.220468317519024,0.873666593461201
39,0.95,20,0.0217391304347826,0.731256845367056,1.88729881761516,0.162140576964094,0.848641986136084
10,0.95,20,0.0217391304347826,0.649368187610625,1.68016012490255,0.244456059502701,0.774544149447425
33,0.95,20,0.0217391304347826,0.616034028169735,1.08795639330685,0.209196315562317,0.629050958675674
23,0.95,20,0.0217391304347826,0.711557777696055,0.78448237246181,0.212404606639498,0.626312062437895
20,0.95,20,0.0217391304347826,0.653237352959517,0.80795417730125,0.128660958580614,0.579265438952083
46,0.95,20,0.0217391304347826,0.584976328021195,0.91213114951626,0.186406907548836,0.570693408225736
37,0.95,20,0.0217391304347826,0.648658587867731,0.75592324146982,0.0840517417931125,0.557190149373225
12,0.95,20,0.0217391304347826,0.485508607774258,1.16508905709513,0.154793512908785,0.555281678665338
14,0.95,20,0.0217391304347826,0.397849615380311,1.0986970414608,0.0793477261565504,0.474318722751657
1,0.95,20,0.0217391304347826,0.396914248436658,1.02478905866576,0.0383927558317244,0.450784911961492
11,0.95,20,0.0217391304347826,0.567053418246531,0.30259130660314,0.154793512908785,0.431709014850304
27,0.95,20,0.0217391304347826,0.526717212990248,0.4191638823433,0.126383851441822,0.425139874551173
34,0.95,20,0.0217391304347826,0.423190486678616,0.41930866585482,0.0535048438946369,0.348476993957061
41,0.95,20,0.0217391304347826,0.134968333431933,0.93580293928712,0.112087513653001,0.290559090647184
9,0.95,20,0.0217391304347826,0.346586230439239,0.21121621261131,0.00572502220036575,0.251339985225879
42,0.95,20,0.0217391304347826,0.136307746916887,0.33459026831759,0,0.14870270181365
28,0.95,20,0.0217391304347826,0.136307746916887,0.29814666092063,0,0.141413980334258
19,0.95,20,0.0217391304347826,0.00136387692809506,0.35769554742181,0.0236644871947765,0.0770903330801743
8,0.95,20,0.0217391304347826,0.0799458926198749,0.14256613378114,0,0.0764807623281529
32,0.95,20,0.0217391304347826,0.10872641396303,0.0289506462339599,0,0.07102597762461
18,0.95,20,0.0217391304347826,0,0.0628552568566201,0,0.012571051371324
13,0.95,20,0.0217391304347826,0.00136387692809506,0.0163122124244901,0,0.00408076864175506
2,0.95,20,0.0217391304347826,0,0,0,0
3,0.95,20,0.0217391304347826,0,0,0,0
4,0.95,20,0.0217391304347826,0,0,0,0
5,0.95,20,0.0217391304347826,0,0,0,0
6,0.95,20,0.0217391304347826,0,0,0,0
7,0.95,20,0.0217391304347826,0,0,0,0
15,0.95,20,0.0217391304347826,0,0,0,0
16,0.95,20,0.0217391304347826,0,0,0,0
17,0.95,20,0.0217391304347826,0,0,0,0
21,0.95,20,0.0217391304347826,0,0,0,0
22,0.95,20,0.0217391304347826,0,0,0,0
24,0.95,20,0.0217391304347826,0,0,0,0
25,0.95,20,0.0217391304347826,0,0,0,0
26,0.95,20,0.0217391304347826,0,0,0,0
29,0.95,20,0.0217391304347826,0,0,0,0
30,0.95,20,0.0217391304347826,0,0,0,0
31,0.95,20,0.0217391304347826,0,0,0,0
36,0.95,20,0.0217391304347826,0,0,0,0
40,0.95,20,0.0217391304347826,0,0,0,0
43,0.95,20,0.0217391304347826,0,0,0,0
44,0.95,20,0.0217391304347826,0,0,0,0
45,0.95,20,0.0217391304347826,0,0,0,0
