initial_branch,trial_id,stage_id,terminated_reason,stage_probability_mode,candidate_count,selected_candidate_count,unselected_candidate_count,selected_probability_product,unselected_probability_product,stage_transition_probability,probability_status,terminal_stage_flag,should_multiply_candidate_complements,missing_reason,selected_branch_ids,random_u_selected,candidate_probability_basis,note
1,1,1,continue,bernoulli_full_event,45,1,44,1,0.977160054349329,0.977160054349329,full_event_available,0,1,,"3","0.16777",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,1,2,continue,bernoulli_full_event,44,2,42,1,0.978444099579617,0.978444099579617,full_event_available,0,1,,"40,42","0.86507,0.70673",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,1,3,continue,bernoulli_full_event,35,3,32,0.331120250719109,0.30959752994233,0.102514011736521,full_event_available,0,1,,"8,14,19","0.18445,0.55492,0.31452",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,1,4,load_loss_threshold,bernoulli_full_event,32,0,32,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,2,1,continue,bernoulli_full_event,45,1,44,1,0.977160054349329,0.977160054349329,full_event_available,0,1,,"3","0.63933",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,2,2,continue,bernoulli_full_event,44,2,42,1,0.978444099579617,0.978444099579617,full_event_available,0,1,,"40,42","0.92201,0.45724",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,2,3,continue,bernoulli_full_event,35,3,32,0.331120250719109,0.30959752994233,0.102514011736521,full_event_available,0,1,,"8,14,19","0.28448,0.58236,0.33504",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,2,4,load_loss_threshold,bernoulli_full_event,32,0,32,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,3,1,continue,bernoulli_full_event,45,1,44,1,0.977160054349329,0.977160054349329,full_event_available,0,1,,"3","0.59",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,3,2,continue,bernoulli_full_event,44,2,42,1,0.978444099579617,0.978444099579617,full_event_available,0,1,,"40,42","0.61202,0.63195",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,3,3,continue,bernoulli_full_event,35,1,34,1,0.0393272286224555,0.0393272286224555,full_event_available,0,1,,"14","0.097522",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,3,4,continue,bernoulli_full_event,34,3,31,0.844174578998822,0.556030590125472,0.469386889329636,full_event_available,0,1,,"16,17,27","0.41344,0.401,0.39398",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,3,5,max_depth_reached,bernoulli_full_event,27,0,27,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,4,1,continue,bernoulli_full_event,45,1,44,1,0.977160054349329,0.977160054349329,full_event_available,0,1,,"3","0.80698",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,4,2,continue,bernoulli_full_event,44,2,42,1,0.978444099579617,0.978444099579617,full_event_available,0,1,,"40,42","0.013544,0.44016",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,4,3,continue,bernoulli_full_event,35,5,30,0.0344761284613648,0.776786794962085,0.0267806013302046,full_event_available,0,1,,"8,10,14,19,23","0.77111,0.053447,0.30704,0.21056,0.07474",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,4,4,load_loss_threshold,bernoulli_full_event,19,0,19,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,5,1,continue,bernoulli_full_event,45,1,44,1,0.977160054349329,0.977160054349329,full_event_available,0,1,,"3","0.25531",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,5,2,continue,bernoulli_full_event,44,2,42,1,0.978444099579617,0.978444099579617,full_event_available,0,1,,"40,42","0.99365,0.41623",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,5,3,continue,bernoulli_full_event,35,3,32,0.0898967642756586,0.0867447923713743,0.00779807615195038,full_event_available,0,1,,"14,19,20","0.45045,0.40037,0.13017",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,5,4,load_loss_threshold,bernoulli_full_event,32,0,32,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,6,1,continue,bernoulli_full_event,45,1,44,1,0.977160054349329,0.977160054349329,full_event_available,0,1,,"3","0.06284",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,6,2,continue,bernoulli_full_event,44,2,42,1,0.978444099579617,0.978444099579617,full_event_available,0,1,,"40,42","0.62837,0.28983",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,6,3,continue,bernoulli_full_event,35,2,33,0.425015804683187,0.0683970602023008,0.0290698315798452,full_event_available,0,1,,"14,19","0.21896,0.39551",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,6,4,continue,bernoulli_full_event,33,7,26,0.580467798348628,0.985909467070006,0.572288697721195,full_event_available,0,1,,"8,13,16,17,18,20,27","0.58942,0.97382,0.69858,0.34509,0.44605,0.019806,0.61036",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,6,5,max_depth_reached,bernoulli_full_event,0,0,0,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,7,1,continue,bernoulli_full_event,45,1,44,1,0.977160054349329,0.977160054349329,full_event_available,0,1,,"3","0.38669",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,7,2,continue,bernoulli_full_event,44,2,42,1,0.978444099579617,0.978444099579617,full_event_available,0,1,,"40,42","0.48315,0.47886",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,7,3,continue,bernoulli_full_event,35,3,32,0.385934647806284,0.352763523763509,0.136143666302574,full_event_available,0,1,,"8,14,23","0.53585,0.89716,0.15414",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,7,4,load_loss_threshold,bernoulli_full_event,19,0,19,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,8,1,continue,bernoulli_full_event,45,1,44,1,0.977160054349329,0.977160054349329,full_event_available,0,1,,"3","0.15839",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,8,2,continue,bernoulli_full_event,44,3,41,0.00069187360582,0.979121527921677,0.000677428342059158,full_event_available,0,1,,"10,40,42","0.00042019,0.78747,0.18515",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,8,3,continue,bernoulli_full_event,34,8,26,0.667038440883994,0.446858007501548,0.298071468620361,full_event_available,0,1,,"9,12,14,15,19,20,23,27","0.4659,0.19168,0.52674,0.10275,0.44644,0.59989,0.73333,0.0807",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,8,4,load_loss_threshold,bernoulli_full_event,0,0,0,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,9,1,continue,bernoulli_full_event,45,1,44,1,0.977160054349329,0.977160054349329,full_event_available,0,1,,"3","0.77542",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,9,2,continue,bernoulli_full_event,44,2,42,1,0.978444099579617,0.978444099579617,full_event_available,0,1,,"40,42","0.59505,0.8129",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,9,3,continue,bernoulli_full_event,35,2,33,0.779077500343619,0.178013686625963,0.138686458003508,full_event_available,0,1,,"8,14","0.60941,0.54677",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,9,4,continue,bernoulli_full_event,33,8,25,0.299944509202621,0.98664041427937,0.295937374820496,full_event_available,0,1,,"9,16,17,19,20,23,26,27","0.70681,0.4059,0.14364,0.45479,0.10026,0.038095,0.10434,0.30118",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
1,9,5,max_depth_reached,bernoulli_full_event,9,0,9,NaN,NaN,1,terminal_stage_probability_one,1,0,,"","",,Terminal recording stage excluded from Bernoulli complement product.
1,10,1,continue,bernoulli_full_event,45,1,44,1,0.977160054349329,0.977160054349329,full_event_available,0,1,,"3","0.031443",paper_formula,Full Bernoulli event probability uses selected probabilities and non-selected complement probabilities.
