initial_branch,trial_id,stage_id,candidate_branch,from_bus,to_bus,loading_pu,outage_probability,random_u,trip_selected
1,1,1,2,1,39,0.107141961901022,0.0001,0.947077509664361,0
1,1,1,3,2,3,1.10405739595223,0.568258281785032,0.167770970289712,1
1,1,1,4,2,25,0.278408569066026,0.0001,0.21974637570249,0
1,1,1,5,2,30,0.472125189043813,0.0001,0.287252781494014,0
1,1,1,6,3,4,0.394058618140758,0.0001,0.104141867102996,0
1,1,1,7,3,18,0.0968646134350396,0.0001,0.0711452267337908,0
1,1,1,8,4,5,0.138589230723338,0.0001,0.501642818670789,0
1,1,1,9,4,14,0.50654033731238,0.0001,0.808429241105173,0
1,1,1,10,5,6,0.530854949980139,0.0001,0.0643687105025803,0
1,1,1,11,5,8,0.618935534136734,0.0001,0.269723873384041,0
1,1,1,12,6,7,0.728774555099074,0.0001,0.259281127130561,0
1,1,1,13,6,11,0.738737904708303,0.0001,0.462935764514544,0
1,1,1,14,6,31,0.564572066317161,0.0001,0.879286300246613,0
1,1,1,15,7,8,0.450885364162136,0.0001,0.816301472305733,0
1,1,1,16,8,9,0.49117286375429,0.0001,0.206821647288256,0
1,1,1,17,9,39,0.46895563607136,0.0001,0.207799682383354,0
1,1,1,18,10,11,0.614710099976618,0.0001,0.711922651806709,0
1,1,1,19,10,13,0.477428842260096,0.0001,0.28443379458984,0
1,1,1,20,10,32,0.772436950794105,0.0001,0.696500198808592,0
1,1,1,21,12,11,0.0863378610623991,0.0001,0.503733882592069,0
1,1,1,22,12,13,0.0945917576444347,0.0001,0.655614841147796,0
1,1,1,23,13,14,0.44410321492016,0.0001,0.623374882083086,0
1,1,1,24,14,15,0.0633622827827583,0.0001,0.155317707442154,0
1,1,1,25,15,16,0.545167498555974,0.0001,0.52894515397785,0
1,1,1,26,16,17,0.247187601323935,0.0001,0.246451107974866,0
1,1,1,27,16,19,0.795003505960154,0.0001,0.116488994240136,0
1,1,1,28,16,21,0.529605171683865,0.0001,0.651304258664072,0
1,1,1,29,16,24,0.0987660684859134,0.0001,0.89726864228207,0
1,1,1,30,17,18,0.207064276678551,0.0001,0.224642804451432,0
1,1,1,31,17,27,0.074417381720306,0.0001,0.27873012227652,0
