branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,original_slack_in_main_island,new_slack_bus,pf_converged_before_shedding,pf_converged_after_shedding,corrective_load_shed_mw,load_shed_mw,num_overloaded_lines,max_line_loading_pu,num_voltage_violations,max_voltage_deviation_pu,SLLR,SLFOR,SNVOR,CRI,main_island_load_share,original_slack_island_load_share,main_island_selection_reason
1,1,2,1,1,0,0,0,1,31,1,1,0,0,1,1.13784014326359,0,0,0,0.137840143263591,0,0.0275680286527181,1,1,original_slack_island_has_sufficient_load
2,1,39,1,1,0,0,0,1,31,1,1,0,0,0,0.979058263521514,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
3,2,3,1,1,0,0,0,1,31,1,1,0,0,0,0.801722907706133,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
4,2,25,1,1,0,0,0,1,31,1,1,0,0,0,0.790268206905122,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
5,2,30,2,1,0,447.56884699212,343.98265,1,31,1,1,0,0,0,0.877389374062237,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
6,3,4,1,1,0,0,0,1,31,1,1,0,0,0,0.788293536190984,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
7,3,18,1,1,0,0,0,1,31,1,1,0,0,0,0.789370798553424,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
8,4,5,1,1,0,0,0,1,31,1,1,0,0,0,0.976039514147914,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
9,4,14,1,1,0,0,0,1,31,1,1,0,0,0,0.856007060007177,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
10,5,6,1,1,0,0,0,1,31,1,1,0,0,1,1.12839218387008,0,0,0,0.128392183870077,0,0.0256784367740154,1,1,original_slack_island_has_sufficient_load
11,5,8,1,1,0,0,0,1,31,1,1,0,0,1,1.03555290672786,0,0,0,0.0355529067278648,0,0.00711058134557296,1,1,original_slack_island_has_sufficient_load
12,6,7,1,1,0,0,0,1,31,1,1,0,0,2,1.02993381483107,0,0,0,0.0598676296621319,0,0.0119735259324264,1,1,original_slack_island_has_sufficient_load
13,6,11,1,1,0,0,0,1,31,1,1,0,0,0,0.997029270688497,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
14,6,31,2,1,9.2,1021.85365,343.98265,0,39,1,1,0,9.2,1,1.3090200330358,0,0,0.0014710044242057,0.3090200330358,0,0.0626866092616834,0.998528995575794,0.0014710044242057,largest_load_island_selected
15,7,8,1,1,0,0,0,1,31,1,1,0,0,0,0.808819491545986,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
16,8,9,1,1,0,0,0,1,31,1,1,0,0,0,0.801449391517517,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
17,9,39,1,1,0,0,0,1,31,1,1,0,0,0,0.789849532180031,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
18,10,11,1,1,0,0,0,1,31,1,1,0,0,1,1.04507109541489,0,0,0,0.0450710954148861,0,0.00901421908297722,1,1,original_slack_island_has_sufficient_load
19,10,13,1,1,0,0,0,1,31,1,1,0,0,2,1.05525630353361,0,0,0,0.110512607067217,0,0.0221025214134434,1,1,original_slack_island_has_sufficient_load
20,10,32,2,1,0,599.448999022809,343.98265,1,31,1,1,0,0,1,1.01023163478727,0,0,0,0.0102316347872722,0,0.00204632695745444,1,1,original_slack_island_has_sufficient_load
21,12,11,1,1,0,0,0,1,31,1,1,0,0,0,0.788530478942275,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
22,12,13,1,1,0,0,0,1,31,1,1,0,0,0,0.787661423842365,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
23,13,14,1,1,0,0,0,1,31,1,1,0,0,1,1.25511775363731,0,0,0,0.255117753637308,0,0.0510235507274616,1,1,original_slack_island_has_sufficient_load
24,14,15,1,1,0,0,0,1,31,1,1,0,0,0,0.796282674954044,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
25,15,16,1,1,0,0,0,1,31,1,1,0,0,0,0.790454188447646,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
26,16,17,1,1,0,0,0,1,31,1,1,0,0,0,0.828753711168605,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
27,16,19,2,1,680,1135.23293598363,687.9653,1,31,1,1,0,680,0,0.892897078591149,0,0,0.10872641396303,0,0,0.0652358483778179,0.89127358603697,0.89127358603697,original_slack_island_has_sufficient_load
28,16,21,1,1,0,0,0,1,31,1,1,0,0,1,1.07229713876842,0,0,0,0.0722971387684164,0,0.0144594277536833,1,1,original_slack_island_has_sufficient_load
29,16,24,1,1,0,0,0,1,31,1,1,0,0,0,0.795636340238507,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
30,17,18,1,1,0,0,0,1,31,1,1,0,0,0,0.802080422984939,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
31,17,27,1,1,0,0,0,1,31,1,1,0,0,0,0.792272937298043,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
32,19,20,2,1,680,543.228978619371,343.98265,1,31,1,1,0,680,1,1.01358398543047,0,0,0.10872641396303,0.0135839854304742,0,0.0679526454639127,0.89127358603697,0.89127358603697,original_slack_island_has_sufficient_load
33,19,33,2,1,0,592.003957364255,343.98265,1,31,1,1,0,0,0,0.982678470292711,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
34,20,34,2,1,0,543.228978619371,343.98265,1,31,1,1,0,0,0,0.952081037356414,0,0,0,0,0,0,1,1,original_slack_island_has_sufficient_load
